sample_id,word_id,raw_word,start_candidate,end_candidate,algorithm_status,review_status,main_text_evidence,priority,bounds_order_check,audio_offset_s,review_page
04,8,should,1.7520598591549297,2.202130281690141,accepted,pending,True,2,pass,0.0,assets/04_review.html
04,15,"""GO",3.616637323943662,3.7773767605633806,accepted,pending,True,2,pass,0.0,assets/04_review.html
04,16,"BLUE""",3.7773767605633806,4.0667077464788735,accepted,pending,True,2,pass,0.0,assets/04_review.html
04,19,not.,5.5776584507042255,6.05987676056338,accepted,pending,True,2,pass,0.0,assets/04_review.html
05,0,"Hi,",0.7542566844919787,1.270336898395722,accepted,pending,True,2,pass,0.0,assets/05_review.html
05,1,my,1.429625668449198,1.9457058823529412,accepted,pending,True,2,pass,0.0,assets/05_review.html
05,7,for,3.939652406417112,4.164775401069519,accepted,pending,True,2,pass,0.0,assets/05_review.html
06,0,If,0.22482849409448818,0.49783452263779526,accepted,pending,True,2,pass,0.0,assets/06_review.html
06,1,you're,0.49783452263779526,0.7226630167322835,accepted,pending,True,2,pass,0.0,assets/06_review.html
06,2,a,0.7226630167322835,0.7868997293307087,accepted,pending,True,2,pass,0.0,assets/06_review.html
06,16,impressive,3.709670152559055,4.287800565944882,accepted,pending,True,2,pass,0.0,assets/06_review.html
06,17,dance,4.287800565944882,4.4483923474409455,accepted,pending,True,2,pass,0.0,assets/06_review.html
06,18,moves,4.4483923474409455,5.026522760826772,accepted,pending,True,2,pass,0.0,assets/06_review.html
07,0,As,0.2722248211596386,0.5924893166415663,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,1,Linn’s,0.5924893166415663,0.8807273625753013,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,6,reports,2.225838243599398,2.7382614363704825,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,7,in,2.7382614363704825,2.8343407850150606,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,8,our,2.8343407850150606,2.9624465832078317,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,11,"issue,",3.7791210466867478,4.083372317394579,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,12,attendees,4.560179028614458,5.428483198418675,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,13,“enthusiastically,5.428483198418675,6.901699877635543,accepted,pending,True,2,pass,0.0,assets/07_review.html
07,14,discussed,6.901699877635543,7.478175969503013,accepted,pending,True,2,pass,0.0,assets/07_review.html
08,1,brings,0.6619932154605263,1.0172090871710524,accepted,pending,True,2,pass,0.0,assets/08_review.html
08,4,"tonight,",1.2755479029605263,1.5984714226973682,accepted,pending,True,2,pass,0.0,assets/08_review.html
09,0,(uhh),0.20953267045454546,0.5963622159090909,accepted,pending,True,2,pass,0.0,assets/09_review.html
09,3,not,1.2088423295454547,1.370021306818182,accepted,pending,True,2,pass,0.0,assets/09_review.html
09,4,like,1.370021306818182,1.4989644886363638,accepted,pending,True,2,pass,0.0,assets/09_review.html
09,6,movie,1.660143465909091,2.1114446022727273,accepted,pending,True,2,pass,0.0,assets/09_review.html
10,0,(umm),0.08039113898026315,0.36979923930921055,accepted,pending,True,2,pass,0.0,assets/10_review.html
10,16,not,5.225424033717105,5.354049856085526,accepted,pending,True,2,pass,0.0,assets/10_review.html
10,17,against,5.448944284539473,5.965022512335526,accepted,pending,True,2,pass,0.0,assets/10_review.html
10,18,that,5.965022512335526,6.383056435032895,accepted,pending,True,2,pass,0.0,assets/10_review.html
10,19,but,6.383056435032895,6.768933902138158,accepted,pending,True,2,pass,0.0,assets/10_review.html
10,24,terrible,8.408913137335526,8.730477693256578,accepted,pending,True,2,pass,0.0,assets/10_review.html
11,1,would,0.49868435754189944,0.6273770949720671,accepted,pending,True,2,pass,0.0,assets/11_review.html
11,3,ashamed,0.7560698324022346,1.0134553072625698,accepted,pending,True,2,pass,0.0,assets/11_review.html
11,8,film,3.748175977653631,3.9412150837988826,accepted,pending,True,2,pass,0.0,assets/11_review.html
12,0,Or,0.19263684538653367,0.49764518391521195,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,1,"worse,",0.49764518391521195,0.9471311564837905,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,10,by,4.671443500623441,5.1530356140897755,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,11,no,5.1530356140897755,5.377778600374064,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,32,is,11.381626948254365,11.606369934538654,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,33,very,11.606369934538654,11.766900639027432,accepted,pending,True,2,pass,0.0,assets/12_review.html
12,34,low.,11.766900639027432,12.055855907107233,accepted,pending,True,2,pass,0.0,assets/12_review.html
13,2,I,0.30409722222222224,0.8201791666666667,accepted,pending,True,2,pass,0.0,assets/13_review.html
13,3,could,0.8201791666666667,0.9809986111111111,accepted,pending,True,2,pass,0.0,assets/13_review.html
13,4,take,0.9809986111111111,1.1096541666666666,accepted,pending,True,2,pass,0.0,assets/13_review.html
13,5,a,1.1096541666666666,1.270473611111111,accepted,pending,True,2,pass,0.0,assets/13_review.html
13,13,I,4.261715277777778,4.6155180555555555,accepted,pending,True,2,pass,0.0,assets/13_review.html
13,15,find,4.7763375,4.8728291666666665,accepted,pending,True,2,pass,0.0,assets/13_review.html
14,1,is,0.4648352272727273,0.5610080329153605,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,2,the,0.5610080329153605,0.6571808385579938,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,11,former,3.285904192789969,3.446192202194357,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,12,Executive,3.446192202194357,4.135430642633229,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,13,Director,4.135430642633229,4.5361506661442,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,14,of,4.5361506661442,4.792611481191223,accepted,pending,True,2,pass,0.0,assets/14_review.html
14,19,courses,6.619894788401254,6.8763556034482765,accepted,pending,True,2,pass,0.0,assets/14_review.html
16,0,It's,0.1942779255319149,0.534264295212766,accepted,pending,True,2,pass,0.0,assets/16_review.html
16,3,this,0.8923251329787234,1.408514960106383,accepted,pending,True,2,pass,0.0,assets/16_review.html
17,0,Applying,0.3369645553691275,0.882526216442953,accepted,pending,True,2,pass,0.0,assets/17_review.html
17,7,presentations,2.968497273489933,3.7707938338926175,accepted,pending,True,2,pass,0.0,assets/17_review.html
17,9,"simple,",4.34844735738255,4.797733431208053,accepted,pending,True,2,pass,0.0,assets/17_review.html
17,10,easy,5.148167785234899,5.664213716442953,accepted,pending,True,2,pass,0.0,assets/17_review.html
18,11,MSC,3.833165608864028,4.28223940404475,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,13,certified,4.28223940404475,4.827543298192771,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,14,"-Meanwhile,",5.8191098321858865,6.33514818201377,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,19,has,8.484287058950088,8.708823956540447,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,20,been,8.708823956540447,8.869207454819279,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,21,denied,8.869207454819279,9.157897751721169,accepted,pending,True,2,pass,0.0,assets/18_review.html
18,32,failed,12.590104614888123,12.78256481282272,accepted,pending,True,2,pass,0.0,assets/18_review.html
19,10,"mistakes,",3.7397633402122636,4.349681824882076,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,11,and,4.636155660377359,5.152206146816038,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,12,unfortunately,5.152206146816038,5.95473046875,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,13,some,5.95473046875,6.179437278891509,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,14,haters,6.179437278891509,6.693052844929245,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,31,people,11.861309478183962,12.11811726120283,accepted,pending,True,2,pass,0.0,assets/19_review.html
19,32,understand,12.179884286556604,12.695934772995283,accepted,pending,True,2,pass,0.0,assets/19_review.html
20,2,"course,",0.6575739985163205,0.9783418026706231,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,3,click,0.9783418026706231,1.2830712166172107,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,4,in,1.2830712166172107,1.459493508902077,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,5,the,1.459493508902077,1.5878006305637982,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,16,we'll,4.506787648367952,4.7954786721068245,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,25,video,7.393697885756676,8.035233494065281,accepted,pending,True,2,pass,0.0,assets/20_review.html
20,26,(wrap-up),8.035233494065281,8.484308419881305,accepted,pending,True,2,pass,0.0,assets/20_review.html
01,0,Replacing,0.2086064732142857,0.8344258928571427,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,1,these,0.8344258928571427,1.0430323660714285,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,2,wear,1.0430323660714285,1.2355921874999998,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,3,components,1.2355921874999998,1.8935049107142854,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,4,when,1.8935049107142854,2.0058314732142852,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,5,replacing,2.0058314732142852,2.503277678571428,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,6,the,2.503277678571428,2.615604241071428,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,7,timing,2.615604241071428,2.9044439732142857,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,8,belt,2.9044439732142857,3.1611904017857135,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,11,to,3.9288758928571426,4.444922544642857,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,13,the,4.958415401785714,5.118881919642856,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,15,belt,5.2472551339285705,5.616328124999999,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,16,performs,5.822380803571428,6.627267187499999,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,17,to,6.627267187499999,6.851920312499999,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,18,its,6.851920312499999,7.012386830357142,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,19,mileage,7.012386830357142,7.477739732142856,accepted,pending,False,3,pass,0.0,assets/01_review.html
01,20,requirements,7.477739732142856,8.199839062499999,accepted,pending,False,3,pass,0.0,assets/01_review.html
02,0,We,0.19388592233009708,0.46855764563106794,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,1,want,0.46855764563106794,0.5978149271844659,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,3,live,0.727072208737864,0.8240151699029126,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,4,by,0.8240151699029126,0.9532724514563107,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,5,each,0.9532724514563107,1.0825297330097086,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,6,other’s,1.0825297330097086,1.3733586165048544,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,7,happiness,1.3733586165048544,1.6965018203883493,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,10,by,1.858073422330097,1.987330703883495,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,11,each,1.987330703883495,2.116587985436893,accepted,pending,False,3,pass,0.0,assets/02_review.html
02,12,other’s,2.116587985436893,2.3912597087378638,accepted,pending,False,3,pass,0.0,assets/02_review.html
03,0,There's,0.176876677852349,0.62710822147651,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,1,one,0.62710822147651,0.7879052013422818,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,2,lender,0.7879052013422818,1.2702961409395974,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,6,which,1.7848464765100671,2.1707592281879196,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,7,I,2.1707592281879196,2.299396812080537,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,8,think,2.299396812080537,2.428034395973154,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,9,is,2.428034395973154,2.620990771812081,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,10,just,2.620990771812081,2.8139471476510067,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,14,take,4.663112416107383,4.807829697986577,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,15,rental,4.807829697986577,5.322380033557048,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,16,income,5.322380033557048,5.611814597315437,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,17,into,5.611814597315437,6.04596644295302,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,18,"account,",6.04596644295302,6.351480704697987,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,19,they,6.351480704697987,6.866031040268457,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,20,take,6.866031040268457,7.0589874161073825,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,22,yield,7.734334731543624,8.055928691275167,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,23,into,8.055928691275167,8.57047902684564,accepted,pending,False,3,pass,0.0,assets/03_review.html
03,24,account.,8.57047902684564,8.859913590604027,accepted,pending,False,3,pass,0.0,assets/03_review.html
04,0,If,0.19288732394366198,0.43399647887323944,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,1,I,0.43399647887323944,0.5625880281690141,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,2,blow,0.5625880281690141,0.755475352112676,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,3,it,0.755475352112676,0.9483626760563381,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,4,at,0.9483626760563381,1.0769542253521127,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,5,the,1.0769542253521127,1.1733978873239437,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,6,team,1.1733978873239437,1.3662852112676056,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,7,"exercise,",1.3662852112676056,1.7520598591549297,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,9,I,2.202130281690141,2.3307218309859157,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,10,kiss,2.3307218309859157,2.5879049295774648,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,11,my,2.5879049295774648,2.7164964788732395,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,12,chances,2.7164964788732395,3.198714788732395,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,13,of,3.198714788732395,3.2951584507042257,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,14,cheering,3.2951584507042257,3.616637323943662,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,17,goodbye?],4.0667077464788735,4.838257042253522,accepted,pending,False,3,pass,0.0,assets/04_review.html
04,18,Absolutely,5.061584507042253,5.5776584507042255,accepted,pending,False,3,pass,0.0,assets/04_review.html
05,2,name,1.9457058823529412,2.138668449197861,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,3,is,2.138668449197861,2.2673101604278076,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,4,"Chloe,",2.2673101604278076,2.6853957219251336,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,5,video,2.7160427807486633,3.4572459893048126,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,6,marketer,3.4572459893048126,3.939652406417112,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,8,Red,4.164775401069519,4.389898395721925,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,9,Wagon,4.389898395721925,4.647181818181818,accepted,pending,False,3,pass,0.0,assets/05_review.html
05,10,Marketing.,4.647181818181818,5.290390374331551,accepted,pending,False,3,pass,0.0,assets/05_review.html
06,4,of,0.8511364419291338,0.9796098671259843,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,5,dancing,0.9796098671259843,1.1080832923228345,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,6,in,1.1080832923228345,1.493503567913386,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,7,that,1.493503567913386,1.6540953494094488,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,8,"sense,",1.6540953494094488,1.8468054872047244,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,9,just,1.8468054872047244,2.200107406496063,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,10,like,2.200107406496063,2.360699187992126,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,11,to,2.360699187992126,2.521290969488189,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,12,watch,2.521290969488189,2.6497643946850395,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,13,people,2.6497643946850395,2.938829601377953,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,14,"dance,",2.938829601377953,3.2278948080708663,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,15,see,3.2278948080708663,3.709670152559055,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,19,then,5.05647563976378,5.572534817913386,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,20,you,5.572534817913386,5.701008243110237,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,21,might,5.701008243110237,5.829481668307087,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,22,want,5.829481668307087,5.99007344980315,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,23,to,5.99007344980315,6.086428518700788,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,24,check,6.086428518700788,6.182783587598426,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,25,out,6.182783587598426,6.311257012795275,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,27,movie,6.407612081692914,6.6966772883858265,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,28,solely,6.6966772883858265,7.049979207677166,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,29,for,7.049979207677166,7.242689345472441,accepted,pending,False,3,pass,0.0,assets/06_review.html
06,30,that,7.242689345472441,7.403281126968505,accepted,pending,False,3,pass,0.0,assets/06_review.html
07,2,associate,0.8807273625753013,1.0728860598644578,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,3,editor,1.0728860598644578,1.4251770048945787,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,4,Michael,1.4251770048945787,1.745441500376506,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,5,Baadke,1.745441500376506,2.225838243599398,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,9,November,2.9624465832078317,3.2506846291415665,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,10,28,3.2506846291415665,3.7791210466867478,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,15,the,7.478175969503013,7.574255318147591,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,16,topics,7.574255318147591,8.054652061370483,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,17,of,8.083088478915663,8.59910170368976,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,18,growing,8.59910170368976,8.823286850527108,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,19,the,8.823286850527108,9.143551346009037,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,20,"hobby,",9.143551346009037,9.463815841490966,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,21,the,9.463815841490966,9.880159685617471,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,22,future,9.880159685617471,10.040291933358436,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,23,of,10.040291933358436,10.360556428840361,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,24,stamp,10.360556428840361,10.55271512612952,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,25,"shows,",10.55271512612952,11.065138318900605,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,26,and,11.065138318900605,11.48148216302711,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,27,dealers,11.48148216302711,12.05795825489458,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,28,and,12.05795825489458,12.18606405308735,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,29,philatelic,12.18606405308735,12.730513695406628,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,30,"partnerships,",12.730513695406628,13.435095585466868,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,31,along,13.527584902108435,14.043598126882532,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,32,with,14.043598126882532,14.299809723268073,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,33,ways,14.299809723268073,14.716153567394581,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,34,the,14.716153567394581,15.004391613328316,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,35,leading,15.004391613328316,15.100470961972892,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,36,organizations,15.100470961972892,16.029237998870485,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,37,involved,16.029237998870485,16.493621517319276,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,38,in,16.493621517319276,16.605714090737955,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,39,the,16.605714090737955,16.733819888930725,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,40,stamp,16.733819888930725,16.861925687123495,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,41,hobby,16.861925687123495,17.342322430346385,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,42,can,17.49886464608434,18.014877870858435,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,43,work,18.014877870858435,18.207036568147593,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,44,together,18.207036568147593,18.655406861822293,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,45,to,18.876001976656628,19.392015201430723,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,46,make,19.392015201430723,19.552147449171688,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,47,it,19.552147449171688,19.712279696912653,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,48,succeed,19.712279696912653,20.160649990587352,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,49,and,20.160649990587352,20.576993834713857,accepted,pending,False,3,pass,0.0,assets/07_review.html
07,50,grow,20.576993834713857,20.801178981551207,accepted,pending,False,3,pass,0.0,assets/07_review.html
08,0,That,0.30677734375,0.6619932154605263,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,2,us,1.0172090871710524,1.1463784950657891,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,3,to,1.1463784950657891,1.2755479029605263,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,5,the,1.5984714226973682,1.8568102384868417,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,6,Universal,1.8568102384868417,2.341195518092105,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,7,Design,2.341195518092105,2.7287037417763154,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,8,Grand,2.8906969572368415,3.406843133223684,accepted,pending,False,3,pass,0.0,assets/08_review.html
08,9,Challenge,3.406843133223684,3.8266437088815786,accepted,pending,False,3,pass,0.0,assets/08_review.html
09,1,I,0.5963622159090909,1.0154275568181819,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,2,did,1.0154275568181819,1.2088423295454547,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,5,this,1.4989644886363638,1.660143465909091,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,7,at,2.1114446022727273,2.2403877840909088,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,8,"all,",2.2403877840909088,2.401566761363636,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,9,I,2.401566761363636,2.7561605113636363,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,10,would,2.7561605113636363,2.9173394886363635,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,11,not,2.9173394886363635,3.046282670454546,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,12,recommend,3.046282670454546,3.4975838068181817,accepted,pending,False,3,pass,0.0,assets/09_review.html
09,13,it,3.4975838068181817,3.6909985795454547,accepted,pending,False,3,pass,0.0,assets/09_review.html
10,1,And,0.6576324013157895,1.173710629111842,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,2,you,1.173710629111842,1.302336451480263,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,3,know,1.302336451480263,1.4631187294407892,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,4,I,1.4631187294407892,1.83291796875,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,5,really,1.83291796875,2.0419349300986838,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,6,do,2.0419349300986838,2.3313430304276315,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,7,like,2.3313430304276315,2.5242817639802633,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,8,to,2.5242817639802633,2.749376953125,accepted,pending,False,3,pass,0.0,assets/10_review.html
10,9,see,2.749376953125,2.878002775493421,accepted,pending,False,3,pass,0.0,assets/10_review.html
