sample_id,word_id,raw_word,auto_start_common,auto_end_common,auto_log_score,algorithm_status,review_status,reviewer,reviewed_at,review_start_common,review_end_common,notes
02,3,live,0.727072208737864,0.8240151699029126,-0.006462391674773471,accepted,pending,,,,,
02,4,by,0.8240151699029126,0.9532724514563107,-0.01919655614472049,accepted,pending,,,,,
02,5,each,0.9532724514563107,1.0825297330097086,-0.0008066701551191121,accepted,pending,,,,,
02,6,other’s,1.0825297330097086,1.3733586165048544,-0.031693725868813596,accepted,pending,,,,,
02,7,happiness,1.3733586165048544,1.6965018203883493,-0.003953911711323599,accepted,pending,,,,,
02,9,not,1.6965018203883493,1.858073422330097,-0.0030994470816949615,accepted,pending,,,,,
02,10,by,1.858073422330097,1.987330703883495,-0.0016141666442308633,accepted,pending,,,,,
02,11,each,1.987330703883495,2.116587985436893,-0.024483351856616764,accepted,pending,,,,,
02,12,other’s,2.116587985436893,2.3912597087378638,-0.015856312497131597,accepted,pending,,,,,
02,13,misery.,2.3912597087378638,2.5689884708737862,-0.0001491058605995003,accepted,pending,,,,,
03,0,There's,0.176876677852349,0.62710822147651,-0.014155366970046455,accepted,pending,,,,,
03,1,one,0.62710822147651,0.7879052013422818,-0.0001565174742594877,accepted,pending,,,,,
03,2,lender,0.7879052013422818,1.2702961409395974,-0.0009747869614309401,accepted,pending,,,,,
03,3,at,1.2702961409395974,1.4954119127516778,-6.377651080432163e-06,accepted,pending,,,,,
03,4,the,1.4954119127516778,1.6562088926174496,-0.0005819806815405096,accepted,pending,,,,,
03,5,moment,1.6562088926174496,1.7848464765100671,-1.9072971950251372e-05,accepted,pending,,,,,
03,6,which,1.7848464765100671,2.1707592281879196,-0.00025668067766027036,accepted,pending,,,,,
03,7,I,2.1707592281879196,2.299396812080537,-0.0009912164213119468,accepted,pending,,,,,
03,8,think,2.299396812080537,2.428034395973154,-4.7244450380882576e-05,accepted,pending,,,,,
03,9,is,2.428034395973154,2.620990771812081,-0.0007859818647213095,accepted,pending,,,,,
03,10,just,2.620990771812081,2.8139471476510067,-2.0225420314545772e-05,accepted,pending,,,,,
03,11,Bankwest,2.8139471476510067,3.5536132550335573,-0.4941514339649625,accepted,pending,,,,,
03,12,who,3.5842432885906037,4.100322986577181,-1.9505581511810652e-05,accepted,pending,,,,,
03,13,don't,4.100322986577181,4.663112416107383,-0.00616219490547862,accepted,pending,,,,,
03,14,take,4.663112416107383,4.807829697986577,-0.0003316469945161771,accepted,pending,,,,,
03,15,rental,4.807829697986577,5.322380033557048,-0.024262390337746353,accepted,pending,,,,,
03,16,income,5.322380033557048,5.611814597315437,-0.0016753405858227982,accepted,pending,,,,,
03,17,into,5.611814597315437,6.04596644295302,-6.985486568239069e-05,accepted,pending,,,,,
03,18,"account,",6.04596644295302,6.351480704697987,-0.00034535585049866313,accepted,pending,,,,,
03,19,they,6.351480704697987,6.866031040268457,-0.0007158853023399026,accepted,pending,,,,,
03,20,take,6.866031040268457,7.0589874161073825,-1.5039843750249323e-05,accepted,pending,,,,,
03,21,rental,7.0589874161073825,7.734334731543624,-0.03954602853795706,accepted,pending,,,,,
03,22,yield,7.734334731543624,8.055928691275167,-0.0118238338772926,accepted,pending,,,,,
03,23,into,8.055928691275167,8.57047902684564,-2.30552193919627e-05,accepted,pending,,,,,
03,24,account.,8.57047902684564,8.859913590604027,-3.329712068496823e-05,accepted,pending,,,,,
04,0,If,0.19288732394366198,0.43399647887323944,-0.00024677330673483766,accepted,pending,,,,,
04,1,I,0.43399647887323944,0.5625880281690141,-0.00012018213418940604,accepted,pending,,,,,
04,2,blow,0.5625880281690141,0.755475352112676,-0.043111046816920864,accepted,pending,,,,,
04,3,it,0.755475352112676,0.9483626760563381,-0.5057441441396284,accepted,pending,,,,,
04,4,at,0.9483626760563381,1.0769542253521127,-0.8351905298914062,accepted,pending,,,,,
04,5,the,1.0769542253521127,1.1733978873239437,-0.0023035386085439313,accepted,pending,,,,,
04,6,team,1.1733978873239437,1.3662852112676056,-0.0018698255662457086,accepted,pending,,,,,
04,7,"exercise,",1.3662852112676056,1.7520598591549297,-0.004989180941331976,accepted,pending,,,,,
04,8,should,1.7520598591549297,2.202130281690141,-0.005499522556102627,accepted,pending,,,,,
04,9,I,2.202130281690141,2.3307218309859157,-0.00012389948210511648,accepted,pending,,,,,
04,10,kiss,2.3307218309859157,2.5879049295774648,-0.0008056215521108356,accepted,pending,,,,,
04,11,my,2.5879049295774648,2.7164964788732395,-3.6358107081468916e-05,accepted,pending,,,,,
04,12,chances,2.7164964788732395,3.198714788732395,-0.00030059723648534487,accepted,pending,,,,,
04,13,of,3.198714788732395,3.2951584507042257,-0.005420839384896681,accepted,pending,,,,,
04,14,cheering,3.2951584507042257,3.616637323943662,-1.8599324073963999,accepted,pending,,,,,
04,15,"""GO",3.616637323943662,3.7773767605633806,-0.003644397513112333,accepted,pending,,,,,
04,16,"BLUE""",3.7773767605633806,4.0667077464788735,-0.002486103842244347,accepted,pending,,,,,
04,17,goodbye?],4.0667077464788735,4.838257042253522,-0.19841010059968767,accepted,pending,,,,,
04,18,Absolutely,5.061584507042253,5.5776584507042255,-2.2985032374248584e-05,accepted,pending,,,,,
04,19,not.,5.5776584507042255,6.05987676056338,-2.4870992693390042e-05,accepted,pending,,,,,
05,0,"Hi,",0.7542566844919787,1.270336898395722,-0.002238400937644472,accepted,pending,,,,,
05,1,my,1.429625668449198,1.9457058823529412,-5.9602265813474276e-05,accepted,pending,,,,,
05,2,name,1.9457058823529412,2.138668449197861,-0.7849214180496062,accepted,pending,,,,,
05,3,is,2.138668449197861,2.2673101604278076,-0.0005635034412989626,accepted,pending,,,,,
05,4,"Chloe,",2.2673101604278076,2.6853957219251336,-1.2456591892611348,accepted,pending,,,,,
05,5,video,2.7160427807486633,3.4572459893048126,-0.31233178772957243,accepted,pending,,,,,
05,6,marketer,3.4572459893048126,3.939652406417112,-0.5505857629147518,accepted,pending,,,,,
05,7,for,3.939652406417112,4.164775401069519,-0.002480539543114446,accepted,pending,,,,,
05,8,Red,4.164775401069519,4.389898395721925,-0.00011312817573620275,accepted,pending,,,,,
05,9,Wagon,4.389898395721925,4.647181818181818,-0.0003142342554838251,accepted,pending,,,,,
05,10,Marketing.,4.647181818181818,5.290390374331551,-0.21047201975389812,accepted,pending,,,,,
06,0,If,0.22482849409448818,0.49783452263779526,-0.00035712932253773033,accepted,pending,,,,,
06,1,you're,0.49783452263779526,0.7226630167322835,-2.535020015982419,accepted,pending,,,,,
06,2,a,0.7226630167322835,0.7868997293307087,-4.098858474564622,accepted,pending,,,,,
06,3,fan,0.7868997293307087,0.8511364419291338,-7.467766048241174,rejected,pending,,,,,
06,4,of,0.8511364419291338,0.9796098671259843,-2.5827171690762043,accepted,pending,,,,,
06,5,dancing,0.9796098671259843,1.1080832923228345,-0.0008598610105536864,accepted,pending,,,,,
06,6,in,1.1080832923228345,1.493503567913386,-8.93102087123528e-05,accepted,pending,,,,,
06,7,that,1.493503567913386,1.6540953494094488,-0.002147126834605236,accepted,pending,,,,,
06,8,"sense,",1.6540953494094488,1.8468054872047244,-8.28357384989431e-05,accepted,pending,,,,,
06,9,just,1.8468054872047244,2.200107406496063,-0.0007307868495858697,accepted,pending,,,,,
06,10,like,2.200107406496063,2.360699187992126,-0.0014471228253872444,accepted,pending,,,,,
06,11,to,2.360699187992126,2.521290969488189,-3.4331295296397e-05,accepted,pending,,,,,
06,12,watch,2.521290969488189,2.6497643946850395,-0.13321236929323277,accepted,pending,,,,,
06,13,people,2.6497643946850395,2.938829601377953,-0.0007587548814171896,accepted,pending,,,,,
06,14,"dance,",2.938829601377953,3.2278948080708663,-0.004282169309988149,accepted,pending,,,,,
06,15,see,3.2278948080708663,3.709670152559055,-0.0013568682115625563,accepted,pending,,,,,
06,16,impressive,3.709670152559055,4.287800565944882,-0.005466607983491103,accepted,pending,,,,,
06,17,dance,4.287800565944882,4.4483923474409455,-0.003330486779759667,accepted,pending,,,,,
06,18,moves,4.4483923474409455,5.026522760826772,-6.098243193224878e-05,accepted,pending,,,,,
06,19,then,5.05647563976378,5.572534817913386,-0.17629916604026952,accepted,pending,,,,,
06,20,you,5.572534817913386,5.701008243110237,-0.0034190214155387366,accepted,pending,,,,,
06,21,might,5.701008243110237,5.829481668307087,-0.0002274778344144579,accepted,pending,,,,,
06,22,want,5.829481668307087,5.99007344980315,-2.6940691668642103e-05,accepted,pending,,,,,
06,23,to,5.99007344980315,6.086428518700788,-2.670235104881499,accepted,pending,,,,,
06,24,check,6.086428518700788,6.182783587598426,-0.0011610206274781376,accepted,pending,,,,,
06,25,out,6.182783587598426,6.311257012795275,-3.104617814462472,accepted,pending,,,,,
06,26,this,6.311257012795275,6.407612081692914,-5.025084587279707,rejected,pending,,,,,
06,27,movie,6.407612081692914,6.6966772883858265,-0.5668641602023854,accepted,pending,,,,,
06,28,solely,6.6966772883858265,7.049979207677166,-0.3936590802692687,accepted,pending,,,,,
06,29,for,7.049979207677166,7.242689345472441,-0.00018173614103034197,accepted,pending,,,,,
06,30,that,7.242689345472441,7.403281126968505,-4.117210506677793e-05,accepted,pending,,,,,
07,0,As,0.2722248211596386,0.5924893166415663,-1.9489091766189404e-05,accepted,pending,,,,,
07,1,Linn’s,0.5924893166415663,0.8807273625753013,-0.8698770270623697,accepted,pending,,,,,
07,2,associate,0.8807273625753013,1.0728860598644578,-0.021027737020934485,accepted,pending,,,,,
07,3,editor,1.0728860598644578,1.4251770048945787,-0.025400991350373013,accepted,pending,,,,,
07,4,Michael,1.4251770048945787,1.745441500376506,-0.030959872690598585,accepted,pending,,,,,
07,5,Baadke,1.745441500376506,2.225838243599398,-1.3968281562861193,accepted,pending,,,,,
07,6,reports,2.225838243599398,2.7382614363704825,-0.02511286103782373,accepted,pending,,,,,
07,7,in,2.7382614363704825,2.8343407850150606,-0.0001156818907475099,accepted,pending,,,,,
07,8,our,2.8343407850150606,2.9624465832078317,-0.0005502406346806765,accepted,pending,,,,,
07,9,November,2.9624465832078317,3.2506846291415665,-0.01571051759693489,accepted,pending,,,,,
07,10,28,3.2506846291415665,3.7791210466867478,-0.03612293567701386,accepted,pending,,,,,
07,11,"issue,",3.7791210466867478,4.083372317394579,-0.22275228504695405,accepted,pending,,,,,
07,12,attendees,4.560179028614458,5.428483198418675,-0.5761795207042495,accepted,pending,,,,,
07,13,“enthusiastically,5.428483198418675,6.901699877635543,-0.034431440750449835,accepted,pending,,,,,
07,14,discussed,6.901699877635543,7.478175969503013,-0.0385872413188003,accepted,pending,,,,,
07,15,the,7.478175969503013,7.574255318147591,-0.0101720816019224,accepted,pending,,,,,
07,16,topics,7.574255318147591,8.054652061370483,-0.0004236642343502517,accepted,pending,,,,,
07,17,of,8.083088478915663,8.59910170368976,-0.0009123434700182287,accepted,pending,,,,,
07,18,growing,8.59910170368976,8.823286850527108,-0.00038714934055000024,accepted,pending,,,,,
07,19,the,8.823286850527108,9.143551346009037,-7.465111128626941e-05,accepted,pending,,,,,
07,20,"hobby,",9.143551346009037,9.463815841490966,-0.018865844409446452,accepted,pending,,,,,
07,21,the,9.463815841490966,9.880159685617471,-9.345051869521133e-05,accepted,pending,,,,,
07,22,future,9.880159685617471,10.040291933358436,-0.00023034034135468082,accepted,pending,,,,,
07,23,of,10.040291933358436,10.360556428840361,-1.556315856277024e-05,accepted,pending,,,,,
07,24,stamp,10.360556428840361,10.55271512612952,-0.018250487541097624,accepted,pending,,,,,
07,25,"shows,",10.55271512612952,11.065138318900605,-0.00041174382777553475,accepted,pending,,,,,
07,26,and,11.065138318900605,11.48148216302711,-9.804753885826282e-06,accepted,pending,,,,,
07,27,dealers,11.48148216302711,12.05795825489458,-0.00011572125777408676,accepted,pending,,,,,
07,28,and,12.05795825489458,12.18606405308735,-0.00021196587623251162,accepted,pending,,,,,
07,29,philatelic,12.18606405308735,12.730513695406628,-0.9120319148210917,accepted,pending,,,,,
07,30,"partnerships,",12.730513695406628,13.435095585466868,-0.01788248335522915,accepted,pending,,,,,
07,31,along,13.527584902108435,14.043598126882532,-1.1555026816711944e-05,accepted,pending,,,,,
07,32,with,14.043598126882532,14.299809723268073,-2.3095474418255435e-05,accepted,pending,,,,,
07,33,ways,14.299809723268073,14.716153567394581,-6.009104158368116e-05,accepted,pending,,,,,
07,34,the,14.716153567394581,15.004391613328316,-0.003168477701245188,accepted,pending,,,,,
07,35,leading,15.004391613328316,15.100470961972892,-0.001648165574806626,accepted,pending,,,,,
07,36,organizations,15.100470961972892,16.029237998870485,-0.015117066559635834,accepted,pending,,,,,
07,37,involved,16.029237998870485,16.493621517319276,-0.053248123084326186,accepted,pending,,,,,
07,38,in,16.493621517319276,16.605714090737955,-0.00014613347836226845,accepted,pending,,,,,
07,39,the,16.605714090737955,16.733819888930725,-0.21812996945891427,accepted,pending,,,,,
07,40,stamp,16.733819888930725,16.861925687123495,-0.008452797307185733,accepted,pending,,,,,
07,41,hobby,16.861925687123495,17.342322430346385,-0.45947895882688006,accepted,pending,,,,,
07,42,can,17.49886464608434,18.014877870858435,-7.152419566835988e-06,accepted,pending,,,,,
07,43,work,18.014877870858435,18.207036568147593,-0.005101892218590365,accepted,pending,,,,,
07,44,together,18.207036568147593,18.655406861822293,-0.00015750889042059107,accepted,pending,,,,,
07,45,to,18.876001976656628,19.392015201430723,-3.7647076405529094e-05,accepted,pending,,,,,
07,46,make,19.392015201430723,19.552147449171688,-4.1810858988355903e-05,accepted,pending,,,,,
07,47,it,19.552147449171688,19.712279696912653,-2.7575696899854545e-05,accepted,pending,,,,,
07,48,succeed,19.712279696912653,20.160649990587352,-5.649946348285084e-05,accepted,pending,,,,,
07,49,and,20.160649990587352,20.576993834713857,-8.354278358879696e-06,accepted,pending,,,,,
07,50,grow,20.576993834713857,20.801178981551207,-0.00013277314943760388,accepted,pending,,,,,
08,0,That,0.30677734375,0.6619932154605263,-1.3120387828316127,accepted,pending,,,,,
08,1,brings,0.6619932154605263,1.0172090871710524,-0.0046399940594390255,accepted,pending,,,,,
08,2,us,1.0172090871710524,1.1463784950657891,-0.006270271547236916,accepted,pending,,,,,
08,3,to,1.1463784950657891,1.2755479029605263,-0.0011151721088481282,accepted,pending,,,,,
08,4,"tonight,",1.2755479029605263,1.5984714226973682,-1.3179659546782658,accepted,pending,,,,,
08,5,the,1.5984714226973682,1.8568102384868417,-1.8153490243223913e-05,accepted,pending,,,,,
08,6,Universal,1.8568102384868417,2.341195518092105,-5.75056836917535e-05,accepted,pending,,,,,
08,7,Design,2.341195518092105,2.7287037417763154,-0.000608829815291756,accepted,pending,,,,,
08,8,Grand,2.8906969572368415,3.406843133223684,-7.638478404459192e-05,accepted,pending,,,,,
08,9,Challenge,3.406843133223684,3.8266437088815786,-0.00041376772143308926,accepted,pending,,,,,
09,0,(uhh),0.20953267045454546,0.5963622159090909,-2.1771177146591363,accepted,pending,,,,,
09,1,I,0.5963622159090909,1.0154275568181819,-0.946987664067222,accepted,pending,,,,,
09,2,did,1.0154275568181819,1.2088423295454547,-0.00022164342969214582,accepted,pending,,,,,
09,3,not,1.2088423295454547,1.370021306818182,-0.0011762534923036583,accepted,pending,,,,,
09,4,like,1.370021306818182,1.4989644886363638,-0.0002878082608049226,accepted,pending,,,,,
09,5,this,1.4989644886363638,1.660143465909091,-0.00026735635117347556,accepted,pending,,,,,
09,6,movie,1.660143465909091,2.1114446022727273,-0.0061467155347665016,accepted,pending,,,,,
09,7,at,2.1114446022727273,2.2403877840909088,-0.004003747610113351,accepted,pending,,,,,
09,8,"all,",2.2403877840909088,2.401566761363636,-0.00021122262987773865,accepted,pending,,,,,
09,9,I,2.401566761363636,2.7561605113636363,-7.957627974401286e-05,accepted,pending,,,,,
09,10,would,2.7561605113636363,2.9173394886363635,-0.00020919769895044737,accepted,pending,,,,,
09,11,not,2.9173394886363635,3.046282670454546,-9.50017250943347e-05,accepted,pending,,,,,
09,12,recommend,3.046282670454546,3.4975838068181817,-0.028964738871394502,accepted,pending,,,,,
09,13,it,3.4975838068181817,3.6909985795454547,-0.06043992787112865,accepted,pending,,,,,
10,0,(umm),0.08039113898026315,0.36979923930921055,-1.7352245474158394,accepted,pending,,,,,
10,1,And,0.6576324013157895,1.173710629111842,-0.0003056675481389881,accepted,pending,,,,,
10,2,you,1.173710629111842,1.302336451480263,-0.002407891625580305,accepted,pending,,,,,
10,3,know,1.302336451480263,1.4631187294407892,-0.0002671035237653996,accepted,pending,,,,,
10,4,I,1.4631187294407892,1.83291796875,-8.337846391744581e-05,accepted,pending,,,,,
10,5,really,1.83291796875,2.0419349300986838,-0.031473133494879825,accepted,pending,,,,,
10,6,do,2.0419349300986838,2.3313430304276315,-0.00014423992601880146,accepted,pending,,,,,
10,7,like,2.3313430304276315,2.5242817639802633,-0.00024822422139030617,accepted,pending,,,,,
10,8,to,2.5242817639802633,2.749376953125,-0.0002567272173337187,accepted,pending,,,,,
10,9,see,2.749376953125,2.878002775493421,-0.0024904316283027583,accepted,pending,,,,,
10,10,fluffy,2.878002775493421,3.440740748355263,-0.71071597299501,accepted,pending,,,,,
10,11,chick,3.440740748355263,3.7623053042763157,-0.007726816985996266,accepted,pending,,,,,
10,12,flicks,3.7623053042763157,4.132104543585526,-0.6216703567188233,accepted,pending,,,,,
10,13,sometimes,4.132104543585526,4.260730365953947,-0.4870465382253979,accepted,pending,,,,,
10,14,so,4.548563527960526,5.064641755756579,-0.18951615837140173,accepted,pending,,,,,
10,15,I'm,5.064641755756579,5.225424033717105,-0.7455813875421882,accepted,pending,,,,,
10,16,not,5.225424033717105,5.354049856085526,-0.04629999904864235,accepted,pending,,,,,
10,17,against,5.448944284539473,5.965022512335526,-6.773287549280253e-05,accepted,pending,,,,,
10,18,that,5.965022512335526,6.383056435032895,-1.5212392348473713e-05,accepted,pending,,,,,
10,19,but,6.383056435032895,6.768933902138158,-2.576773831787126e-05,accepted,pending,,,,,
10,20,this,6.768933902138158,7.026185546874999,-4.0734117905394385e-05,accepted,pending,,,,,
10,21,one,7.026185546874999,7.251280736019736,-7.722160965073499e-05,accepted,pending,,,,,
10,22,was,7.251280736019736,7.572845291940789,-2.9741167585939367e-05,accepted,pending,,,,,
10,23,pretty,7.892834909539474,8.408913137335526,-0.00010871747410046804,accepted,pending,,,,,
10,24,terrible,8.408913137335526,8.730477693256578,-1.928721582018511e-05,accepted,pending,,,,,
11,0,I,0.2252122905027933,0.49868435754189944,-0.018333499236828428,accepted,pending,,,,,
11,1,would,0.49868435754189944,0.6273770949720671,-2.642378442338668,accepted,pending,,,,,
11,2,be,0.6273770949720671,0.7560698324022346,-0.2573476773686707,accepted,pending,,,,,
11,3,ashamed,0.7560698324022346,1.0134553072625698,-0.002467042291477305,accepted,pending,,,,,
11,4,to,2.7173184357541897,3.2334050279329607,-0.017526848220402513,accepted,pending,,,,,
11,5,have,3.2334050279329607,3.3299245810055864,-0.15953368361806497,accepted,pending,,,,,
11,6,made,3.3299245810055864,3.522963687150838,-8.729523354607711e-05,accepted,pending,,,,,
11,7,this,3.522963687150838,3.748175977653631,-9.774968996604608e-06,accepted,pending,,,,,
11,8,film,3.748175977653631,3.9412150837988826,-0.00013888906642497054,accepted,pending,,,,,
11,9,if,3.9412150837988826,4.391639664804469,-0.0018631363283247993,accepted,pending,,,,,
11,10,I,4.391639664804469,4.5203324022346365,-0.0028704219439532608,accepted,pending,,,,,
11,11,was,4.5203324022346365,4.649025139664804,-0.8031971240416169,accepted,pending,,,,,
11,12,a,4.649025139664804,4.745544692737431,-2.90175260649994,accepted,pending,,,,,
11,13,director,4.745544692737431,5.099449720670391,-0.0010711967542192725,accepted,pending,,,,,
12,0,Or,0.19263684538653367,0.49764518391521195,-3.4734236987787884e-05,accepted,pending,,,,,
12,1,"worse,",0.49764518391521195,0.9471311564837905,-0.034359267273103455,accepted,pending,,,,,
12,2,an,0.9471311564837905,1.0755557200748131,-0.00012166253702616814,accepted,pending,,,,,
12,3,individual,1.0755557200748131,1.573200903990025,-9.26146587128566e-05,accepted,pending,,,,,
12,4,previously,1.573200903990025,2.3276952150872816,-0.02572486232353431,accepted,pending,,,,,
12,5,had,2.3276952150872816,2.4882259195760597,-0.00037630897091863363,accepted,pending,,,,,
12,6,good,2.4882259195760597,2.8413934694513716,-0.0008895416779949982,accepted,pending,,,,,
12,7,"credit,",2.8413934694513716,3.066136455735661,-4.03040627823259e-05,accepted,pending,,,,,
12,8,but,3.3527369077306735,3.8848430486284293,-0.03999471660803982,accepted,pending,,,,,
12,9,usually,4.155390430174563,4.671443500623441,-0.00031004426522016233,accepted,pending,,,,,
12,10,by,4.671443500623441,5.1530356140897755,-0.000408683755525528,accepted,pending,,,,,
12,11,no,5.1530356140897755,5.377778600374064,-2.3976670228924896e-05,accepted,pending,,,,,
12,12,fault,5.377778600374064,5.602521586658354,-8.66777879510648e-05,accepted,pending,,,,,
12,13,of,5.602521586658354,5.827264572942644,-0.027391790206308997,accepted,pending,,,,,
12,14,their,5.827264572942644,5.955689136533666,-4.3032847996116175e-05,accepted,pending,,,,,
12,15,"own,",5.955689136533666,6.1483259819202,-0.00018442862346527514,accepted,pending,,,,,
12,16,or,6.3707141521197,6.8867672225685785,-7.972108937437383e-07,accepted,pending,,,,,
12,17,perhaps,6.8867672225685785,7.111510208852868,-0.002278848929523569,accepted,pending,,,,,
12,18,by,7.111510208852868,7.5931023223192025,-0.001423398387135677,accepted,pending,,,,,
12,19,fault,7.5931023223192025,7.817845308603491,-2.9889838856433926e-05,accepted,pending,,,,,
12,20,of,7.817845308603491,8.074694435785537,-0.0004498512912221031,accepted,pending,,,,,
12,21,their,8.074694435785537,8.203118999376558,-0.0004162023760585498,accepted,pending,,,,,
12,22,"own,",8.203118999376558,8.363649703865336,-5.1345065230634646e-05,accepted,pending,,,,,
12,23,they,8.363649703865336,8.684711112842892,-0.00017718365996586272,accepted,pending,,,,,
12,24,have,8.684711112842892,8.877347958229427,-3.4351117127092344e-05,accepted,pending,,,,,
12,25,let,8.877347958229427,9.102090944513716,-0.00012493337587837772,accepted,pending,,,,,
12,26,their,9.102090944513716,9.29472778990025,-7.695547548299449e-05,accepted,pending,,,,,
12,27,credit,9.29472778990025,9.487364635286783,-0.00010513121132168142,accepted,pending,,,,,
12,28,"sag,",9.487364635286783,10.17764666458853,-0.0003292740543061189,accepted,pending,,,,,
12,29,and,10.17764666458853,10.482655003117207,-0.020265537095105576,accepted,pending,,,,,
12,30,credit,10.608724750623441,11.12477782107232,-0.033863899500829575,accepted,pending,,,,,
12,31,scores,11.12477782107232,11.381626948254365,-0.8030215448634408,accepted,pending,,,,,
12,32,is,11.381626948254365,11.606369934538654,-0.5337700186646543,accepted,pending,,,,,
12,33,very,11.606369934538654,11.766900639027432,-0.0002809324359986931,accepted,pending,,,,,
12,34,low.,11.766900639027432,12.055855907107233,-0.0002812018559893659,accepted,pending,,,,,
13,0,For,0.016081944444444444,0.08040972222222223,-4.5562042031281935,accepted,pending,,,,,
13,1,"example,",0.08040972222222223,0.20906527777777778,-2.316589022181385e-05,accepted,pending,,,,,
13,2,I,0.30409722222222224,0.8201791666666667,-0.0006119932148548661,accepted,pending,,,,,
13,3,could,0.8201791666666667,0.9809986111111111,-3.412230796584481e-05,accepted,pending,,,,,
13,4,take,0.9809986111111111,1.1096541666666666,-0.0004016176653749426,accepted,pending,,,,,
13,5,a,1.1096541666666666,1.270473611111111,-0.0015065486066608476,accepted,pending,,,,,
13,6,set,1.270473611111111,1.3991291666666665,-0.811281978641091,accepted,pending,,,,,
13,7,of,1.3991291666666665,1.5599486111111112,-0.0037045561630293378,accepted,pending,,,,,
13,8,data,1.5599486111111112,1.9137513888888888,-0.534433777948872,accepted,pending,,,,,
13,9,and,2.2339305555555553,2.766094444444444,-3.9593979256752014e-05,accepted,pending,,,,,
13,10,from,2.7807166666666667,3.505863888888889,-0.00031855522508550393,accepted,pending,,,,,
13,11,that,3.505863888888889,3.9079125,-6.52993440177432e-05,accepted,pending,,,,,
13,12,"data,",3.9079125,4.261715277777778,-0.000477825714610121,accepted,pending,,,,,
13,13,I,4.261715277777778,4.6155180555555555,-0.0003385685657700709,accepted,pending,,,,,
13,14,can,4.6155180555555555,4.7763375,-1.3686267712459084,accepted,pending,,,,,
13,15,find,4.7763375,4.8728291666666665,-0.0006563036052587753,accepted,pending,,,,,
13,16,a,4.8728291666666665,5.001484722222222,-0.004220337963488419,accepted,pending,,,,,
13,17,relationship,5.001484722222222,5.516106944444444,-0.0007715555170828559,accepted,pending,,,,,
13,18,between,5.516106944444444,5.902073611111111,-0.0002484082138470474,accepted,pending,,,,,
13,19,any,5.902073611111111,6.288040277777778,-0.0001364699861549449,accepted,pending,,,,,
13,20,two,6.288040277777778,6.577515277777778,-0.0006646161942853723,accepted,pending,,,,,
13,21,of,6.577515277777778,6.738334722222222,-0.0017512782602959003,accepted,pending,,,,,
13,22,the,6.738334722222222,6.8991541666666665,-0.000208615299527537,accepted,pending,,,,,
13,23,given,6.8991541666666665,7.027809722222222,-0.0011979168793914141,accepted,pending,,,,,
13,24,factors,7.027809722222222,7.864070833333333,-0.45866099736583865,accepted,pending,,,,,
13,25,or,7.864070833333333,8.2500375,-0.6545700100274795,accepted,pending,,,,,
13,26,more.,8.2500375,8.475184722222222,-0.2057454042151221,accepted,pending,,,,,
14,0,He,0.20837441222570532,0.4648352272727273,-2.655238552051742e-05,accepted,pending,,,,,
