category,path,bytes
external_runtime,env/python/conda-meta/libopenvino-2024.3.0-h2da1b83_0.json,2339
external_runtime,env/python/conda-meta/libopenvino-auto-batch-plugin-2024.3.0-hb045406_0.json,1662
external_runtime,env/python/conda-meta/libopenvino-auto-plugin-2024.3.0-hb045406_0.json,1614
external_runtime,env/python/conda-meta/libopenvino-hetero-plugin-2024.3.0-h5c03a75_0.json,1639
external_runtime,env/python/conda-meta/libopenvino-intel-cpu-plugin-2024.3.0-h2da1b83_0.json,1690
external_runtime,env/python/conda-meta/libopenvino-intel-gpu-plugin-2024.3.0-h2da1b83_0.json,2077
external_runtime,env/python/conda-meta/libopenvino-intel-npu-plugin-2024.3.0-h2da1b83_0.json,1687
external_runtime,env/python/conda-meta/libopenvino-ir-frontend-2024.3.0-h5c03a75_0.json,1872
external_runtime,env/python/conda-meta/libopenvino-onnx-frontend-2024.3.0-h07e8aee_0.json,1903
external_runtime,env/python/conda-meta/libopenvino-paddle-frontend-2024.3.0-h07e8aee_0.json,1922
external_runtime,env/python/conda-meta/libopenvino-pytorch-frontend-2024.3.0-he02047a_0.json,1893
external_runtime,env/python/conda-meta/libopenvino-tensorflow-frontend-2024.3.0-h39126c6_0.json,2384
external_runtime,env/python/conda-meta/libopenvino-tensorflow-lite-frontend-2024.3.0-he02047a_0.json,1972
external_runtime,env/python/conda-meta/libopus-1.6.1-hebe6cf0_1.json,4520
external_runtime,env/python/conda-meta/libpciaccess-0.19-hb03c661_1.json,3173
external_runtime,env/python/conda-meta/libpng-1.6.58-h922cc85_1.json,7745
external_runtime,env/python/conda-meta/libprotobuf-4.25.3-hd5b35b9_1.json,100805
external_runtime,env/python/conda-meta/libsanitizer-15.3.0-h54950a5_5.json,5094
external_runtime,env/python/conda-meta/libsndfile-1.2.2-hc7d488a_2.json,16001
external_runtime,env/python/conda-meta/libsqlite-3.53.4-h0737f62_1.json,3202
external_runtime,env/python/conda-meta/libstdcxx-16.2.0-h934c35e_5.json,2321
external_runtime,env/python/conda-meta/libstdcxx-devel_linux-64-15.3.0-hb2c5482_105.json,376892
external_runtime,env/python/conda-meta/libstdcxx-ng-16.2.0-hdf11a46_5.json,1071
external_runtime,env/python/conda-meta/libtasn1-4.21.0-hb03c661_1.json,20322
external_runtime,env/python/conda-meta/libunistring-0.9.10-h7f98852_0.json,18553
external_runtime,env/python/conda-meta/libuuid-2.42.4-hcfc3c73_0.json,3116
external_runtime,env/python/conda-meta/libva-2.23.0-he1eb515_0.json,21751
external_runtime,env/python/conda-meta/libvorbis-1.3.7-h54a6638_2.json,8009
external_runtime,env/python/conda-meta/libvpx-1.14.1-hac33072_0.json,7362
external_runtime,env/python/conda-meta/libxcb-1.17.0-hb83e432_2.json,49446
external_runtime,env/python/conda-meta/libxcrypt-4.4.38-h280c20c_0.json,6538
external_runtime,env/python/conda-meta/libxml2-2.13.9-h04c0eec_0.json,23022
external_runtime,env/python/conda-meta/libzlib-1.3.2-h25fd6f3_3.json,1579
external_runtime,env/python/conda-meta/make-4.4.1-hb03c661_3.json,14244
external_runtime,env/python/conda-meta/mpg123-1.32.9-h8142553_0.json,9685
external_runtime,env/python/conda-meta/ncurses-6.6-hdb14827_1.json,984165
external_runtime,env/python/conda-meta/nettle-3.9.1-h7ab15ed_0.json,30132
external_runtime,env/python/conda-meta/ocl-icd-2.3.4-hb03c661_1.json,5194
external_runtime,env/python/conda-meta/opencl-headers-2025.06.13-hecca717_0.json,9090
external_runtime,env/python/conda-meta/openh264-2.4.1-h59595ed_0.json,4832
external_runtime,env/python/conda-meta/openssl-3.6.4-h781a0a9_0.json,56803
external_runtime,env/python/conda-meta/p11-kit-0.24.1-hc5aa10d_0.json,25063
external_runtime,env/python/conda-meta/packaging-26.3-pyhc364b38_0.json,19211
external_runtime,env/python/conda-meta/pcre2-10.46-h1321c63_0.json,88984
external_runtime,env/python/conda-meta/pip-24.0-pyhd8ed1ab_0.json,350882
external_runtime,env/python/conda-meta/pixman-0.46.4-h54a6638_3.json,3208
external_runtime,env/python/conda-meta/pkg-config-0.29.2-h1114479_1013.json,3424
external_runtime,env/python/conda-meta/pthread-stubs-0.4-h7cc23a3_1004.json,1735
external_runtime,env/python/conda-meta/pugixml-1.14-h59595ed_0.json,4643
external_runtime,env/python/conda-meta/python-3.10.14-hd12c33a_0_cpython.json,803514
external_runtime,env/python/conda-meta/readline-8.3-hd6e31c0_1.json,10526
external_runtime,env/python/conda-meta/snappy-1.2.2-h34e00bb_2.json,4660
external_runtime,env/python/conda-meta/svt-av1-2.1.2-hac33072_0.json,5328
external_runtime,env/python/conda-meta/sysroot_linux-64-2.34-h087de78_3.json,346847
external_runtime,env/python/conda-meta/tbb-2023.1.0-hfd44327_0.json,3412
external_runtime,env/python/conda-meta/tk-8.6.13-noxft_h1df4ec4_4.json,180324
external_runtime,env/python/conda-meta/tzdata-2026c-h151e31d_0.json,212277
external_runtime,env/python/conda-meta/wayland-1.24.0-h3e06ad9_0.json,14692
external_runtime,env/python/conda-meta/wayland-protocols-1.49-hd8ed1ab_0.json,52591
external_runtime,env/python/conda-meta/x264-1!164.3095-h7cc23a3_3.json,3216
external_runtime,env/python/conda-meta/x265-3.5-h73f68a7_4.json,3201
external_runtime,env/python/conda-meta/xorg-libice-1.1.2-h280c20c_0.json,4504
external_runtime,env/python/conda-meta/xorg-libsm-1.2.6-h0d788c3_1.json,3522
external_runtime,env/python/conda-meta/xorg-libx11-1.8.13-he1eb515_1.json,82356
external_runtime,env/python/conda-meta/xorg-libxau-1.0.12-h7cc23a3_2.json,2808
external_runtime,env/python/conda-meta/xorg-libxdmcp-1.1.5-h7cc23a3_2.json,2830
external_runtime,env/python/conda-meta/xorg-libxext-1.3.7-h7cc23a3_1.json,8142
external_runtime,env/python/conda-meta/xorg-libxfixes-6.0.2-h7cc23a3_1.json,2903
external_runtime,env/python/conda-meta/xorg-libxrender-0.9.12-hb03c661_1.json,2926
external_runtime,env/python/conda-meta/xz-5.8.3-ha02ee65_1.json,1171
external_runtime,env/python/conda-meta/xz-gpl-tools-5.8.3-ha02ee65_1.json,8659
external_runtime,env/python/conda-meta/xz-tools-5.8.3-hb03c661_1.json,6849
external_runtime,env/python/conda-meta/zlib-1.3.2-h25fd6f3_3.json,2844
