sample_id,sample_index,image_index,time_s,frame_path,sheet
-RfYyzHpjk4$_$2,25,69,2.700000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000025/frames/000069.png,identity_contact_02.jpg
-RfYyzHpjk4$_$2,25,117,4.633333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000025/frames/000117.png,identity_contact_02.jpg
-THoVjtIkeU$_$6,29,31,1.200000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/frames/000031.png,identity_contact_02.jpg
-THoVjtIkeU$_$6,29,101,4.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/frames/000101.png,identity_contact_02.jpg
-THoVjtIkeU$_$6,29,171,6.800000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000029/frames/000171.png,identity_contact_02.jpg
-UuX1xuaiiE$_$0,33,15,0.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/frames/000015.png,identity_contact_02.jpg
-UuX1xuaiiE$_$0,33,47,1.833333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/frames/000047.png,identity_contact_02.jpg
-UuX1xuaiiE$_$0,33,78,3.066667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000033/frames/000078.png,identity_contact_02.jpg
-UuX1xuaiiE$_$1,34,40,1.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/frames/000040.png,identity_contact_02.jpg
-UuX1xuaiiE$_$1,34,129,5.100000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/frames/000129.png,identity_contact_02.jpg
-UuX1xuaiiE$_$1,34,219,8.700000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000034/frames/000219.png,identity_contact_02.jpg
-UuX1xuaiiE$_$3,35,16,0.600000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/frames/000016.png,identity_contact_02.jpg
-UuX1xuaiiE$_$3,35,52,2.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/frames/000052.png,identity_contact_02.jpg
-UuX1xuaiiE$_$3,35,88,3.466667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000035/frames/000088.png,identity_contact_02.jpg
-UuX1xuaiiE$_$6,36,31,1.200000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/frames/000031.png,identity_contact_02.jpg
-UuX1xuaiiE$_$6,36,101,4.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/frames/000101.png,identity_contact_02.jpg
-UuX1xuaiiE$_$6,36,171,6.800000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000036/frames/000171.png,identity_contact_02.jpg
-dxfTGcXJoc$_$1,41,61,2.400000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000041/frames/000061.png,identity_contact_02.jpg
-dxfTGcXJoc$_$1,41,201,8.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000041/frames/000201.png,identity_contact_02.jpg
-dxfTGcXJoc$_$1,41,342,13.633333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000041/frames/000342.png,identity_contact_02.jpg
-dxfTGcXJoc$_$6,43,49,1.900000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000043/frames/000049.png,identity_contact_03.jpg
-dxfTGcXJoc$_$6,43,159,6.300000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000043/frames/000159.png,identity_contact_03.jpg
-dxfTGcXJoc$_$6,43,270,10.733333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000043/frames/000270.png,identity_contact_03.jpg
-hnBHBN8p5A$_$6,53,24,0.959289,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000053/frames/000024.png,identity_contact_03.jpg
-hnBHBN8p5A$_$6,53,77,3.169833,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000053/frames/000077.png,identity_contact_03.jpg
-hnBHBN8p5A$_$6,53,130,5.380378,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000053/frames/000130.png,identity_contact_03.jpg
-hnBHBN8p5A$_$7,54,27,1.084422,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000054/frames/000027.png,identity_contact_03.jpg
-hnBHBN8p5A$_$7,54,89,3.670333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000054/frames/000089.png,identity_contact_03.jpg
-hnBHBN8p5A$_$7,54,150,6.214544,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000054/frames/000150.png,identity_contact_03.jpg
-iRBcNs9oI8$_$9,59,14,0.500500,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/frames/000014.png,identity_contact_03.jpg
-iRBcNs9oI8$_$9,59,43,1.668333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/frames/000043.png,identity_contact_03.jpg
-iRBcNs9oI8$_$9,59,73,2.869533,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000059/frames/000073.png,identity_contact_03.jpg
-lzEya4AM_4$_$6,61,56,2.200000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/frames/000056.png,identity_contact_03.jpg
-lzEya4AM_4$_$6,61,185,7.333333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/frames/000185.png,identity_contact_03.jpg
-lzEya4AM_4$_$6,61,315,12.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000061/frames/000315.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$2,63,22,0.834167,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000063/frames/000022.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$2,63,72,2.836167,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000063/frames/000072.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$2,63,122,4.838167,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000063/frames/000122.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$9,66,27,1.034367,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000066/frames/000027.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$9,66,87,3.436767,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000066/frames/000087.png,identity_contact_03.jpg
-mJ2ud6oKI8$_$9,66,148,5.872533,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000066/frames/000148.png,identity_contact_03.jpg
-s9qJ7ATP7w$_$0,72,26,1.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/frames/000026.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$0,72,85,3.333333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/frames/000085.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$0,72,145,5.733333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000072/frames/000145.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$1,73,18,0.666667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000073/frames/000018.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$1,73,59,2.300000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000073/frames/000059.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$1,73,100,3.933333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000073/frames/000100.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$4,74,17,0.633333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000074/frames/000017.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$4,74,54,2.100000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000074/frames/000054.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$4,74,91,3.600000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000074/frames/000091.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$7,77,27,1.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000077/frames/000027.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$7,77,87,3.433333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000077/frames/000087.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$7,77,147,5.833333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000077/frames/000147.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$8,78,13,0.466667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000078/frames/000013.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$8,78,41,1.600000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000078/frames/000041.png,identity_contact_04.jpg
-s9qJ7ATP7w$_$8,78,69,2.700000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000078/frames/000069.png,identity_contact_04.jpg
-tANM6ETl_M$_$3,81,26,1.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000081/frames/000026.png,identity_contact_04.jpg
-tANM6ETl_M$_$3,81,84,3.300000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000081/frames/000084.png,identity_contact_04.jpg
-tANM6ETl_M$_$3,81,142,5.633333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000081/frames/000142.png,identity_contact_04.jpg
-wMB_hJL-3o$_$7,89,23,0.866667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000089/frames/000023.png,identity_contact_04.jpg
-wMB_hJL-3o$_$7,89,76,3.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000089/frames/000076.png,identity_contact_04.jpg
-wMB_hJL-3o$_$7,89,129,5.100000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000089/frames/000129.png,identity_contact_04.jpg
-wny0OAz3g8$_$0,90,13,0.466667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/frames/000013.png,identity_contact_05.jpg
-wny0OAz3g8$_$0,90,43,1.666667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/frames/000043.png,identity_contact_05.jpg
-wny0OAz3g8$_$0,90,72,2.833333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000090/frames/000072.png,identity_contact_05.jpg
-wny0OAz3g8$_$1,91,27,1.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/frames/000027.png,identity_contact_05.jpg
-wny0OAz3g8$_$1,91,86,3.400000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/frames/000086.png,identity_contact_05.jpg
-wny0OAz3g8$_$1,91,145,5.733333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000091/frames/000145.png,identity_contact_05.jpg
-wny0OAz3g8$_$2,92,26,1.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000092/frames/000026.png,identity_contact_05.jpg
-wny0OAz3g8$_$2,92,83,3.266667,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000092/frames/000083.png,identity_contact_05.jpg
-wny0OAz3g8$_$2,92,140,5.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000092/frames/000140.png,identity_contact_05.jpg
-wny0OAz3g8$_$3,93,24,0.900000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/frames/000024.png,identity_contact_05.jpg
-wny0OAz3g8$_$3,93,77,3.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/frames/000077.png,identity_contact_05.jpg
-wny0OAz3g8$_$3,93,131,5.200000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000093/frames/000131.png,identity_contact_05.jpg
-wny0OAz3g8$_$5,94,27,1.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/frames/000027.png,identity_contact_05.jpg
-wny0OAz3g8$_$5,94,86,3.400000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/frames/000086.png,identity_contact_05.jpg
-wny0OAz3g8$_$5,94,145,5.733333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000094/frames/000145.png,identity_contact_05.jpg
-wny0OAz3g8$_$7,95,31,1.200000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/frames/000031.png,identity_contact_05.jpg
-wny0OAz3g8$_$7,95,101,4.000000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/frames/000101.png,identity_contact_05.jpg
-wny0OAz3g8$_$7,95,170,6.733333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000095/frames/000170.png,identity_contact_05.jpg
-wny0OAz3g8$_$9,96,24,0.900000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000096/frames/000024.png,identity_contact_05.jpg
-wny0OAz3g8$_$9,96,77,3.033333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000096/frames/000077.png,identity_contact_05.jpg
-wny0OAz3g8$_$9,96,129,5.100000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000096/frames/000129.png,identity_contact_05.jpg
-yRb-Jum7EQ$_$1,97,110,4.333333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/frames/000110.png,identity_contact_06.jpg
-yRb-Jum7EQ$_$1,97,365,14.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/frames/000365.png,identity_contact_06.jpg
-yRb-Jum7EQ$_$1,97,621,24.800000,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000097/frames/000621.png,identity_contact_06.jpg
-yRb-Jum7EQ$_$5,98,50,1.933333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000098/frames/000050.png,identity_contact_06.jpg
-yRb-Jum7EQ$_$5,98,165,6.533333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000098/frames/000165.png,identity_contact_06.jpg
-yRb-Jum7EQ$_$5,98,280,11.133333,/home/jqy/shumo/q1_features/runs/q1_full_20260924/samples/000098/frames/000280.png,identity_contact_06.jpg
