sample_id,word_id,modality,observed,coverage,source_count,weight_sum
-571d8cVauQ$_$0,10,A,1,1.0,35,1.0
-571d8cVauQ$_$0,11,A,1,1.0,39,1.0000000000000002
-571d8cVauQ$_$5,0,A,1,1.0,16,1.0
-571d8cVauQ$_$5,1,A,1,1.0,23,1.0
-571d8cVauQ$_$5,2,A,1,1.0,36,1.0000000000000002
-571d8cVauQ$_$5,3,A,1,1.0,10,1.0
-571d8cVauQ$_$5,4,A,1,1.0,20,0.9999999999999999
-571d8cVauQ$_$5,5,A,1,1.0,16,1.0
-571d8cVauQ$_$5,6,A,1,1.0,18,0.9999999999999999
-571d8cVauQ$_$5,7,A,1,1.0,8,1.0
-571d8cVauQ$_$5,8,A,1,1.0,60,1.0
-571d8cVauQ$_$5,9,A,1,1.0,28,1.0
-571d8cVauQ$_$5,10,A,1,1.0,38,1.0
-571d8cVauQ$_$5,11,A,1,1.0,26,0.9999999999999999
-571d8cVauQ$_$5,12,A,1,1.0,12,1.0
-571d8cVauQ$_$5,13,A,1,1.0,12,0.9999999999999999
-571d8cVauQ$_$5,14,A,1,1.0,27,1.0
-571d8cVauQ$_$5,15,A,1,1.0,8,0.9999999999999999
-571d8cVauQ$_$5,16,A,1,1.0,12,1.0
-571d8cVauQ$_$5,17,A,1,1.0,28,1.0
-571d8cVauQ$_$5,18,A,1,1.0,22,0.9999999999999999
-571d8cVauQ$_$5,19,A,1,1.0,14,1.0
-571d8cVauQ$_$5,20,A,1,1.0,14,0.9999999999999999
-571d8cVauQ$_$5,21,A,1,1.0,20,1.0
-571d8cVauQ$_$5,22,A,1,1.0,25,0.9999999999999999
-571d8cVauQ$_$5,23,A,1,1.0,26,1.0
-571d8cVauQ$_$5,24,A,1,1.0,6,1.0
-571d8cVauQ$_$5,25,A,1,1.0,25,1.0
-571d8cVauQ$_$5,26,A,1,1.0,56,1.0
-571d8cVauQ$_$5,27,A,1,1.0,14,1.0
-571d8cVauQ$_$5,28,A,1,1.0,4,1.0
-571d8cVauQ$_$5,29,A,1,1.0,20,1.0
-571d8cVauQ$_$5,30,A,1,1.0,35,0.9999999999999999
-571d8cVauQ$_$5,31,A,1,1.0,10,1.0
-571d8cVauQ$_$5,32,A,1,1.0,22,1.0
-571d8cVauQ$_$5,33,A,1,1.0,12,0.9999999999999999
-571d8cVauQ$_$5,34,A,1,1.0,16,1.0
-571d8cVauQ$_$5,35,A,1,1.0,37,0.9999999999999999
-571d8cVauQ$_$5,36,A,1,1.0,20,1.0
-571d8cVauQ$_$5,37,A,1,1.0,20,1.0
-571d8cVauQ$_$5,38,A,1,1.0,10,1.0
-571d8cVauQ$_$5,39,A,1,1.0,6,1.0
-571d8cVauQ$_$5,40,A,1,1.0,26,1.0
-571d8cVauQ$_$5,41,A,1,1.0,52,0.9999999999999999
-571d8cVauQ$_$5,42,A,1,1.0,32,1.0
-6rXp3zJ3kc$_$8,0,A,1,1.0,22,1.0000000000000002
-6rXp3zJ3kc$_$8,1,A,1,1.0,28,0.9999999999999999
-6rXp3zJ3kc$_$8,2,A,1,1.0,10,1.0000000000000002
-6rXp3zJ3kc$_$8,3,A,1,1.0,30,1.0000000000000002
-6rXp3zJ3kc$_$8,4,A,1,1.0,28,1.0000000000000002
-6rXp3zJ3kc$_$8,5,A,1,1.0,14,0.9999999999999999
-6rXp3zJ3kc$_$8,6,A,1,1.0,20,1.0000000000000002
-6rXp3zJ3kc$_$8,7,A,1,1.0,12,1.0
-6rXp3zJ3kc$_$8,8,A,1,1.0,20,1.0
-6rXp3zJ3kc$_$8,9,A,1,1.0,8,1.0
-6rXp3zJ3kc$_$8,10,A,1,1.0,26,1.0
-6rXp3zJ3kc$_$8,11,A,1,1.0,18,0.9999999999999999
-6rXp3zJ3kc$_$8,12,A,1,1.0,10,1.0
-6rXp3zJ3kc$_$8,13,A,1,1.0,16,1.0
-6rXp3zJ3kc$_$8,14,A,1,1.0,48,1.0
-6rXp3zJ3kc$_$8,15,A,1,1.0,18,1.0
-6rXp3zJ3kc$_$8,16,A,1,1.0,32,1.0
-6rXp3zJ3kc$_$8,17,A,1,1.0,22,0.9999999999999999
-6rXp3zJ3kc$_$8,18,A,1,1.0,34,1.0
-6rXp3zJ3kc$_$8,19,A,1,1.0,5,1.0
-6rXp3zJ3kc$_$8,20,A,1,1.0,18,0.9999999999999999
-6rXp3zJ3kc$_$8,21,A,1,1.0,8,1.0
-6rXp3zJ3kc$_$8,22,A,1,1.0,38,1.0
-6rXp3zJ3kc$_$8,23,A,1,1.0,12,0.9999999999999999
-6rXp3zJ3kc$_$8,24,A,1,1.0,28,1.0
-6rXp3zJ3kc$_$8,25,A,1,1.0,12,1.0
-6rXp3zJ3kc$_$8,26,A,1,1.0,37,1.0
-6rXp3zJ3kc$_$8,27,A,1,1.0,28,1.0
-6rXp3zJ3kc$_$8,28,A,1,1.0,10,1.0
-6rXp3zJ3kc$_$8,29,A,1,1.0,32,1.0
-6rXp3zJ3kc$_$8,30,A,1,1.0,24,1.0000000000000002
-6rXp3zJ3kc$_$8,31,A,1,1.0,51,0.9999999999999999
-6rXp3zJ3kc$_$8,32,A,1,1.0,30,1.0
-6rXp3zJ3kc$_$8,33,A,1,1.0,40,1.0
-9y-fZ3swSY$_$0,0,A,1,1.0,14,1.0000000000000002
-9y-fZ3swSY$_$0,1,A,1,1.0,8,1.0
-9y-fZ3swSY$_$0,2,A,1,1.0,14,1.0000000000000002
-9y-fZ3swSY$_$0,3,A,1,1.0,26,1.0
-9y-fZ3swSY$_$0,4,A,1,1.0,86,1.0000000000000002
-9y-fZ3swSY$_$0,5,A,1,1.0,8,1.0
-9y-fZ3swSY$_$0,6,A,1,1.0,29,1.0000000000000002
-9y-fZ3swSY$_$0,7,A,1,1.0,33,1.0
-9y-fZ3swSY$_$0,8,A,1,1.0,32,1.0
-9y-fZ3swSY$_$0,9,A,1,1.0,37,1.0
-9y-fZ3swSY$_$0,10,A,1,1.0,12,0.9999999999999999
-9y-fZ3swSY$_$0,11,A,1,1.0,10,1.0
-9y-fZ3swSY$_$0,12,A,1,1.0,18,1.0
-9y-fZ3swSY$_$0,13,A,1,1.0,38,1.0
-9y-fZ3swSY$_$0,14,A,1,1.0,12,1.0
-9y-fZ3swSY$_$0,15,A,1,1.0,18,1.0
-9y-fZ3swSY$_$0,16,A,1,1.0,25,1.0
-9y-fZ3swSY$_$0,17,A,1,1.0,16,1.0
-9y-fZ3swSY$_$0,18,A,1,1.0,22,1.0
-9y-fZ3swSY$_$0,19,A,1,1.0,8,0.9999999999999999
-9y-fZ3swSY$_$0,20,A,1,1.0,17,0.9999999999999999
-9y-fZ3swSY$_$0,21,A,1,1.0,22,1.0
-9y-fZ3swSY$_$4,0,A,1,1.0,24,0.9999999999999999
-9y-fZ3swSY$_$4,1,A,1,1.0,21,1.0000000000000002
-9y-fZ3swSY$_$4,2,A,1,1.0,21,0.9999999999999999
-9y-fZ3swSY$_$4,3,A,1,1.0,10,1.0
-9y-fZ3swSY$_$4,4,A,1,1.0,36,0.9999999999999999
-9y-fZ3swSY$_$4,5,A,1,1.0,11,1.0000000000000002
-9y-fZ3swSY$_$4,6,A,1,1.0,9,1.0
-9y-fZ3swSY$_$4,7,A,1,1.0,12,1.0
-9y-fZ3swSY$_$4,8,A,1,1.0,24,1.0
-9y-fZ3swSY$_$8,0,A,1,1.0,22,1.0
-9y-fZ3swSY$_$8,1,A,1,1.0,6,1.0
-9y-fZ3swSY$_$8,2,A,1,1.0,22,0.9999999999999999
-9y-fZ3swSY$_$8,3,A,1,1.0,49,1.0
-9y-fZ3swSY$_$8,4,A,1,1.0,8,1.0
-9y-fZ3swSY$_$8,5,A,1,1.0,14,0.9999999999999997
-9y-fZ3swSY$_$8,6,A,1,1.0,52,1.0
-9y-fZ3swSY$_$8,7,A,1,1.0,18,1.0
-9y-fZ3swSY$_$8,8,A,1,1.0,12,1.0
-9y-fZ3swSY$_$8,9,A,1,1.0,32,1.0
-9y-fZ3swSY$_$8,10,A,1,1.0,3,1.0
-9y-fZ3swSY$_$8,11,A,1,1.0,28,1.0
-AUZQgSxyPQ$_$2,0,A,1,1.0,12,1.0
-AUZQgSxyPQ$_$2,1,A,1,1.0,36,1.0000000000000002
-AUZQgSxyPQ$_$2,2,A,1,1.0,28,1.0
-AUZQgSxyPQ$_$2,3,A,1,1.0,26,1.0
-AUZQgSxyPQ$_$2,4,A,1,1.0,12,1.0
-AUZQgSxyPQ$_$2,5,A,1,1.0,8,1.0
-AUZQgSxyPQ$_$2,6,A,1,1.0,74,1.0
-AUZQgSxyPQ$_$2,7,A,1,1.0,38,0.9999999999999999
-AUZQgSxyPQ$_$2,8,A,1,1.0,47,0.9999999999999999
-AUZQgSxyPQ$_$2,9,A,1,1.0,36,1.0
-AUZQgSxyPQ$_$2,10,A,1,1.0,18,1.0
-AUZQgSxyPQ$_$2,11,A,1,1.0,46,0.9999999999999998
-AUZQgSxyPQ$_$2,12,A,1,1.0,40,1.0
-AUZQgSxyPQ$_$2,13,A,1,1.0,46,0.9999999999999998
-AUZQgSxyPQ$_$2,14,A,1,1.0,10,1.0
-AUZQgSxyPQ$_$2,15,A,1,1.0,58,1.0
-AUZQgSxyPQ$_$2,16,A,1,1.0,70,0.9999999999999999
-AUZQgSxyPQ$_$2,17,A,1,1.0,46,0.9999999999999999
-AUZQgSxyPQ$_$2,18,A,1,1.0,58,1.0000000000000002
-AUZQgSxyPQ$_$2,19,A,1,1.0,8,1.0
-AUZQgSxyPQ$_$2,20,A,1,1.0,50,0.9999999999999999
-AUZQgSxyPQ$_$2,21,A,1,1.0,26,1.0
-AUZQgSxyPQ$_$2,22,A,1,1.0,22,0.9999999999999999
-AUZQgSxyPQ$_$2,23,A,1,1.0,14,1.0
-AUZQgSxyPQ$_$2,24,A,1,1.0,53,0.9999999999999999
-AUZQgSxyPQ$_$2,25,A,1,1.0,10,1.0
-AUZQgSxyPQ$_$2,26,A,1,1.0,40,1.0
-AUZQgSxyPQ$_$2,27,A,1,1.0,34,1.0
-AUZQgSxyPQ$_$2,28,A,1,1.0,127,1.0000000000000004
-AUZQgSxyPQ$_$2,29,A,1,1.0,42,1.0
-AUZQgSxyPQ$_$2,30,A,1,1.0,38,0.9999999999999999
-AUZQgSxyPQ$_$2,31,A,1,1.0,40,1.0
-AUZQgSxyPQ$_$2,32,A,1,1.0,22,0.9999999999999999
-AUZQgSxyPQ$_$2,33,A,1,1.0,32,1.0
-AUZQgSxyPQ$_$2,34,A,1,1.0,51,0.9999999999999999
-AUZQgSxyPQ$_$2,35,A,1,1.0,30,1.0
-AUZQgSxyPQ$_$2,36,A,1,1.0,34,0.9999999999999999
-AUZQgSxyPQ$_$2,37,A,1,1.0,26,0.9999999999999999
-AUZQgSxyPQ$_$2,38,A,1,1.0,42,1.0
-AUZQgSxyPQ$_$2,39,A,1,1.0,30,1.0000000000000002
-AUZQgSxyPQ$_$2,40,A,1,1.0,40,1.0
-HeZS2-Prhc$_$2,0,A,1,1.0,14,0.9999999999999999
-HeZS2-Prhc$_$2,1,A,1,1.0,30,1.0
-HeZS2-Prhc$_$2,2,A,1,1.0,34,1.0
-HeZS2-Prhc$_$2,3,A,1,1.0,36,1.0000000000000002
-HeZS2-Prhc$_$2,4,A,1,1.0,12,1.0
-HeZS2-Prhc$_$2,5,A,1,1.0,16,1.0
-HeZS2-Prhc$_$2,6,A,1,1.0,16,1.0
-HeZS2-Prhc$_$2,7,A,1,1.0,8,1.0
-HeZS2-Prhc$_$2,8,A,1,1.0,15,1.0
-HeZS2-Prhc$_$2,9,A,1,1.0,34,0.9999999999999999
-HeZS2-Prhc$_$2,10,A,1,1.0,50,1.0
-HeZS2-Prhc$_$2,11,A,1,1.0,12,1.0
-HeZS2-Prhc$_$2,12,A,1,1.0,38,1.0000000000000002
-HeZS2-Prhc$_$2,13,A,1,1.0,16,1.0
-HeZS2-Prhc$_$2,14,A,1,1.0,22,0.9999999999999998
-HeZS2-Prhc$_$2,15,A,1,1.0,38,1.0000000000000002
-HwX2H8Z4hY$_$2,0,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,1,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,2,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,3,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,4,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,5,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,6,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$2,7,A,0,0.0,0,0.0
-HwX2H8Z4hY$_$5,0,A,1,1.0,10,1.0
-HwX2H8Z4hY$_$5,1,A,1,1.0,51,1.0
-HwX2H8Z4hY$_$5,2,A,1,1.0,33,1.0
-HwX2H8Z4hY$_$5,3,A,1,1.0,45,0.9999999999999998
-HwX2H8Z4hY$_$5,4,A,1,1.0,41,0.9999999999999999
-HwX2H8Z4hY$_$5,5,A,1,1.0,12,0.9999999999999999
-HwX2H8Z4hY$_$5,6,A,1,1.0,66,0.9999999999999998
-HwX2H8Z4hY$_$5,7,A,1,1.0,75,1.0
-HwX2H8Z4hY$_$5,8,A,1,1.0,8,1.0
-HwX2H8Z4hY$_$5,9,A,1,1.0,57,0.9999999999999999
-HwX2H8Z4hY$_$6,0,A,1,1.0,10,1.0
-HwX2H8Z4hY$_$6,1,A,1,1.0,8,1.0
-HwX2H8Z4hY$_$6,2,A,1,1.0,39,1.0000000000000002
-HwX2H8Z4hY$_$6,3,A,1,1.0,14,1.0
-HwX2H8Z4hY$_$6,4,A,1,1.0,50,0.9999999999999999
-HwX2H8Z4hY$_$6,5,A,1,1.0,18,1.0
-HwX2H8Z4hY$_$6,6,A,1,1.0,22,1.0
-HwX2H8Z4hY$_$9,0,A,1,1.0,8,1.0
-HwX2H8Z4hY$_$9,1,A,1,1.0,8,1.0
-HwX2H8Z4hY$_$9,2,A,1,1.0,6,1.0
-HwX2H8Z4hY$_$9,3,A,1,1.0,32,1.0
-HwX2H8Z4hY$_$9,4,A,1,1.0,32,1.0
-HwX2H8Z4hY$_$9,5,A,1,1.0,10,0.9999999999999999
-HwX2H8Z4hY$_$9,6,A,1,1.0,62,0.9999999999999999
-HwX2H8Z4hY$_$9,7,A,1,1.0,24,1.0
-HwX2H8Z4hY$_$9,8,A,1,1.0,14,1.0
-HwX2H8Z4hY$_$9,9,A,1,1.0,10,0.9999999999999999
-HwX2H8Z4hY$_$9,10,A,1,1.0,31,1.0
-HwX2H8Z4hY$_$9,11,A,1,1.0,30,1.0
-HwX2H8Z4hY$_$9,12,A,1,1.0,33,1.0000000000000002
-HwX2H8Z4hY$_$9,13,A,1,1.0,14,1.0
-HwX2H8Z4hY$_$9,14,A,1,1.0,10,0.9999999999999999
-HwX2H8Z4hY$_$9,15,A,1,1.0,26,1.0
-HwX2H8Z4hY$_$9,16,A,1,1.0,20,1.0
-HwX2H8Z4hY$_$9,17,A,1,1.0,12,1.0
-HwX2H8Z4hY$_$9,18,A,1,1.0,8,0.9999999999999999
-HwX2H8Z4hY$_$9,19,A,1,1.0,32,1.0
-HwX2H8Z4hY$_$9,20,A,1,1.0,10,1.0
-HwX2H8Z4hY$_$9,21,A,1,1.0,26,1.0
-I_e4mIh0yE$_$1,0,A,1,1.0,8,1.0
-I_e4mIh0yE$_$1,1,A,1,1.0,8,1.0
-I_e4mIh0yE$_$1,2,A,1,1.0,31,1.0000000000000002
-I_e4mIh0yE$_$1,3,A,1,1.0,26,1.0
-I_e4mIh0yE$_$1,4,A,1,1.0,12,0.9999999999999999
-I_e4mIh0yE$_$1,5,A,1,1.0,27,1.0
-I_e4mIh0yE$_$1,6,A,1,1.0,37,1.0
-I_e4mIh0yE$_$1,7,A,1,1.0,47,1.0
-I_e4mIh0yE$_$1,8,A,1,1.0,14,0.9999999999999999
-I_e4mIh0yE$_$1,9,A,1,1.0,11,1.0
-I_e4mIh0yE$_$1,10,A,1,1.0,39,0.9999999999999998
-I_e4mIh0yE$_$1,11,A,1,1.0,12,1.0
-I_e4mIh0yE$_$1,12,A,1,1.0,25,1.0
-I_e4mIh0yE$_$1,13,A,1,1.0,43,0.9999999999999999
-I_e4mIh0yE$_$1,14,A,1,1.0,8,1.0
-I_e4mIh0yE$_$1,15,A,1,1.0,43,1.0
-I_e4mIh0yE$_$1,16,A,1,1.0,10,1.0
-I_e4mIh0yE$_$1,17,A,1,1.0,28,1.0
-I_e4mIh0yE$_$3,0,A,1,1.0,14,1.0
-I_e4mIh0yE$_$3,1,A,1,1.0,59,1.0
-I_e4mIh0yE$_$3,2,A,1,1.0,14,0.9999999999999998
-I_e4mIh0yE$_$3,3,A,1,1.0,19,0.9999999999999999
-I_e4mIh0yE$_$3,4,A,1,1.0,142,1.0
-I_e4mIh0yE$_$3,5,A,1,1.0,31,1.0000000000000002
-I_e4mIh0yE$_$3,6,A,1,1.0,32,1.0
-I_e4mIh0yE$_$3,7,A,1,1.0,51,1.0
-I_e4mIh0yE$_$3,8,A,1,1.0,16,1.0
-I_e4mIh0yE$_$3,9,A,1,1.0,8,1.0
-I_e4mIh0yE$_$3,10,A,1,1.0,23,0.9999999999999998
-I_e4mIh0yE$_$3,11,A,1,1.0,6,1.0
-I_e4mIh0yE$_$3,12,A,1,1.0,14,1.0
-I_e4mIh0yE$_$3,13,A,1,1.0,26,1.0
-I_e4mIh0yE$_$3,14,A,1,1.0,10,1.0
-I_e4mIh0yE$_$3,15,A,1,1.0,12,1.0
-I_e4mIh0yE$_$3,16,A,1,1.0,12,1.0000000000000002
-I_e4mIh0yE$_$3,17,A,1,1.0,22,0.9999999999999998
-I_e4mIh0yE$_$3,18,A,1,1.0,18,0.9999999999999999
-I_e4mIh0yE$_$3,19,A,1,1.0,10,1.0
-I_e4mIh0yE$_$3,20,A,1,1.0,36,0.9999999999999999
-I_e4mIh0yE$_$3,21,A,1,1.0,37,0.9999999999999999
-MeTTeMJBNc$_$0,0,A,1,1.0,30,1.0000000000000002
-MeTTeMJBNc$_$0,1,A,1,1.0,18,1.0
-MeTTeMJBNc$_$0,2,A,1,1.0,48,1.0
-MeTTeMJBNc$_$0,3,A,1,1.0,10,1.0
-MeTTeMJBNc$_$0,4,A,1,1.0,20,1.0
-MeTTeMJBNc$_$0,5,A,1,1.0,37,1.0
-MeTTeMJBNc$_$0,6,A,1,1.0,24,0.9999999999999999
-MeTTeMJBNc$_$0,7,A,1,1.0,24,1.0
-MeTTeMJBNc$_$0,8,A,1,1.0,32,1.0
-MeTTeMJBNc$_$0,9,A,1,1.0,19,0.9999999999999999
-MeTTeMJBNc$_$0,10,A,1,1.0,30,1.0
-MeTTeMJBNc$_$0,11,A,1,1.0,34,1.0
-MeTTeMJBNc$_$0,12,A,1,1.0,24,0.9999999999999999
-MeTTeMJBNc$_$0,13,A,1,1.0,36,0.9999999999999999
-MeTTeMJBNc$_$0,14,A,1,1.0,39,1.0000000000000002
-MeTTeMJBNc$_$0,15,A,1,1.0,10,1.0
-MeTTeMJBNc$_$0,16,A,1,1.0,10,1.0
-MeTTeMJBNc$_$0,17,A,1,1.0,81,1.0
-MeTTeMJBNc$_$0,18,A,1,1.0,10,1.0
-MeTTeMJBNc$_$0,19,A,1,1.0,12,1.0
-MeTTeMJBNc$_$0,20,A,1,1.0,47,0.9999999999999999
-MeTTeMJBNc$_$13,0,A,1,1.0,14,0.9999999999999999
-MeTTeMJBNc$_$13,1,A,1,1.0,35,1.0
-MeTTeMJBNc$_$13,2,A,1,1.0,25,1.0000000000000002
-MeTTeMJBNc$_$13,3,A,1,1.0,12,0.9999999999999999
-MeTTeMJBNc$_$13,4,A,1,1.0,16,1.0
-MeTTeMJBNc$_$13,5,A,1,1.0,4,1.0
-MeTTeMJBNc$_$13,6,A,1,1.0,41,1.0
-MeTTeMJBNc$_$13,7,A,1,1.0,61,0.9999999999999999
-MeTTeMJBNc$_$13,8,A,1,1.0,11,1.0000000000000002
-MeTTeMJBNc$_$13,9,A,1,1.0,14,1.0
-MeTTeMJBNc$_$13,10,A,1,1.0,14,1.0
-MeTTeMJBNc$_$13,11,A,1,1.0,41,1.0
-MeTTeMJBNc$_$13,12,A,1,1.0,12,1.0
-MeTTeMJBNc$_$13,13,A,1,1.0,39,0.9999999999999999
-MeTTeMJBNc$_$7,0,A,1,1.0,24,1.0
-MeTTeMJBNc$_$7,1,A,1,1.0,14,0.9999999999999998
-MeTTeMJBNc$_$7,2,A,1,1.0,21,1.0
-MeTTeMJBNc$_$7,3,A,1,1.0,34,1.0
-MeTTeMJBNc$_$7,4,A,1,1.0,6,1.0
-MeTTeMJBNc$_$7,5,A,1,1.0,41,0.9999999999999999
-MeTTeMJBNc$_$7,6,A,1,1.0,10,1.0
