sample_id,start,end,analysis_window_end,visible_identity_clusters,talknet_active_clusters,anchor_identity,propagated_identity,propagation_source_time,arcface_continuity,av_sync_flag,segment_status,selected_identity,quality_flag,sample_index
-HwX2H8Z4hY$_$2,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,13
-HwX2H8Z4hY$_$2,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,13
-HwX2H8Z4hY$_$2,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,13
-HwX2H8Z4hY$_$2,2.5,2.75,3.0,[0],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$2,2.75,3.0,3.25,[0],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$2,3.0,3.25,3.5,[1],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$2,3.25,3.5,3.75,[1],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$2,3.5,3.75,3.9666666666666655,[1],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$2,3.75,3.9666666666666655,3.9666666666666655,[1],[],,,,0,neutral,UNRESOLVED,,,13
-HwX2H8Z4hY$_$5,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,0.5,0.75,1.0,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,1.0,1.25,1.5,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,1.25,1.5,1.75,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,1.5,1.75,2.0,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,2.5,2.75,3.0,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,2.75,3.0,3.25,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,3.0,3.25,3.5,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,3.25,3.5,3.75,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,3.5,3.75,4.0,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,3.75,4.0,4.25,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,4.0,4.25,4.5,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,4.25,4.5,4.75,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,4.5,4.75,5.0,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,4.75,5.0,5.25,[],[],,,,0,neutral,MISSING,,,14
-HwX2H8Z4hY$_$5,5.0,5.25,5.5,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,5.25,5.5,5.633333333333333,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$5,5.5,5.633333333333333,5.633333333333333,[0],[],,,,0,neutral,UNRESOLVED,,,14
-HwX2H8Z4hY$_$6,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,0.5,0.75,1.0,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,1.0,1.25,1.5,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,1.25,1.5,1.75,[0],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,1.5,1.75,2.0,[],[],,,,0,neutral,MISSING,,,15
-HwX2H8Z4hY$_$6,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,15
-HwX2H8Z4hY$_$6,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,15
-HwX2H8Z4hY$_$6,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,15
-HwX2H8Z4hY$_$6,2.5,2.75,3.0,[],[],,,,0,neutral,MISSING,,,15
-HwX2H8Z4hY$_$6,2.75,3.0,3.25,[1],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,3.0,3.25,3.333333333333333,[1],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$6,3.25,3.333333333333333,3.333333333333333,[1],[],,,,0,neutral,UNRESOLVED,,,15
-HwX2H8Z4hY$_$9,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,,16
-HwX2H8Z4hY$_$9,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,,16
-HwX2H8Z4hY$_$9,0.5,0.75,1.0,[0],[],,,,0,neutral,UNRESOLVED,,,16
-HwX2H8Z4hY$_$9,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,,16
-HwX2H8Z4hY$_$9,1.0,1.25,1.5,[0],[0],,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,1.25,1.5,1.75,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,1.5,1.75,2.0,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,2.5,2.75,3.0,[],[],,,,0,neutral,MISSING,,,16
-HwX2H8Z4hY$_$9,2.75,3.0,3.25,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,3.0,3.25,3.5,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,3.25,3.5,3.75,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,3.5,3.75,4.0,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,3.75,4.0,4.25,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,4.0,4.25,4.5,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,4.25,4.5,4.75,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,4.5,4.75,5.0,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,4.75,5.0,5.25,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,5.0,5.25,5.5,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,5.25,5.5,5.75,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,5.5,5.75,6.0,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,5.75,6.0,6.25,[0],[],0.0,0.0,6.0,1,neutral,VERIFIED_CONTINUITY,0.0,,16
-HwX2H8Z4hY$_$9,6.0,6.25,6.5,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,6.25,6.5,6.75,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,6.5,6.75,7.0,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,6.75,7.0,7.25,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,7.0,7.25,7.5,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,7.25,7.5,7.733333333333333,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-HwX2H8Z4hY$_$9,7.5,7.733333333333333,7.733333333333333,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,16
-MeTTeMJBNc$_$0,0.0,0.25,0.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,0.25,0.5,0.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,0.5,0.75,1.0,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,0.75,1.0,1.25,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,1.0,1.25,1.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,1.25,1.5,1.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,1.5,1.75,2.0,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,1.75,2.0,2.25,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,2.0,2.25,2.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,2.25,2.5,2.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,2.5,2.75,3.0,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,2.75,3.0,3.25,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,3.0,3.25,3.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,3.25,3.5,3.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,3.5,3.75,4.0,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,3.75,4.0,4.25,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,4.0,4.25,4.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,4.25,4.5,4.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,4.5,4.75,5.0,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,4.75,5.0,5.25,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,5.0,5.25,5.5,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,5.25,5.5,5.75,[0],[],0.0,0.0,5.5,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,5.5,5.75,6.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,5.75,6.0,6.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,6.0,6.25,6.5,[0],[],0.0,0.0,5.75,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,6.25,6.5,6.75,[0],[],0.0,0.0,5.75,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,6.5,6.75,7.0,[0],[],0.0,0.0,6.75,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,6.75,7.0,7.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,7.0,7.25,7.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,7.25,7.5,7.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,7.5,7.75,8.0,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,7.75,8.0,8.25,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,8.0,8.25,8.5,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,8.25,8.5,8.75,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,8.5,8.75,9.0,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,8.75,9.0,9.25,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,9.0,9.25,9.333333333333334,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$0,9.25,9.333333333333334,9.333333333333334,[0],[],0.0,0.0,7.25,1,conflict,VERIFIED_CONTINUITY,0.0,talknet_or_continuity_av_sync_conflict,19
-MeTTeMJBNc$_$7,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,0.5,0.75,1.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,1.0,1.25,1.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,1.25,1.5,1.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,1.5,1.75,2.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,1.75,2.0,2.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,2.0,2.25,2.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,2.25,2.5,2.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,2.5,2.75,3.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,2.75,3.0,3.25,"[0,1]",[],,,,0,neutral,AMBIGUOUS,,,21
-MeTTeMJBNc$_$7,3.0,3.25,3.5,"[0,1]",[],,,,0,neutral,AMBIGUOUS,,,21
-MeTTeMJBNc$_$7,3.25,3.5,3.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,3.5,3.75,4.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,3.75,4.0,4.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,4.0,4.25,4.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,4.25,4.5,4.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,4.5,4.75,5.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,4.75,5.0,5.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,5.0,5.25,5.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,5.25,5.5,5.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,5.5,5.75,6.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,5.75,6.0,6.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,6.0,6.25,6.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,6.25,6.5,6.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,6.5,6.75,7.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,6.75,7.0,7.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,7.0,7.25,7.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,7.25,7.5,7.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,7.5,7.75,8.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,7.75,8.0,8.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,8.0,8.25,8.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,8.25,8.5,8.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,8.5,8.75,9.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,8.75,9.0,9.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,9.0,9.25,9.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,9.25,9.5,9.75,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,9.5,9.75,10.0,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,9.75,10.0,10.25,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,10.0,10.25,10.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-MeTTeMJBNc$_$7,10.25,10.5,10.5,[0],[],,,,0,neutral,UNRESOLVED,,,21
-NFrJFQijFE$_$1,0.0,0.25,0.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,0.25,0.5,0.75,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,0.5,0.75,1.0,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,0.75,1.0,1.25,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,1.0,1.25,1.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,1.25,1.5,1.75,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,1.5,1.75,2.0,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,2.5,2.75,3.0,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,2.75,3.0,3.25,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,3.0,3.25,3.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,3.25,3.5,3.75,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,3.5,3.75,4.0,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,3.75,4.0,4.25,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,4.0,4.25,4.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,4.25,4.5,4.75,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,4.5,4.75,5.0,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,4.75,5.0,5.25,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,5.0,5.25,5.5,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,5.25,5.5,5.720000000000001,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$1,5.5,5.720000000000001,5.720000000000001,[],[],,,,0,neutral,MISSING,,,22
-NFrJFQijFE$_$2,0.0,0.25,0.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,0.25,0.5,0.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,0.5,0.75,1.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,0.75,1.0,1.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,1.0,1.25,1.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,1.25,1.5,1.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,1.5,1.75,2.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,1.75,2.0,2.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,2.0,2.25,2.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,2.25,2.5,2.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,2.5,2.75,3.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,2.75,3.0,3.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,3.0,3.25,3.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,3.25,3.5,3.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,3.5,3.75,4.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,3.75,4.0,4.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,4.0,4.25,4.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,4.25,4.5,4.75,[],[],,,,0,neutral,MISSING,,,23
