sample_id,video_id,face_id,episode_id,episode_frame_index,source_image_index,start,end,class1_logit,is_speaking
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,33,35,1.32,1.36,1.1569045782089233,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,34,35,1.36,1.4,1.2514086961746216,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,35,36,1.4,1.44,1.4988120794296265,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,36,37,1.44,1.48,1.6072129011154175,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,37,39,1.48,1.52,1.4715341329574585,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,38,40,1.52,1.56,1.271871566772461,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,39,40,1.56,1.6,1.1371005773544312,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,40,41,1.6,1.64,0.9118857383728027,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,41,42,1.64,1.68,0.8143844604492188,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,42,43,1.68,1.72,0.6142063140869141,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,43,45,1.72,1.76,1.0061959028244019,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,44,45,1.76,1.8,0.9162911772727966,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,45,46,1.8,1.84,0.609308660030365,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,46,47,1.84,1.88,0.828347384929657,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,47,48,1.88,1.92,0.7895973324775696,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,48,50,1.92,1.96,0.7919378876686096,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,49,50,1.96,2.0,0.6677984595298767,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,50,51,2.0,2.04,1.0025205612182617,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,51,52,2.04,2.08,0.7730271220207214,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,52,54,2.08,2.12,0.6553761959075928,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,53,55,2.12,2.16,0.33243289589881897,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,54,55,2.16,2.2,0.7655174732208252,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,55,56,2.2,2.24,1.2645522356033325,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,56,57,2.24,2.28,1.5860568284988403,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,57,58,2.28,2.32,1.4617738723754883,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,58,60,2.32,2.36,1.3722985982894897,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,59,60,2.36,2.4,1.0861430168151855,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,60,61,2.4,2.44,1.0880404710769653,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,61,62,2.44,2.48,1.0249637365341187,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,62,63,2.48,2.52,0.8796612620353699,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,63,65,2.52,2.56,0.8410547375679016,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,64,65,2.56,2.6,0.9425765872001648,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,65,66,2.6,2.64,0.8900885581970215,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,66,67,2.64,2.68,0.8680527806282043,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,67,69,2.68,2.72,0.6879971027374268,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,68,70,2.72,2.76,0.5004825592041016,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,69,70,2.76,2.8,0.9333207011222839,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,70,71,2.8,2.84,0.7772471904754639,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,71,72,2.84,2.88,0.5641966462135315,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,72,73,2.88,2.92,0.6658465266227722,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,73,75,2.92,2.96,0.43404826521873474,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,74,75,2.96,3.0,0.3962157964706421,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,75,76,3.0,3.04,0.6077158451080322,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,76,77,3.04,3.08,0.8645831942558289,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,77,79,3.08,3.12,0.8870245814323425,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,78,80,3.12,3.16,1.0018268823623657,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,79,80,3.16,3.2,1.3586395978927612,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,80,81,3.2,3.24,1.6326712369918823,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,81,82,3.24,3.28,1.510989785194397,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,82,83,3.28,3.32,1.452535629272461,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,83,85,3.32,3.36,1.488253116607666,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,84,85,3.36,3.4,1.3076735734939575,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,85,86,3.4,3.44,1.1667323112487793,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,86,87,3.44,3.48,1.1851133108139038,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,87,88,3.48,3.52,1.3449434041976929,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,88,90,3.52,3.56,1.343100666999817,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,89,90,3.56,3.6,1.4717239141464233,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,90,91,3.6,3.64,1.5989350080490112,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,91,92,3.64,3.68,1.3865000009536743,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,92,94,3.68,3.72,1.1528562307357788,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,93,95,3.72,3.76,1.2989426851272583,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,94,95,3.76,3.8,1.3885821104049683,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,95,96,3.8,3.84,1.730450987815857,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,96,97,3.84,3.88,1.5925906896591187,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,97,98,3.88,3.92,1.58086359500885,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,98,100,3.92,3.96,1.3716312646865845,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,99,100,3.96,4.0,1.432620882987976,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,100,101,4.0,4.04,1.2334576845169067,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,101,102,4.04,4.08,1.119084358215332,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,102,103,4.08,4.12,0.5409929156303406,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,103,105,4.12,4.16,0.5659184455871582,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,104,105,4.16,4.2,0.628737211227417,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,105,106,4.2,4.24,0.7167055010795593,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,106,107,4.24,4.28,0.9010398387908936,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,107,108,4.28,4.32,0.9951910376548767,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,108,110,4.32,4.36,1.2011981010437012,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,109,110,4.36,4.4,1.1237449645996094,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,110,111,4.4,4.44,0.9803393483161926,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,111,112,4.44,4.48,0.7943608164787292,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,112,113,4.48,4.52,0.5560094714164734,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,113,115,4.52,4.56,0.32896843552589417,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,114,115,4.56,4.6,0.10944826155900955,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,115,116,4.6,4.64,0.16702914237976074,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,116,117,4.64,4.68,0.4446395933628082,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,117,118,4.68,4.72,0.17281478643417358,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,118,120,4.72,4.76,0.2676992118358612,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,119,120,4.76,4.8,0.1287110447883606,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,120,121,4.8,4.84,0.12910737097263336,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,121,122,4.84,4.88,0.20382916927337646,1
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,122,124,4.88,4.92,-0.13893115520477295,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,123,125,4.92,4.96,-0.36051949858665466,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,124,125,4.96,5.0,-0.42443394660949707,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,125,126,5.0,5.04,-0.6954295039176941,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,126,127,5.04,5.08,-0.5899184942245483,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,127,128,5.08,5.12,-0.735529363155365,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,128,130,5.12,5.16,-0.8500842452049255,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,129,130,5.16,5.2,-0.7004645466804504,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,130,131,5.2,5.24,-0.6900895237922668,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,131,132,5.24,5.28,-1.0428773164749146,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,132,133,5.28,5.32,-1.0002670288085938,0
-3g5yACwYnA$_$13,-3g5yACwYnA,0,0,133,135,5.32,5.36,-0.7701322436332703,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,0,1,0.0,0.04,1.5161148309707642,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,1,2,0.04,0.08,1.3441249132156372,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,2,4,0.08,0.12,1.0201225280761719,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,3,5,0.12,0.16,0.8829123973846436,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,4,5,0.16,0.2,0.5354945063591003,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,5,6,0.2,0.24,0.6534348130226135,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,6,7,0.24,0.28,0.48723864555358887,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,7,9,0.28,0.32,0.46495506167411804,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,8,10,0.32,0.36,0.33754923939704895,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,9,10,0.36,0.4,0.3245113492012024,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,10,11,0.4,0.44,0.2474634051322937,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,11,12,0.44,0.48,0.029300758615136147,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,12,14,0.48,0.52,-0.10996973514556885,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,13,15,0.52,0.56,-0.30049243569374084,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,14,15,0.56,0.6,-0.6653206944465637,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,15,16,0.6,0.64,-0.8272466063499451,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,16,17,0.64,0.68,-0.9012090563774109,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,17,19,0.68,0.72,-0.7857998013496399,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,18,20,0.72,0.76,-0.5585038661956787,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,19,20,0.76,0.8,-0.4884010851383209,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,20,21,0.8,0.84,-0.26559218764305115,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,21,22,0.84,0.88,-0.3998112678527832,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,22,24,0.88,0.92,-0.5745607614517212,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,23,25,0.92,0.96,-0.5732496380805969,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,24,25,0.96,1.0,-0.6598787307739258,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,25,26,1.0,1.04,-0.7857301831245422,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,26,27,1.04,1.08,-0.8945891857147217,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,27,29,1.08,1.12,-0.7000719904899597,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,28,30,1.12,1.16,-0.9007487297058105,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,29,30,1.16,1.2,-0.7358633875846863,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,30,31,1.2,1.24,-0.8064149022102356,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,31,32,1.24,1.28,-0.4965362846851349,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,32,34,1.28,1.32,-0.5589462518692017,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,33,35,1.32,1.36,-0.3201163113117218,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,34,35,1.36,1.4,-0.0628264918923378,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,35,36,1.4,1.44,0.16461829841136932,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,36,37,1.44,1.48,0.3284412622451782,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,37,39,1.48,1.52,0.13416408002376556,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,38,40,1.52,1.56,0.0881580337882042,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,39,40,1.56,1.6,0.2549724280834198,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,40,41,1.6,1.64,0.20456431806087494,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,41,42,1.64,1.68,-0.005507908761501312,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,42,43,1.68,1.72,-0.18016916513442993,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,43,45,1.72,1.76,-0.418623685836792,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,44,45,1.76,1.8,-0.5345860123634338,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,45,46,1.8,1.84,-0.822749137878418,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,46,47,1.84,1.88,-0.7547318935394287,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,47,48,1.88,1.92,-0.6272322535514832,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,48,50,1.92,1.96,0.04574628546833992,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,49,50,1.96,2.0,0.35544347763061523,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,50,51,2.0,2.04,1.4396027326583862,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,51,52,2.04,2.08,1.650084137916565,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,52,54,2.08,2.12,1.653103232383728,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,53,55,2.12,2.16,1.6584340333938599,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,54,55,2.16,2.2,1.3853780031204224,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,55,56,2.2,2.24,1.3955078125,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,56,57,2.24,2.28,1.5769551992416382,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,57,58,2.28,2.32,1.7405353784561157,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,58,60,2.32,2.36,1.9497979879379272,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,59,60,2.36,2.4,1.5879768133163452,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,60,61,2.4,2.44,1.1780329942703247,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,61,62,2.44,2.48,0.736510694026947,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,62,63,2.48,2.52,0.5376819968223572,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,63,65,2.52,2.56,0.567664623260498,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,64,65,2.56,2.6,0.33932602405548096,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,65,66,2.6,2.64,0.5964048504829407,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,66,67,2.64,2.68,0.8875219225883484,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,67,69,2.68,2.72,0.6664562821388245,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,68,70,2.72,2.76,0.715639591217041,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,69,70,2.76,2.8,0.5988069176673889,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,70,71,2.8,2.84,0.3937346637248993,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,71,72,2.84,2.88,0.2976597249507904,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,72,73,2.88,2.92,0.29754889011383057,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,73,75,2.92,2.96,0.24943508207798004,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,74,75,2.96,3.0,0.48814281821250916,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,75,76,3.0,3.04,0.612881600856781,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,76,77,3.04,3.08,0.7249729037284851,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,77,79,3.08,3.12,1.0424715280532837,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,78,80,3.12,3.16,1.6349263191223145,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,79,80,3.16,3.2,1.3670848608016968,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,80,81,3.2,3.24,1.0336869955062866,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,81,82,3.24,3.28,1.12803316116333,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,82,83,3.28,3.32,1.1194113492965698,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,83,85,3.32,3.36,1.1204568147659302,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,84,85,3.36,3.4,1.4167174100875854,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,85,86,3.4,3.44,1.6701034307479858,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,86,87,3.44,3.48,1.780490756034851,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,87,88,3.48,3.52,1.582594871520996,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,88,90,3.52,3.56,1.3556681871414185,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,89,90,3.56,3.6,1.5447001457214355,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,90,91,3.6,3.64,1.5041985511779785,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,91,92,3.64,3.68,1.570533275604248,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,92,94,3.68,3.72,1.4267406463623047,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,93,95,3.72,3.76,1.1626442670822144,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,94,95,3.76,3.8,0.9747933745384216,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,95,96,3.8,3.84,0.9905925393104553,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,96,97,3.84,3.88,0.4670259654521942,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,97,98,3.88,3.92,0.3312215507030487,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,98,100,3.92,3.96,-0.013998624868690968,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,99,100,3.96,4.0,0.2514578700065613,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,100,101,4.0,4.04,-0.2546568810939789,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,101,102,4.04,4.08,-0.20674081146717072,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,102,103,4.08,4.12,0.16897213459014893,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,103,105,4.12,4.16,0.16092313826084137,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,104,105,4.16,4.2,-0.04703497886657715,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,105,106,4.2,4.24,0.18384666740894318,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,106,107,4.24,4.28,0.5360949039459229,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,107,108,4.28,4.32,0.5597559809684753,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,108,110,4.32,4.36,0.239659383893013,1
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,109,110,4.36,4.4,-0.2940237820148468,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,110,111,4.4,4.44,-0.30590519309043884,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,111,112,4.44,4.48,-0.541215181350708,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,112,113,4.48,4.52,-0.6096459031105042,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,113,115,4.52,4.56,-0.44405826926231384,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,114,115,4.56,4.6,-0.26251983642578125,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,115,116,4.6,4.64,-0.6812489628791809,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,116,117,4.64,4.68,-0.9838202595710754,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,117,118,4.68,4.72,-1.363127589225769,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,118,120,4.72,4.76,-1.071895956993103,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,119,120,4.76,4.8,-0.6733426451683044,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,120,121,4.8,4.84,-0.622992217540741,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,121,122,4.84,4.88,-0.8111903667449951,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,122,124,4.88,4.92,-0.835622251033783,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,123,125,4.92,4.96,-0.8472817540168762,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,124,125,4.96,5.0,-0.8168428540229797,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,125,126,5.0,5.04,-1.2346596717834473,0
-3g5yACwYnA$_$2,-3g5yACwYnA,0,0,126,127,5.04,5.08,-1.3263163566589355,0
