sample_id,video_id,status,normalized_official_text,normalized_whisperx_transcript,whisperx_word_timestamps_json,whisperx_wer,whisperx_cer,word_overlap_count,word_overlap_precision,word_overlap_recall,word_overlap_f1,word_overlap_jaccard,ctc_diagnostic_wer,ctc_accepted_word_fraction,common_timed_word_count,common_timed_word_coverage,median_start_difference_s,p90_start_difference_s,median_end_difference_s,p90_end_difference_s,median_midpoint_difference_s,p90_midpoint_difference_s,coverage
-9y-fZ3swSY$_$8,-9y-fZ3swSY,ok,THAT S A MORE DECENT AND MORE POLITE WAY TO CALL A LADY,THAT'S A MORE DECENT AND MORE POLITE WAY TO CALL A LADY,"[{""word"":""that's"",""start"":0.266,""end"":0.467,""score"":0.896},{""word"":""a"",""start"":0.547,""end"":0.607,""score"":0.751},{""word"":""more"",""start"":0.968,""end"":1.168,""score"":0.84},{""word"":""decent"",""start"":1.369,""end"":1.83,""score"":0.951},{""word"":""and"",""start"":2.09,""end"":2.171,""score"":0.999},{""word"":""more"",""start"":2.211,""end"":2.331,""score"":0.902},{""word"":""polite"",""start"":2.371,""end"":2.852,""score"":0.94},{""word"":""way"",""start"":2.912,""end"":3.073,""score"":1.0},{""word"":""to"",""start"":3.173,""end"":3.273,""score"":0.999},{""word"":""call"",""start"":3.333,""end"":3.634,""score"":0.847},{""word"":""a"",""start"":3.654,""end"":3.674,""score"":0.002},{""word"":""lady."",""start"":4.095,""end"":4.376,""score"":0.999}]",0.15384615384615385,0.023255813953488372,11,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.7857142857142857,0.08333333333333333,1.0,11,0.9166666666666666,0.2332549019607848,0.4377352941176471,0.21995098039215688,0.2785000000000002,0.21834313725490162,0.33081372549019616,1.0
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,ok,THE PERFECT SOUL MATE TO THE CLARISONIC SPOT THERAPY BRUSH THIS GENTLE PH BALANCED AND HYDRATING EXFOLIANT CONTAINING JOJOBA AND ACAI FRUIT OILS AND BAMBOO AND PRICKLY BEAR EXTRACTS DELIVER INTENSE HEALING WHILE SMOOTH GRANULES BUFF AWAY DEAD DRY SKIN CELLS,THE PERFECT SOUL MATE TO THE CLARISONIC SPOT THERAPY BRUSH THIS GENTLE PH BALANCED AND HYDRATING EXFOLIANT CONTAINS JOJOBA AND ACAI FRUIT OILS WITH BAMBOO AND PRICKLY BEAR EXTRACTS THESE DELIVER INTENSE HEALING WHILE SMOOTH GRANULES BUFF AWAY DEAD DRY SKIN CELLS,"[{""word"":""the"",""start"":0.502,""end"":0.602,""score"":0.351},{""word"":""perfect"",""start"":0.642,""end"":0.982,""score"":0.956},{""word"":""soul"",""start"":1.022,""end"":1.282,""score"":0.849},{""word"":""mate"",""start"":1.322,""end"":1.543,""score"":0.805},{""word"":""to"",""start"":1.603,""end"":1.703,""score"":0.867},{""word"":""the"",""start"":1.723,""end"":1.783,""score"":0.957},{""word"":""Clarisonic"",""start"":1.823,""end"":2.563,""score"":0.862},{""word"":""Spot"",""start"":3.063,""end"":3.444,""score"":0.953},{""word"":""Therapy"",""start"":3.544,""end"":3.984,""score"":0.781},{""word"":""Brush."",""start"":4.024,""end"":4.364,""score"":0.956},{""word"":""This"",""start"":4.924,""end"":5.105,""score"":0.798},{""word"":""gentle"",""start"":5.165,""end"":5.605,""score"":0.954},{""word"":""pH"",""start"":5.765,""end"":6.125,""score"":0.682},{""word"":""balanced"",""start"":6.165,""end"":6.605,""score"":0.899},{""word"":""and"",""start"":6.746,""end"":6.826,""score"":0.887},{""word"":""hydrating"",""start"":6.926,""end"":7.486,""score"":0.969},{""word"":""exfoliant"",""start"":7.626,""end"":8.306,""score"":0.831},{""word"":""contains"",""start"":8.747,""end"":9.187,""score"":0.924},{""word"":""jojoba"",""start"":9.347,""end"":9.907,""score"":0.879},{""word"":""and"",""start"":10.308,""end"":10.388,""score"":0.685},{""word"":""acai"",""start"":10.448,""end"":10.908,""score"":0.878},{""word"":""fruit"",""start"":11.128,""end"":11.368,""score"":0.775},{""word"":""oils"",""start"":11.488,""end"":11.688,""score"":0.871},{""word"":""with"",""start"":12.369,""end"":12.589,""score"":0.873},{""word"":""bamboo"",""start"":12.689,""end"":13.189,""score"":0.969},{""word"":""and"",""start"":13.569,""end"":13.649,""score"":0.921},{""word"":""prickly"",""start"":13.709,""end"":14.09,""score"":0.943},{""word"":""bear"",""start"":14.13,""end"":14.45,""score"":0.688},{""word"":""extracts."",""start"":14.63,""end"":15.13,""score"":0.903},{""word"":""These"",""start"":15.691,""end"":15.871,""score"":0.972},{""word"":""deliver"",""start"":15.931,""end"":16.331,""score"":0.93},{""word"":""intense"",""start"":16.511,""end"":16.871,""score"":1.0},{""word"":""healing"",""start"":16.971,""end"":17.351,""score"":0.942},{""word"":""while"",""start"":17.832,""end"":18.052,""score"":0.854},{""word"":""smooth"",""start"":18.112,""end"":18.412,""score"":0.813},{""word"":""granules"",""start"":18.452,""end"":18.932,""score"":0.861},{""word"":""buff"",""start"":19.052,""end"":19.313,""score"":0.991},{""word"":""away"",""start"":19.353,""end"":19.673,""score"":0.917},{""word"":""dead"",""start"":20.133,""end"":20.373,""score"":0.976},{""word"":""dry"",""start"":20.693,""end"":21.074,""score"":0.862},{""word"":""skin"",""start"":21.194,""end"":21.474,""score"":0.985},{""word"":""cells."",""start"":21.494,""end"":21.814,""score"":0.661}]",0.07317073170731707,0.055299539170506916,39,0.9285714285714286,0.9512195121951219,0.9397590361445782,0.8863636363636364,0.43902439024390244,1.0,39,0.9512195121951219,0.3234513143776816,0.4972980686695273,0.1549373658798281,0.34183736587982866,0.23506343884120273,0.37047406115879733,1.0
-HeZS2-Prhc$_$2,-HeZS2-Prhc,ok,THE AUGUST JOBS REPORT IS OUT AND IT WAS SEEN OVERALL AS SOLID BUT NOT GREAT,TODAY THE AUGUST JOBS REPORT IS OUT AND IT WAS SEEN OVERALL AS SOLID BUT NOT GREAT THE REPORT,"[{""word"":""today."",""start"":0.14,""end"":0.461,""score"":0.97},{""word"":""The"",""start"":1.722,""end"":1.842,""score"":0.906},{""word"":""August"",""start"":1.943,""end"":2.223,""score"":0.999},{""word"":""jobs"",""start"":2.323,""end"":2.644,""score"":0.791},{""word"":""report"",""start"":2.684,""end"":3.024,""score"":0.958},{""word"":""is"",""start"":3.064,""end"":3.164,""score"":0.752},{""word"":""out"",""start"":3.324,""end"":3.465,""score"":0.994},{""word"":""and"",""start"":3.885,""end"":4.025,""score"":0.847},{""word"":""it"",""start"":4.206,""end"":4.266,""score"":1.0},{""word"":""was"",""start"":4.306,""end"":4.426,""score"":0.993},{""word"":""seen"",""start"":4.486,""end"":4.806,""score"":0.892},{""word"":""overall"",""start"":5.247,""end"":5.728,""score"":0.964},{""word"":""as"",""start"":6.188,""end"":6.288,""score"":0.969},{""word"":""solid"",""start"":6.389,""end"":6.749,""score"":0.999},{""word"":""but"",""start"":6.809,""end"":6.949,""score"":0.847},{""word"":""not"",""start"":7.029,""end"":7.23,""score"":0.913},{""word"":""great."",""start"":7.31,""end"":7.67,""score"":0.807},{""word"":""The"",""start"":7.73,""end"":7.831,""score"":0.809},{""word"":""report"",""start"":7.851,""end"":8.111,""score"":0.989}]",0.1875,0.22950819672131148,16,0.8421052631578947,1.0,0.9142857142857143,0.8421052631578947,0.625,1.0,16,1.0,0.257759596456693,0.5856946358267718,0.15156422244094525,0.32800984251968535,0.267083538385827,0.36862942913385877,1.0
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,ok,PRESIDENT RONALD REAGAN LOOK AT THE RECORD,MEDIOCRITY,"[{""word"":""mediocrity."",""start"":0.102,""end"":0.804,""score"":0.967}]",1.0,0.8611111111111112,0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0,0.0,,,,,,,1.0
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,ok,PRESIDENT RONALD REAGAN BLAMED THE PROFESSIONAL BUREAUCRACY OF EDUCATION,PRESIDENT RONALD REAGAN BLAMED THE PROFESSIONAL BUREAUCRACY OF EDUCATION,"[{""word"":""President"",""start"":0.79,""end"":1.232,""score"":0.999},{""word"":""Ronald"",""start"":1.312,""end"":1.634,""score"":0.944},{""word"":""Reagan"",""start"":1.694,""end"":2.116,""score"":0.89},{""word"":""blamed"",""start"":2.196,""end"":2.558,""score"":0.919},{""word"":""the"",""start"":2.638,""end"":2.739,""score"":0.905},{""word"":""professional"",""start"":2.779,""end"":3.402,""score"":0.959},{""word"":""bureaucracy"",""start"":3.442,""end"":4.185,""score"":0.826},{""word"":""of"",""start"":4.306,""end"":4.386,""score"":1.0},{""word"":""education."",""start"":4.446,""end"":5.049,""score"":1.0}]",0.0,0.0,9,1.0,1.0,1.0,1.0,0.2222222222222222,1.0,9,1.0,0.17218150436046553,0.38189654796511635,0.11513789970930244,0.25829262354651156,0.16904487645348865,0.27662243822674426,1.0
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,ok,AND IN PART AL SHANKER DID TOO,AND IN PART AL SCHENKER DID TOO,"[{""word"":""And"",""start"":0.574,""end"":0.634,""score"":0.91},{""word"":""in"",""start"":0.695,""end"":0.755,""score"":0.914},{""word"":""part,"",""start"":0.815,""end"":1.176,""score"":0.947},{""word"":""Al"",""start"":1.557,""end"":1.658,""score"":0.985},{""word"":""Schenker"",""start"":1.718,""end"":2.159,""score"":0.752},{""word"":""did"",""start"":2.26,""end"":2.44,""score"":0.899},{""word"":""too."",""start"":2.501,""end"":2.781,""score"":0.953}]",0.14285714285714285,0.08333333333333333,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.2857142857142857,1.0,6,0.8571428571428571,0.25281683168316804,0.4773217821782178,0.17921782178217804,0.2860247524752475,0.23860643564356437,0.32003712871287127,1.0
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,ok,IT IS A WORD WHICH THE ADMINISTRATOR USES WHEN HE TURNS AROUND ANYTHING WHICH HE DOESN'T LIKE THAT THE TEACHER IS DOING,IT IS A WORD WHICH THE ADMINISTRATOR USES WHEN HE TURNS AROUND ANYTHING WHICH HE DOESN'T LIKE THE TEACHER IS DOING,"[{""word"":""It"",""start"":0.562,""end"":0.622,""score"":0.568},{""word"":""is"",""start"":0.682,""end"":0.743,""score"":0.956},{""word"":""a"",""start"":0.823,""end"":0.863,""score"":0.671},{""word"":""word"",""start"":0.903,""end"":1.203,""score"":0.992},{""word"":""which"",""start"":1.444,""end"":1.604,""score"":0.901},{""word"":""the"",""start"":1.664,""end"":1.744,""score"":0.999},{""word"":""administrator"",""start"":1.785,""end"":3.929,""score"":0.825},{""word"":""uses"",""start"":4.029,""end"":4.269,""score"":0.912},{""word"":""when"",""start"":4.309,""end"":4.43,""score"":0.967},{""word"":""he"",""start"":4.45,""end"":4.53,""score"":0.808},{""word"":""turns"",""start"":4.55,""end"":4.831,""score"":0.81},{""word"":""around"",""start"":4.871,""end"":5.131,""score"":0.649},{""word"":""anything"",""start"":5.191,""end"":5.492,""score"":0.999},{""word"":""which"",""start"":5.532,""end"":5.632,""score"":0.997},{""word"":""he"",""start"":5.672,""end"":5.752,""score"":0.812},{""word"":""doesn't"",""start"":5.772,""end"":6.013,""score"":0.883},{""word"":""like"",""start"":6.053,""end"":6.233,""score"":0.894},{""word"":""the"",""start"":6.253,""end"":6.414,""score"":0.665},{""word"":""teacher"",""start"":6.454,""end"":6.754,""score"":0.683},{""word"":""is"",""start"":6.794,""end"":6.854,""score"":0.467},{""word"":""doing."",""start"":6.875,""end"":7.155,""score"":0.737}]",0.045454545454545456,0.04081632653061224,21,1.0,0.9545454545454546,0.9767441860465117,0.9545454545454546,0.8181818181818182,1.0,21,0.9545454545454546,0.14899435399159666,0.5295676207983193,0.11733574054621843,0.28880265231092395,0.16239568014705874,0.2880579044117644,1.0
-I_e4mIh0yE$_$1,-I_e4mIh0yE,ok,IN THE UNITED STATES WE DON'T PUNISH FAILURE TO THE DEGREE TO WHICH FAILURE IS PUNISHED IN EUROPE,IN THE UNITED STATES WE DON'T PUNISH FAILURE TO THE DEGREE TO WHICH FAILURE IS PUNISHED IN EUROPE,"[{""word"":""In"",""start"":0.824,""end"":0.884,""score"":0.752},{""word"":""the"",""start"":0.904,""end"":0.964,""score"":0.999},{""word"":""United"",""start"":1.024,""end"":1.305,""score"":1.0},{""word"":""States,"",""start"":1.345,""end"":1.606,""score"":1.0},{""word"":""we"",""start"":1.666,""end"":1.766,""score"":1.0},{""word"":""don't"",""start"":1.866,""end"":2.087,""score"":0.899},{""word"":""punish"",""start"":2.187,""end"":2.528,""score"":1.0},{""word"":""failure"",""start"":2.648,""end"":3.089,""score"":1.0},{""word"":""to"",""start"":3.53,""end"":3.65,""score"":1.0},{""word"":""the"",""start"":3.69,""end"":3.75,""score"":0.999},{""word"":""degree"",""start"":3.79,""end"":4.171,""score"":1.0},{""word"":""to"",""start"":4.251,""end"":4.352,""score"":0.963},{""word"":""which"",""start"":4.432,""end"":4.652,""score"":0.9},{""word"":""failure"",""start"":4.893,""end"":5.294,""score"":0.935},{""word"":""is"",""start"":5.354,""end"":5.414,""score"":0.754},{""word"":""punished"",""start"":5.494,""end"":5.895,""score"":0.934},{""word"":""in"",""start"":6.356,""end"":6.436,""score"":0.996},{""word"":""Europe."",""start"":6.617,""end"":6.877,""score"":0.927}]",0.0,0.0,18,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,18,1.0,0.2637720905172415,0.489462823275862,0.13694504310344824,0.36322235991379287,0.21312186826508606,0.4014729593211202,1.0
-I_e4mIh0yE$_$3,-I_e4mIh0yE,ok,IT'S PERCEIVED THAT YOU HAVE ACTUALLY LEARNED SOMETHING OVER THE COURSE OF YOUR CARREER AND THAT YOU WON'T MAKE THE MISTAKE TWICE,IT'S PERCEIVED THAT YOU'VE ACTUALLY LEARNED SOMETHING OVER THE COURSE OF YOUR CAREER AND THAT YOU WON'T MAKE THE MISTAKE TWICE,"[{""word"":""It's"",""start"":0.594,""end"":0.714,""score"":0.924},{""word"":""perceived"",""start"":0.895,""end"":1.456,""score"":0.95},{""word"":""that"",""start"":1.536,""end"":3.06,""score"":0.612},{""word"":""you've"",""start"":3.2,""end"":3.361,""score"":0.9},{""word"":""actually"",""start"":3.421,""end"":3.702,""score"":0.884},{""word"":""learned"",""start"":3.822,""end"":4.123,""score"":0.832},{""word"":""something"",""start"":4.243,""end"":4.724,""score"":0.942},{""word"":""over"",""start"":5.486,""end"":5.626,""score"":0.757},{""word"":""the"",""start"":5.646,""end"":5.726,""score"":0.834},{""word"":""course"",""start"":5.746,""end"":5.947,""score"":0.837},{""word"":""of"",""start"":5.967,""end"":6.027,""score"":0.742},{""word"":""your"",""start"":6.067,""end"":6.167,""score"":0.995},{""word"":""career"",""start"":6.207,""end"":6.448,""score"":1.0},{""word"":""and"",""start"":6.468,""end"":6.548,""score"":0.84},{""word"":""that"",""start"":6.568,""end"":6.669,""score"":0.97},{""word"":""you"",""start"":6.709,""end"":6.809,""score"":1.0},{""word"":""won't"",""start"":6.869,""end"":7.049,""score"":0.854},{""word"":""make"",""start"":7.35,""end"":7.531,""score"":0.849},{""word"":""the"",""start"":7.551,""end"":7.631,""score"":0.823},{""word"":""mistake"",""start"":7.651,""end"":7.992,""score"":0.986},{""word"":""twice."",""start"":8.072,""end"":8.393,""score"":0.998}]",0.13636363636363635,0.027777777777777776,19,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.7916666666666666,0.4090909090909091,1.0,19,0.8636363636363636,0.2011908482142859,1.3278071428571423,0.11140290178571544,0.6258613839285713,0.15648660714285767,0.8336104910714273,1.0
-MeTTeMJBNc$_$0,-MeTTeMJBNc,ok,OKAY WHAT HAPPENS AT THIS POINT AFTER WE'VE TAKEN THIS BRIEF WALK DOWN MEMORY LANE IS THE PRESENTATION OF THE GIFT,OKAY WHAT HAPPENS AT THIS POINT AFTER WE'VE TAKEN THIS BRIEF WALK DOWN MEMORY LANE IS THE PRESENTATION OF THE GIFT,"[{""word"":""Okay,"",""start"":0.99,""end"":1.25,""score"":0.512},{""word"":""what"",""start"":1.37,""end"":1.551,""score"":0.804},{""word"":""happens"",""start"":1.651,""end"":2.111,""score"":0.872},{""word"":""at"",""start"":2.191,""end"":2.271,""score"":0.756},{""word"":""this"",""start"":2.311,""end"":2.492,""score"":0.879},{""word"":""point"",""start"":2.612,""end"":2.952,""score"":0.992},{""word"":""after"",""start"":3.172,""end"":3.413,""score"":1.0},{""word"":""we've"",""start"":3.453,""end"":3.693,""score"":0.722},{""word"":""taken"",""start"":3.713,""end"":4.013,""score"":1.0},{""word"":""this"",""start"":4.053,""end"":4.233,""score"":0.847},{""word"":""brief"",""start"":4.454,""end"":4.754,""score"":0.934},{""word"":""walk"",""start"":4.874,""end"":5.174,""score"":0.88},{""word"":""down"",""start"":5.254,""end"":5.495,""score"":0.917},{""word"":""memory"",""start"":5.555,""end"":5.915,""score"":0.951},{""word"":""lane"",""start"":5.975,""end"":6.335,""score"":0.94},{""word"":""is"",""start"":6.836,""end"":6.916,""score"":1.0},{""word"":""the"",""start"":6.976,""end"":7.056,""score"":1.0},{""word"":""presentation"",""start"":7.116,""end"":7.897,""score"":1.0},{""word"":""of"",""start"":7.957,""end"":8.017,""score"":1.0},{""word"":""the"",""start"":8.077,""end"":8.157,""score"":0.999},{""word"":""gift."",""start"":8.217,""end"":8.658,""score"":0.968}]",0.0,0.0,21,1.0,1.0,1.0,1.0,0.09523809523809523,1.0,21,1.0,0.27133307926829175,0.5266541811846697,0.17224684233449494,0.3447028527874565,0.24862597996515667,0.3425747495644602,1.0
-MeTTeMJBNc$_$13,-MeTTeMJBNc,ok,IT JUST NEEDS TO BE A SIMPLE STATEMENT AND THEN YOU PRESENT THE GIFT,WHATEVER IT IS IT JUST NEEDS TO BE A SIMPLE STATEMENT AND THEN YOU PRESENT THE GIFT,"[{""word"":""Whatever"",""start"":0.0,""end"":0.181,""score"":0.062},{""word"":""it"",""start"":0.201,""end"":0.241,""score"":0.0},{""word"":""is,"",""start"":0.341,""end"":0.482,""score"":1.0},{""word"":""it"",""start"":0.502,""end"":0.944,""score"":0.885},{""word"":""just"",""start"":1.045,""end"":1.366,""score"":0.908},{""word"":""needs"",""start"":1.446,""end"":1.667,""score"":0.998},{""word"":""to"",""start"":1.707,""end"":1.808,""score"":0.835},{""word"":""be"",""start"":1.848,""end"":1.989,""score"":0.82},{""word"":""a"",""start"":2.029,""end"":2.049,""score"":0.997},{""word"":""simple"",""start"":2.19,""end"":2.571,""score"":0.976},{""word"":""statement"",""start"":2.652,""end"":3.214,""score"":1.0},{""word"":""and"",""start"":3.596,""end"":3.676,""score"":0.841},{""word"":""then"",""start"":3.696,""end"":3.817,""score"":0.887},{""word"":""you"",""start"":3.837,""end"":3.957,""score"":0.785},{""word"":""present"",""start"":3.998,""end"":4.379,""score"":0.952},{""word"":""the"",""start"":4.399,""end"":4.5,""score"":0.835},{""word"":""gift."",""start"":4.52,""end"":4.881,""score"":1.0}]",0.21428571428571427,0.21818181818181817,14,0.8235294117647058,1.0,0.9032258064516129,0.8235294117647058,0.07142857142857142,1.0,14,1.0,0.16015950920245425,0.38713834355828264,0.13015950920245434,0.3492932515337431,0.1513865030674849,0.31732262269938694,1.0
-MeTTeMJBNc$_$7,-MeTTeMJBNc,ok,MAYBE YOU COULD FIND A PICTURE OF THE COUPLE FROM THEIR WEDDING OR SOMETIME IN THEIR LIFE OR MAYBE EVEN A CURRENT PICTURE AND HAVE IT PUT IN A BEAUTIFUL FRAME,MAYBE YOU COULD FIND A PICTURE OF THE COUPLE FROM THEIR WEDDING OR SOMETIME IN THEIR LIFE OR MAYBE EVEN A CURRENT PICTURE AND HAVE IT PUT IN A BEAUTIFUL FRAME,"[{""word"":""Maybe"",""start"":0.523,""end"":0.763,""score"":0.995},{""word"":""you"",""start"":0.803,""end"":0.924,""score"":0.984},{""word"":""could"",""start"":0.964,""end"":1.144,""score"":0.932},{""word"":""find"",""start"":1.565,""end"":1.885,""score"":0.92},{""word"":""a"",""start"":1.926,""end"":1.966,""score"":0.567},{""word"":""picture"",""start"":2.026,""end"":2.406,""score"":0.994},{""word"":""of"",""start"":2.467,""end"":2.547,""score"":0.804},{""word"":""the"",""start"":2.567,""end"":2.667,""score"":0.983},{""word"":""couple"",""start"":2.707,""end"":3.068,""score"":0.918},{""word"":""from"",""start"":3.148,""end"":3.449,""score"":0.891},{""word"":""their"",""start"":3.729,""end"":3.889,""score"":0.896},{""word"":""wedding"",""start"":3.95,""end"":4.411,""score"":0.966},{""word"":""or"",""start"":4.671,""end"":4.771,""score"":1.0},{""word"":""sometime"",""start"":4.912,""end"":5.352,""score"":0.899},{""word"":""in"",""start"":5.392,""end"":5.453,""score"":0.992},{""word"":""their"",""start"":5.493,""end"":5.633,""score"":0.905},{""word"":""life"",""start"":5.713,""end"":6.074,""score"":0.997},{""word"":""or"",""start"":6.154,""end"":6.214,""score"":1.0},{""word"":""maybe"",""start"":6.274,""end"":6.515,""score"":0.932},{""word"":""even"",""start"":6.575,""end"":6.755,""score"":0.876},{""word"":""a"",""start"":6.795,""end"":6.815,""score"":0.999},{""word"":""current"",""start"":6.895,""end"":7.316,""score"":0.96},{""word"":""picture"",""start"":7.376,""end"":7.797,""score"":0.982},{""word"":""and"",""start"":8.198,""end"":8.298,""score"":0.862},{""word"":""have"",""start"":8.338,""end"":8.439,""score"":1.0},{""word"":""it"",""start"":8.499,""end"":8.539,""score"":0.999},{""word"":""put"",""start"":8.599,""end"":8.739,""score"":1.0},{""word"":""in"",""start"":8.779,""end"":8.839,""score"":0.928},{""word"":""a"",""start"":8.879,""end"":8.92,""score"":0.498},{""word"":""beautiful"",""start"":8.94,""end"":9.32,""score"":0.934},{""word"":""frame."",""start"":9.401,""end"":9.821,""score"":0.969}]",0.0,0.0,31,1.0,1.0,1.0,1.0,0.03225806451612903,1.0,31,1.0,0.22366232638889016,0.5014930555555561,0.16392274305555565,0.36551128472222283,0.2525381944444447,0.40470052083333474,1.0
-NFrJFQijFE$_$1,-NFrJFQijFE,ok,STRUCTURAL MOUNTS INSIDE HAVE TO BE PROPERLY STRESS ANALYZED SO WE MAKE SURE ALL THAT HAPPENS,,[],1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.3125,0,0.0,,,,,,,0.0
-NFrJFQijFE$_$2,-NFrJFQijFE,ok,SO WE COORDINATE WITH ALL THE PROPER TECHNICAL FIELDS TO GET READY FOR THE INSTRUMENT TO ARRIVE HERE,HAWKS SENSE OF HEARING IS EXCELLENT AND THEIR EYESIGHT,"[{""word"":""Hawks'"",""start"":3.67,""end"":3.951,""score"":0.59},{""word"":""sense"",""start"":4.091,""end"":4.292,""score"":1.0},{""word"":""of"",""start"":4.352,""end"":4.412,""score"":1.0},{""word"":""hearing"",""start"":4.472,""end"":4.813,""score"":0.997},{""word"":""is"",""start"":4.893,""end"":4.953,""score"":1.0},{""word"":""excellent,"",""start"":5.114,""end"":5.555,""score"":0.925},{""word"":""and"",""start"":6.076,""end"":6.157,""score"":0.636},{""word"":""their"",""start"":6.177,""end"":6.317,""score"":0.879},{""word"":""eyesight"",""start"":6.417,""end"":6.678,""score"":0.538}]",1.0,0.7590361445783133,0,0.0,0.0,0.0,0.0,1.0,0.5,0,0.0,,,,,,,1.0
-RfYyzHpjk4$_$11,-RfYyzHpjk4,ok,SO GET YOUR FRIENDS LINED UP GET YOUR BUSINESS COLLEAGUES LINED UP AND HAVE A GOOD TIME,SO GET YOUR FRIENDS LINED UP GET YOUR BUSINESS COLLEAGUES LINED UP AND HAVE A GOOD TIME,"[{""word"":""So"",""start"":0.598,""end"":1.22,""score"":0.922},{""word"":""get"",""start"":1.321,""end"":1.481,""score"":0.896},{""word"":""your"",""start"":1.501,""end"":1.622,""score"":0.862},{""word"":""friends"",""start"":1.642,""end"":1.863,""score"":0.779},{""word"":""lined"",""start"":1.923,""end"":2.164,""score"":0.868},{""word"":""up,"",""start"":2.224,""end"":2.325,""score"":0.976},{""word"":""get"",""start"":2.385,""end"":2.545,""score"":0.842},{""word"":""your"",""start"":2.566,""end"":2.686,""score"":0.857},{""word"":""business"",""start"":2.726,""end"":2.967,""score"":0.958},{""word"":""colleagues"",""start"":2.987,""end"":3.308,""score"":0.942},{""word"":""lined"",""start"":3.348,""end"":3.589,""score"":0.983},{""word"":""up,"",""start"":3.65,""end"":3.77,""score"":0.989},{""word"":""and"",""start"":3.79,""end"":3.891,""score"":0.822},{""word"":""have"",""start"":3.911,""end"":4.031,""score"":0.867},{""word"":""a"",""start"":4.071,""end"":4.091,""score"":0.976},{""word"":""good"",""start"":4.131,""end"":4.272,""score"":1.0},{""word"":""time."",""start"":4.312,""end"":4.533,""score"":0.959}]",0.0,0.0,17,1.0,1.0,1.0,1.0,0.35294117647058826,1.0,17,1.0,0.1684853639240509,0.2264761867088609,0.12848536392405085,0.21048156645569688,0.1628215981012664,0.18931898734177227,1.0
-RfYyzHpjk4$_$2,-RfYyzHpjk4,ok,YOU CAN MAKE A CONFERENCE CALL BUT IT TAKES QUITE A BIT OF PLANNING WELL NOT A LOT OF PLANNING IT'S PRETTY EASY TO DO,IT CAN MAKE A CONFERENCE CALL BUT IT TAKES QUITE A BIT OF PLANNING WELL NOT A LOT OF PLANNING IT'S PRETTY EASY TO DO,"[{""word"":""It"",""start"":0.578,""end"":0.618,""score"":0.0},{""word"":""can"",""start"":0.638,""end"":0.738,""score"":0.421},{""word"":""make"",""start"":0.759,""end"":0.899,""score"":0.883},{""word"":""a"",""start"":0.919,""end"":0.959,""score"":0.441},{""word"":""conference"",""start"":0.999,""end"":1.34,""score"":0.945},{""word"":""call,"",""start"":1.36,""end"":1.541,""score"":0.92},{""word"":""but"",""start"":1.561,""end"":1.661,""score"":0.841},{""word"":""it"",""start"":1.681,""end"":1.741,""score"":0.484},{""word"":""takes"",""start"":1.761,""end"":1.982,""score"":0.422},{""word"":""quite"",""start"":2.022,""end"":2.243,""score"":0.558},{""word"":""a"",""start"":2.283,""end"":2.303,""score"":0.827},{""word"":""bit"",""start"":2.323,""end"":2.443,""score"":0.784},{""word"":""of"",""start"":2.463,""end"":2.524,""score"":0.965},{""word"":""planning."",""start"":2.564,""end"":2.825,""score"":0.645},{""word"":""Well,"",""start"":2.845,""end"":2.965,""score"":0.673},{""word"":""not"",""start"":2.985,""end"":3.085,""score"":0.898},{""word"":""a"",""start"":3.125,""end"":3.145,""score"":0.995},{""word"":""lot"",""start"":3.186,""end"":3.326,""score"":0.846},{""word"":""of"",""start"":3.366,""end"":3.406,""score"":0.996},{""word"":""planning."",""start"":3.446,""end"":3.787,""score"":0.885},{""word"":""It's"",""start"":3.807,""end"":3.928,""score"":0.861},{""word"":""pretty"",""start"":3.988,""end"":4.229,""score"":0.917},{""word"":""easy"",""start"":4.269,""end"":4.469,""score"":1.0},{""word"":""to"",""start"":4.509,""end"":4.61,""score"":0.836},{""word"":""do."",""start"":4.65,""end"":4.81,""score"":1.0}]",0.04,0.03225806451612903,24,0.96,0.96,0.96,0.9230769230769231,0.4,1.0,24,0.96,0.11067252994011956,0.1688417290419162,0.0768156811377243,0.13915407934131738,0.10408654565868258,0.14391248128742476,1.0
