sample_id,video_id,face_id,episode_id,status,reason,start,end,input_openface_rows,talknet_frame_count,mean_class1_logit,median_class1_logit,max_class1_logit,speaking_frame_fraction
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,1,ok,,0.4,9.333333333333334,223,220,-0.9896641373634338,-1.0830531120300293,1.0141141414642334,0.1590909090909091
-MeTTeMJBNc$_$13,-MeTTeMJBNc,0,0,ok,,0.0,5.266666666666667,132,130,-1.4210470914840698,-1.3920457363128662,-0.34360262751579285,0.0
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0,0,ok,,0.0,10.5,262,260,-1.3839926719665527,-1.4134312868118286,0.4366553723812103,0.019230769230769232
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1,1,ok,,3.0,3.1666666666666665,5,3,-1.2880789041519165,-1.2996411323547363,-1.2322276830673218,0.0
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0,0,ok,,0.0,5.233333333333333,129,126,-0.2375764101743698,-0.1040615513920784,0.965794563293457,0.42063492063492064
-RfYyzHpjk4$_$2,-RfYyzHpjk4,0,0,ok,,0.0,2.7666666666666666,70,68,-0.18962645530700684,-0.09702973067760468,0.9844006896018982,0.4411764705882353
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1,1,error,ValueError: episode too short for synchronized MFCC and video,0.9333333333333333,0.9666666666666666,1,0,,,,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1,2,ok,,2.8666666666666667,5.5,65,63,-0.6186334490776062,-0.6364931464195251,0.3353314697742462,0.07936507936507936
-RfYyzHpjk4$_$8,-RfYyzHpjk4,0,0,ok,,0.0,4.566666666666666,114,113,-0.6518568396568298,-0.6897997260093689,0.6292702555656433,0.23008849557522124
-THoVjtIkeU$_$12,-THoVjtIkeU,0,0,ok,,0.0,14.866666666666667,371,370,-0.7152033448219299,-0.8069080114364624,1.3209409713745117,0.2891891891891892
-THoVjtIkeU$_$2,-THoVjtIkeU,0,0,ok,,0.0,4.266666666666667,107,105,-0.1778726726770401,-0.0417756624519825,0.8757109045982361,0.44761904761904764
-THoVjtIkeU$_$6,-THoVjtIkeU,0,0,error,ValueError: episode too short for synchronized MFCC and video,0.03333333333333333,0.06666666666666654,1,0,,,,
-THoVjtIkeU$_$6,-THoVjtIkeU,0,1,error,ValueError: episode too short for synchronized MFCC and video,0.06666666666666667,0.09999999999999988,1,0,,,,
-THoVjtIkeU$_$6,-THoVjtIkeU,0,2,error,ValueError: episode too short for synchronized MFCC and video,0.1,0.13333333333333322,1,0,,,,
-THoVjtIkeU$_$6,-THoVjtIkeU,0,3,error,ValueError: episode too short for synchronized MFCC and video,0.2,0.26666666666666655,2,0,,,,
-THoVjtIkeU$_$6,-THoVjtIkeU,0,4,ok,,0.26666666666666666,8.066666666666666,194,192,0.727977991104126,0.7477091550827026,2.2857139110565186,0.8177083333333334
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,0,ok,,0.3,7.866666666666666,187,185,-0.8615973591804504,-1.2239595651626587,1.7329493761062622,0.2972972972972973
-UacrmKiTn4$_$10,-UacrmKiTn4,0,0,ok,,0.0,7.333333333333333,182,180,-0.8144569396972656,-0.8604474067687988,0.9812509417533875,0.09444444444444444
-UacrmKiTn4$_$4,-UacrmKiTn4,0,0,ok,,0.0,4.733333333333333,119,116,-0.28213775157928467,-0.14193803071975708,0.895045280456543,0.3620689655172414
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,0,ok,,0.0,1.7666666666666666,45,43,-2.455390453338623,-2.527893304824829,-0.6814705729484558,0.0
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,1,ok,,2.2333333333333334,3.6999999999999997,36,33,-2.9747443199157715,-3.1395680904388428,-1.514029860496521,0.0
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,2,ok,,1.9,3.6999999999999997,44,41,-3.0495808124542236,-3.2923707962036133,-1.2730783224105835,0.0
-UuX1xuaiiE$_$0,-UuX1xuaiiE,2,3,ok,,1.9,3.6999999999999997,44,41,-3.017449140548706,-3.232055425643921,-1.25639009475708,0.0
-UuX1xuaiiE$_$0,-UuX1xuaiiE,3,4,ok,,1.9,3.6999999999999997,44,41,-2.8673574924468994,-3.069181442260742,-1.1199618577957153,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,ok,,0.0,4.166666666666666,105,103,-2.85412859916687,-2.9335126876831055,-1.1542664766311646,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,1,ok,,4.466666666666667,9.833333333333334,134,133,-3.180706739425659,-3.2198598384857178,-2.116344690322876,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,2,error,ValueError: episode too short for synchronized MFCC and video,10.233333333333333,10.333333333333334,2,0,,,,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,3,ok,,0.0,4.366666666666666,109,108,-3.212733745574951,-3.295517921447754,-2.0525190830230713,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,4,ok,,4.833333333333333,9.833333333333334,125,124,-1.996945858001709,-2.033599376678467,-1.2323172092437744,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,5,ok,,0.0,4.166666666666666,105,103,-3.008094310760498,-3.0665500164031982,-1.197859287261963,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,6,ok,,4.466666666666667,9.833333333333334,134,133,-2.4036548137664795,-2.4259612560272217,-1.730377197265625,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,7,ok,,0.0,4.166666666666666,105,103,-3.082228899002075,-3.1575117111206055,-1.2672959566116333,0.0
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,8,ok,,4.466666666666667,9.833333333333334,134,133,-2.2523910999298096,-2.2611160278320312,-1.5541409254074097,0.0
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,0,ok,,0.0,1.2333333333333334,28,29,-0.7785601615905762,-0.9192517399787903,0.07680054754018784,0.034482758620689655
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,1,ok,,3.8333333333333335,4.1,7,5,-1.137416124343872,-1.1669143438339233,-0.8943157196044922,0.0
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,2,ok,,0.6333333333333333,3.6666666666666665,76,74,-0.5596029758453369,-0.7350195646286011,0.677772045135498,0.20270270270270271
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0,0,ok,,0.0,0.16666666666666655,5,3,-1.807081699371338,-1.798293948173523,-1.7675341367721558,0.0
-UuX1xuaiiE$_$6,-UuX1xuaiiE,1,1,ok,,0.3333333333333333,8.1,192,190,-0.4364285171031952,-0.38234996795654297,1.0627859830856323,0.2789473684210526
-a55Q6RWvTA$_$3,-a55Q6RWvTA,0,0,ok,,0.0,22.133333333333333,554,551,1.0965688228607178,1.2383203506469727,3.3558032512664795,0.7767695099818511
-aNfi7CP8vM$_$7,-aNfi7CP8vM,0,0,ok,,0.0,8.666666666666666,215,213,-0.7240262627601624,-0.8859503865242004,1.2042012214660645,0.17370892018779344
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,0,ok,,0.0,10.933333333333334,274,272,-2.2112491130828857,-2.233768939971924,-0.8431623578071594,0.0
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,0,ok,,4.5,20.53333333333333,400,397,0.8208010792732239,0.8814187049865723,2.5903236865997314,0.8992443324937027
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0,0,ok,,0.0,16.133333333333333,401,400,1.077022910118103,1.078052282333374,2.80157208442688,0.9275
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,1,error,IndexError: index 0 is out of bounds for axis 0 with size 0,16.03333333333333,16.133333333333333,2,0,,,,
-dxfTGcXJoc$_$2,-dxfTGcXJoc,0,0,ok,,0.0,16.666666666666664,417,415,1.2414957284927368,1.3400996923446655,2.5266401767730713,0.9397590361445783
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0,0,ok,,0.0,12.433333333333334,311,309,1.1058140993118286,1.2620888948440552,2.5034778118133545,0.9352750809061489
-dxfTGcXJoc$_$6,-dxfTGcXJoc,1,1,ok,,12.466666666666667,12.733333333333333,6,3,-2.122398614883423,-2.1072919368743896,-2.046745538711548,0.0
-egA8-b7-3M$_$1,-egA8-b7-3M,0,0,ok,,0.0,10.233333333333333,256,253,-2.040569305419922,-2.1099166870117188,-0.23426251113414764,0.0
-egA8-b7-3M$_$13,-egA8-b7-3M,0,0,ok,,0.0,4.166666666666666,103,100,-1.9493739604949951,-1.961210012435913,-1.044102668762207,0.0
-egA8-b7-3M$_$16,-egA8-b7-3M,0,0,ok,,0.0,5.533333333333333,139,136,-2.4200949668884277,-2.43112850189209,-1.245965600013733,0.0
-egA8-b7-3M$_$17,-egA8-b7-3M,0,0,ok,,0.0,7.266666666666667,180,177,-1.9404046535491943,-2.153731107711792,0.010268650949001312,0.005649717514124294
-egA8-b7-3M$_$18,-egA8-b7-3M,0,0,ok,,0.0,8.366666666666667,209,206,-2.021820306777954,-2.0394182205200195,-0.7613338828086853,0.0
-egA8-b7-3M$_$20,-egA8-b7-3M,0,0,ok,,0.0,6.633333333333333,164,161,-2.318531036376953,-2.312872886657715,-1.196483850479126,0.0
-egA8-b7-3M$_$26,-egA8-b7-3M,0,0,ok,,0.0,5.933333333333334,149,147,-2.1807894706726074,-2.196505308151245,-0.9148773550987244,0.0
-egA8-b7-3M$_$6,-egA8-b7-3M,0,0,ok,,0.0,6.233333333333333,156,154,-1.6879562139511108,-1.7610132694244385,-0.28153300285339355,0.0
-egA8-b7-3M$_$9,-egA8-b7-3M,0,0,ok,,0.0,5.066666666666666,125,123,-2.3604257106781006,-2.3573474884033203,-1.5083284378051758,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,ok,,0.0,0.7924555555555554,19,18,-2.1476736068725586,-2.381110191345215,-0.3803410828113556,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,1,ok,,1.3346666666666667,3.4200777777777778,43,51,-2.7474262714385986,-2.952580451965332,-1.1615163087844849,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,2,ok,,3.6703333333333337,3.920577777777778,5,5,-0.9135246276855469,-0.8591632843017578,-0.7535452246665955,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,3,ok,,4.421077777777778,4.546211111111111,3,2,-1.2318549156188965,-1.2318549156188965,-1.1663812398910522,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,4,error,ValueError: episode too short for synchronized MFCC and video,6.0894111111111116,6.131122222222222,1,0,,,,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,5,error,ValueError: episode too short for synchronized MFCC and video,1.0010000000000001,1.0427111111111111,1,0,,,,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,6,ok,,4.0040000000000004,4.087411111111111,2,1,-1.4111689329147339,-1.4111689329147339,-1.4111689329147339,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,ok,,0.20854444444444445,0.2919555555555556,2,1,-1.4335330724716187,-1.4335330724716187,-1.4335330724716187,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,1,ok,,0.6673333333333333,0.8758777777777775,5,4,-1.6241693496704102,-1.678762435913086,-1.428538203239441,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,2,ok,,3.461788888888889,4.963288888888889,36,36,-2.2484970092773438,-2.3249101638793945,-0.7516589760780334,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,3,error,ValueError: episode too short for synchronized MFCC and video,5.422088888888889,5.463788888888889,1,0,,,,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,4,ok,,1.2095444444444445,1.8768777777777776,14,15,-1.4714629650115967,-1.7256861925125122,-0.8563024401664734,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,5,error,ValueError: episode too short for synchronized MFCC and video,5.005,5.046711111111111,1,0,,,,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,6,ok,,5.755755555555556,7.3406666666666665,38,38,-2.395062208175659,-2.562664747238159,-1.0019503831863403,0.0
-iRBcNs9oI8$_$3,-iRBcNs9oI8,0,0,ok,,0.0,5.605600000000001,140,138,-0.010068382136523724,0.0453009232878685,1.537230134010315,0.5289855072463768
-iRBcNs9oI8$_$6,-iRBcNs9oI8,0,0,ok,,0.0,2.8695333333333335,72,70,0.4010424315929413,0.41913658380508423,1.1685686111450195,0.8
-iRBcNs9oI8$_$7,-iRBcNs9oI8,0,0,ok,,0.0,4.070733333333334,101,100,0.14651648700237274,0.10326104611158371,1.0602737665176392,0.67
-iRBcNs9oI8$_$8,-iRBcNs9oI8,0,0,ok,,0.0,8.008000000000001,201,199,0.19240649044513702,0.2688412368297577,1.479982852935791,0.6582914572864321
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,0,ok,,0.0,0.5338666666666667,13,12,-1.602918028831482,-1.6516681909561157,-0.9472155570983887,0.0
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,1,ok,,1.5682333333333334,3.4034000000000004,45,44,-0.6784095168113708,-0.657433807849884,0.08467883616685867,0.022727272727272728
-lzEya4AM_4$_$5,-lzEya4AM_4,0,0,ok,,0.0,7.666666666666666,191,189,0.484507292509079,0.31647226214408875,2.9105660915374756,0.6507936507936508
-lzEya4AM_4$_$6,-lzEya4AM_4,0,0,ok,,0.0,2.1333333333333333,50,52,-0.6776449680328369,-0.6555984020233154,1.2778793573379517,0.19230769230769232
-lzEya4AM_4$_$6,-lzEya4AM_4,0,1,ok,,2.533333333333333,14.766666666666666,306,304,0.326395720243454,0.262947678565979,2.3816916942596436,0.6348684210526315
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,0,0,ok,,2.9696333333333333,3.336666666666667,9,8,-1.837393045425415,-1.8982536792755127,-1.4316612482070923,0.0
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,1,1,ok,,3.536866666666667,5.7057,54,53,-3.6368043422698975,-3.8649282455444336,-1.6385259628295898,0.0
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,0,0,ok,,0.0,2.2022,56,54,-1.4811232089996338,-1.5251613855361938,-0.6459966897964478,0.0
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,0,0,ok,,0.0,4.170833333333333,105,103,-0.08177003264427185,-0.16804395616054535,1.0521081686019897,0.4174757281553398
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,0,0,ok,,0.0,4.571233333333334,115,113,-1.4364157915115356,-1.5202131271362305,-0.26179465651512146,0.0
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,1,1,ok,,4.771433333333333,7.007000000000001,54,53,-1.7721601724624634,-1.793235421180725,-0.8297316431999207,0.0
-mqbVkbCndg$_$0,-mqbVkbCndg,0,0,ok,,0.0,6.5,162,159,0.8187215328216553,1.0201565027236938,2.255122423171997,0.7861635220125787
-qDkUB0GgYY$_$6,-qDkUB0GgYY,0,0,ok,,0.0,4.666666666666666,117,115,0.9431384801864624,1.2259308099746704,2.032113790512085,0.8695652173913043
-ri04Z7vwnc$_$2,-ri04Z7vwnc,0,0,ok,,4.0040000000000004,6.006,47,47,-0.872026801109314,-0.9622566103935242,0.019977515563368797,0.02127659574468085
-ri04Z7vwnc$_$5,-ri04Z7vwnc,0,0,ok,,0.0,3.5035111111111115,83,85,-0.6241453886032104,-0.6031802892684937,0.16367384791374207,0.08235294117647059
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,0,error,ValueError: episode too short for synchronized MFCC and video,2.1,2.1666666666666665,2,0,,,,
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,1,ok,,3.0,6.866666666666666,94,92,0.4057689607143402,0.5861290693283081,2.160496234893799,0.6956521739130435
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1,2,ok,,0.0,6.866666666666666,170,167,-2.706066131591797,-2.7464351654052734,-1.68376886844635,0.0
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0,0,ok,,0.8,4.766666666666667,97,95,-0.7146091461181641,-0.7971382141113281,0.8900885581970215,0.23157894736842105
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,1,ok,,0.0,4.766666666666667,117,115,-2.870993137359619,-2.9365456104278564,-1.8447823524475098,0.0
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,0,ok,,2.933333333333333,4.266666666666667,33,32,0.061398036777973175,-0.05799620598554611,1.2020763158798218,0.46875
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,1,ok,,0.6333333333333333,1.5333333333333332,23,21,-2.419055461883545,-2.4553282260894775,-1.544783115386963,0.0
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,2,error,ValueError: episode too short for synchronized MFCC and video,1.9,1.9333333333333331,1,0,,,,
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,0,0,ok,,0.0,8.366666666666667,210,208,-1.04513418674469,-1.1664459705352783,0.3967272937297821,0.019230769230769232
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,0,0,ok,,0.7333333333333333,2.2666666666666666,36,37,-1.8069006204605103,-1.8566292524337769,-1.1438748836517334,0.0
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,error,ValueError: episode too short for synchronized MFCC and video,0.2,0.23333333333333323,1,0,,,,
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,1,ok,,2.2333333333333334,6.933333333333333,117,115,-2.6069045066833496,-2.6077001094818115,-1.892361044883728,0.0
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,2,ok,,4.5,6.266666666666667,44,43,0.12578415870666504,0.1583709567785263,1.024516224861145,0.6976744186046512
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,2,3,ok,,6.4,6.933333333333333,13,10,0.18549416959285736,0.2184976041316986,0.5167226195335388,0.8
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,0,0,ok,,0.6333333333333333,3.0999999999999996,62,60,1.5826969146728516,1.6529181003570557,2.3276758193969727,1.0
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,1,1,ok,,0.0,3.2666666666666666,81,79,-2.51888370513916,-2.543529987335205,-1.7069638967514038,0.0
-t217m2on-s$_$2,-t217m2on-s,0,0,ok,,0.0,5.666666666666666,142,140,0.7495407462120056,0.8986491560935974,2.66453218460083,0.7214285714285714
-t217m2on-s$_$7,-t217m2on-s,0,0,ok,,0.0,17.166666666666664,427,425,-0.04820127785205841,0.04626830294728279,2.2812659740448,0.5152941176470588
-tANM6ETl_M$_$3,-tANM6ETl_M,0,0,ok,,0.0,5.366666666666666,133,133,0.9329594373703003,0.9164724349975586,2.479363441467285,0.8646616541353384
-tANM6ETl_M$_$3,-tANM6ETl_M,0,1,ok,,5.733333333333333,6.733333333333333,19,21,-0.0607391893863678,-0.13882724940776825,0.9479835629463196,0.38095238095238093
-tANM6ETl_M$_$3,-tANM6ETl_M,1,2,error,ValueError: episode too short for synchronized MFCC and video,0.6333333333333333,0.6666666666666665,1,0,,,,
-tPCytz4rww$_$10,-tPCytz4rww,0,0,ok,,0.0,4.766666666666667,119,116,1.7533204555511475,1.7238073348999023,3.4442293643951416,1.0
-tPCytz4rww$_$11,-tPCytz4rww,0,0,ok,,0.0,5.466666666666667,137,134,2.052006483078003,2.1869921684265137,3.382190704345703,1.0
-tPCytz4rww$_$12,-tPCytz4rww,0,0,ok,,0.0,11.833333333333334,295,293,1.2246150970458984,1.1815630197525024,3.1221282482147217,0.9180887372013652
-tPCytz4rww$_$16,-tPCytz4rww,0,0,ok,,0.0,7.166666666666666,180,178,0.716205894947052,0.4305972754955292,3.141874074935913,0.7640449438202247
-tPCytz4rww$_$18,-tPCytz4rww,0,0,ok,,0.0,6.633333333333333,166,164,1.4420939683914185,1.561837911605835,3.220120668411255,0.9390243902439024
-uywlfIYOS8$_$4,-uywlfIYOS8,0,0,ok,,0.0,6.033333333333333,150,146,0.6530234217643738,0.753724217414856,1.8757506608963013,0.8356164383561644
-vxjVxOeScU$_$4,-vxjVxOeScU,0,0,ok,,0.0,9.1,227,225,-1.1325868368148804,-1.136229395866394,0.00523926317691803,0.0044444444444444444
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,ok,,0.0,5.366666666666666,135,133,1.3028870820999146,1.1940333843231201,2.7640082836151123,0.9548872180451128
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,1,ok,,5.4,5.566666666666666,5,3,-1.4754043817520142,-1.4278112649917603,-1.4243320226669312,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,2,error,ValueError: episode too short for synchronized MFCC and video,5.6,5.633333333333333,1,0,,,,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,3,ok,,5.633333333333333,5.733333333333333,2,1,-1.3335914611816406,-1.3335914611816406,-1.3335914611816406,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,4,error,ValueError: episode too short for synchronized MFCC and video,5.733333333333333,5.766666666666667,1,0,,,,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,5,ok,,5.8,5.966666666666667,5,3,-1.2442115545272827,-1.1935415267944336,-1.192966341972351,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,6,error,IndexError: index 0 is out of bounds for axis 0 with size 0,6.0,6.033333333333333,1,0,,,,
-wny0OAz3g8$_$0,-wny0OAz3g8,0,0,ok,,0.0,2.7666666666666666,70,68,0.5961585640907288,0.4643765985965729,1.5029884576797485,0.9264705882352942
-wny0OAz3g8$_$0,-wny0OAz3g8,0,1,error,ValueError: episode too short for synchronized MFCC and video,3.2666666666666666,3.333333333333333,2,0,,,,
-wny0OAz3g8$_$0,-wny0OAz3g8,1,2,ok,,0.0,2.7666666666666666,70,68,-3.0495543479919434,-3.070568084716797,-2.0415146350860596,0.0
-wny0OAz3g8$_$0,-wny0OAz3g8,2,3,ok,,2.8666666666666667,3.333333333333333,12,10,-1.9834702014923096,-1.9696077108383179,-1.711370825767517,0.0
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,ok,,0.0,0.4999999999999999,13,11,-0.11878135055303574,-0.02990982122719288,0.22890354692935944,0.36363636363636365
-wny0OAz3g8$_$1,-wny0OAz3g8,0,1,error,ValueError: episode too short for synchronized MFCC and video,1.6666666666666667,1.7333333333333332,2,0,,,,
-wny0OAz3g8$_$1,-wny0OAz3g8,0,2,ok,,5.466666666666667,5.733333333333333,7,5,-1.8981698751449585,-1.8936408758163452,-1.8112095594406128,0.0
