sample_id,video_id,episode_key,face_id,episode_id,start,end,frame_count,selected_frame_count,valid_embedding_count,robust_retained_count,dispersion,failures_json
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,0:1,0,1,3.2333333333333334,5.766666666666667,63,12,12,10,0.10920172929763794,[]
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,0:2,0,2,6.4,7.633333333333333,31,12,12,10,0.05113479495048523,[]
-I_e4mIh0yE$_$1,-I_e4mIh0yE,0:0,0,0,0.0,7.466666666666667,187,12,12,10,0.05121898651123047,[]
-I_e4mIh0yE$_$3,-I_e4mIh0yE,0:0,0,0,0.0,9.133333333333333,226,12,12,10,0.03864926099777222,[]
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0:0,0,0,0.3,0.36666666666666653,2,2,2,2,0.012090355157852173,[]
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0:1,0,1,0.4,9.333333333333334,223,12,12,10,0.09492373466491699,[]
-MeTTeMJBNc$_$13,-MeTTeMJBNc,0:0,0,0,0.0,5.266666666666667,132,12,12,10,0.0974310040473938,[]
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0:0,0,0,0.0,10.5,262,12,12,10,0.1237328052520752,[]
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1:1,1,1,3.0,3.1666666666666665,5,5,5,4,0.014549434185028076,[]
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0:0,0,0,0.0,5.233333333333333,129,12,12,10,0.03862389922142029,[]
-RfYyzHpjk4$_$2,-RfYyzHpjk4,0:0,0,0,0.0,2.7666666666666666,70,12,12,10,0.04760897159576416,[]
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1:1,1,1,0.9333333333333333,0.9666666666666666,1,1,1,1,0.0,[]
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1:2,1,2,2.8666666666666667,5.5,65,12,12,10,0.05757763981819153,[]
-RfYyzHpjk4$_$8,-RfYyzHpjk4,0:0,0,0,0.0,4.566666666666666,114,12,12,10,0.06221112608909607,[]
-THoVjtIkeU$_$12,-THoVjtIkeU,0:0,0,0,0.0,14.866666666666667,371,12,12,10,0.10859367251396179,[]
-THoVjtIkeU$_$2,-THoVjtIkeU,0:0,0,0,0.0,4.266666666666667,107,12,12,10,0.09347063302993774,[]
-THoVjtIkeU$_$6,-THoVjtIkeU,0:0,0,0,0.03333333333333333,0.06666666666666654,1,1,1,1,0.0,[]
-THoVjtIkeU$_$6,-THoVjtIkeU,0:1,0,1,0.06666666666666667,0.09999999999999988,1,1,1,1,0.0,[]
-THoVjtIkeU$_$6,-THoVjtIkeU,0:2,0,2,0.1,0.13333333333333322,1,1,1,1,0.0,[]
-THoVjtIkeU$_$6,-THoVjtIkeU,0:3,0,3,0.2,0.26666666666666655,2,2,2,2,0.0002785921096801758,[]
-THoVjtIkeU$_$6,-THoVjtIkeU,0:4,0,4,0.26666666666666666,8.066666666666666,194,12,12,10,0.11542409658432007,[]
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0:0,0,0,0.3,7.866666666666666,187,12,12,10,0.09307819604873657,[]
-UacrmKiTn4$_$10,-UacrmKiTn4,0:0,0,0,0.0,7.333333333333333,182,12,12,10,0.10115012526512146,[]
-UacrmKiTn4$_$4,-UacrmKiTn4,0:0,0,0,0.0,4.733333333333333,119,12,12,10,0.07587748765945435,[]
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0:0,0,0,0.0,1.7666666666666666,45,12,12,10,0.017843246459960938,[]
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0:1,0,1,2.2333333333333334,3.6999999999999997,36,12,12,10,0.013767272233963013,[]
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1:2,1,2,1.9,3.6999999999999997,44,12,12,10,0.015823543071746826,[]
-UuX1xuaiiE$_$0,-UuX1xuaiiE,2:3,2,3,1.9,3.6999999999999997,44,12,12,10,0.00980791449546814,[]
-UuX1xuaiiE$_$0,-UuX1xuaiiE,3:4,3,4,1.9,3.6999999999999997,44,12,12,10,0.014667510986328125,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0:0,0,0,0.0,4.166666666666666,105,12,12,10,0.024044454097747803,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0:1,0,1,4.466666666666667,9.833333333333334,134,12,12,10,0.018525391817092896,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0:2,0,2,10.233333333333333,10.333333333333334,2,2,2,2,0.0028244853019714355,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1:3,1,3,0.0,4.366666666666666,109,12,12,10,0.01950860023498535,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1:4,1,4,4.833333333333333,9.833333333333334,125,12,12,10,0.036514461040496826,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2:5,2,5,0.0,4.166666666666666,105,12,12,10,0.014998912811279297,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2:6,2,6,4.466666666666667,9.833333333333334,134,12,12,10,0.03037390112876892,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3:7,3,7,0.0,4.166666666666666,105,12,12,10,0.021860599517822266,[]
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3:8,3,8,4.466666666666667,9.833333333333334,134,12,12,10,0.03403475880622864,[]
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0:0,0,0,0.0,1.2333333333333334,28,12,12,10,0.06110799312591553,[]
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0:1,0,1,3.8333333333333335,4.1,7,7,7,6,0.027525365352630615,[]
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1:2,1,2,0.6333333333333333,3.6666666666666665,76,12,12,10,0.026574790477752686,[]
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0:0,0,0,0.0,0.16666666666666655,5,5,5,4,0.0016475021839141846,[]
-UuX1xuaiiE$_$6,-UuX1xuaiiE,1:1,1,1,0.3333333333333333,8.1,192,12,12,10,0.02653852105140686,[]
-a55Q6RWvTA$_$3,-a55Q6RWvTA,0:0,0,0,0.0,22.133333333333333,554,12,12,10,0.04577714204788208,[]
-aNfi7CP8vM$_$7,-aNfi7CP8vM,0:0,0,0,0.0,8.666666666666666,215,12,12,10,0.08654198050498962,[]
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0:0,0,0,0.0,10.933333333333334,274,12,12,10,0.0665668249130249,[]
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0:0,0,0,4.5,20.53333333333333,400,12,12,10,0.09094807505607605,[]
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0:0,0,0,0.0,16.133333333333333,401,12,12,10,0.08695906400680542,[]
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1:1,1,1,16.03333333333333,16.133333333333333,2,2,2,2,0.002626776695251465,[]
-dxfTGcXJoc$_$2,-dxfTGcXJoc,0:0,0,0,0.0,16.666666666666664,417,12,12,10,0.07591411471366882,[]
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0:0,0,0,0.0,12.433333333333334,311,12,12,10,0.08499559760093689,[]
-dxfTGcXJoc$_$6,-dxfTGcXJoc,1:1,1,1,12.466666666666667,12.733333333333333,6,6,6,5,0.004723846912384033,[]
-egA8-b7-3M$_$1,-egA8-b7-3M,0:0,0,0,0.0,10.233333333333333,256,12,12,10,0.06795939803123474,[]
-egA8-b7-3M$_$13,-egA8-b7-3M,0:0,0,0,0.0,4.166666666666666,103,12,12,10,0.07484999299049377,[]
-egA8-b7-3M$_$16,-egA8-b7-3M,0:0,0,0,0.0,5.533333333333333,139,12,12,10,0.0523838996887207,[]
-egA8-b7-3M$_$17,-egA8-b7-3M,0:0,0,0,0.0,7.266666666666667,180,12,12,10,0.06749275326728821,[]
-egA8-b7-3M$_$18,-egA8-b7-3M,0:0,0,0,0.0,8.366666666666667,209,12,12,10,0.05452039837837219,[]
-egA8-b7-3M$_$20,-egA8-b7-3M,0:0,0,0,0.0,6.633333333333333,164,12,12,10,0.05827495455741882,[]
-egA8-b7-3M$_$26,-egA8-b7-3M,0:0,0,0,0.0,5.933333333333334,149,12,12,10,0.07046118378639221,[]
-egA8-b7-3M$_$6,-egA8-b7-3M,0:0,0,0,0.0,6.233333333333333,156,12,12,10,0.05356988310813904,[]
-egA8-b7-3M$_$9,-egA8-b7-3M,0:0,0,0,0.0,5.066666666666666,125,12,12,10,0.06519407033920288,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0:0,0,0,0.0,0.7924555555555554,19,12,12,10,0.08864942193031311,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0:1,0,1,1.3346666666666667,3.4200777777777778,43,12,12,10,0.09302017092704773,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0:2,0,2,3.6703333333333337,3.920577777777778,5,5,5,4,0.032999277114868164,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0:3,0,3,4.421077777777778,4.546211111111111,3,0,0,0,,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0:4,0,4,6.0894111111111116,6.131122222222222,1,0,0,0,,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1:5,1,5,1.0010000000000001,1.0427111111111111,1,1,1,1,0.0,[]
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1:6,1,6,4.0040000000000004,4.087411111111111,2,2,2,2,0.031498998403549194,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0:0,0,0,0.20854444444444445,0.2919555555555556,2,2,2,2,0.07382765412330627,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0:1,0,1,0.6673333333333333,0.8758777777777775,5,5,5,4,0.017305344343185425,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0:2,0,2,3.461788888888889,4.963288888888889,36,12,12,10,0.07978242635726929,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0:3,0,3,5.422088888888889,5.463788888888889,1,0,0,0,,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1:4,1,4,1.2095444444444445,1.8768777777777776,14,12,12,10,0.10471677780151367,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1:5,1,5,5.005,5.046711111111111,1,1,1,1,0.0,[]
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1:6,1,6,5.755755555555556,7.3406666666666665,38,12,12,10,0.07283321022987366,[]
-iRBcNs9oI8$_$3,-iRBcNs9oI8,0:0,0,0,0.0,5.605600000000001,140,12,12,10,0.09056022763252258,[]
-iRBcNs9oI8$_$6,-iRBcNs9oI8,0:0,0,0,0.0,2.8695333333333335,72,12,12,10,0.058815181255340576,[]
-iRBcNs9oI8$_$7,-iRBcNs9oI8,0:0,0,0,0.0,4.070733333333334,101,12,12,10,0.04509323835372925,[]
-iRBcNs9oI8$_$8,-iRBcNs9oI8,0:0,0,0,0.0,8.008000000000001,201,12,12,10,0.05471870303153992,[]
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0:0,0,0,0.0,0.5338666666666667,13,12,12,10,0.019960612058639526,[]
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0:1,0,1,1.5682333333333334,3.4034000000000004,45,12,12,10,0.05722898244857788,[]
-lzEya4AM_4$_$5,-lzEya4AM_4,0:0,0,0,0.0,7.666666666666666,191,12,12,10,0.05726844072341919,[]
-lzEya4AM_4$_$6,-lzEya4AM_4,0:0,0,0,0.0,2.1333333333333333,50,12,12,10,0.09613451361656189,[]
-lzEya4AM_4$_$6,-lzEya4AM_4,0:1,0,1,2.533333333333333,14.766666666666666,306,12,12,10,0.07426708936691284,[]
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,0:0,0,0,2.9696333333333333,3.336666666666667,9,9,9,8,0.012352854013442993,[]
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,1:1,1,1,3.536866666666667,5.7057,54,4,4,4,0.011397957801818848,[]
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,0:0,0,0,0.0,2.2022,56,12,12,10,0.044210582971572876,[]
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,0:0,0,0,0.0,4.170833333333333,105,12,12,10,0.037645161151885986,[]
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,0:0,0,0,0.0,4.571233333333334,115,12,12,10,0.05303955078125,[]
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,1:1,1,1,4.771433333333333,7.007000000000001,54,12,12,10,0.06703794002532959,[]
-mqbVkbCndg$_$0,-mqbVkbCndg,0:0,0,0,0.0,6.5,162,12,12,10,0.022011518478393555,[]
-qDkUB0GgYY$_$6,-qDkUB0GgYY,0:0,0,0,0.0,4.666666666666666,117,12,12,10,0.0647682249546051,[]
-ri04Z7vwnc$_$2,-ri04Z7vwnc,0:0,0,0,4.0040000000000004,6.006,47,12,12,10,0.029629021883010864,[]
-ri04Z7vwnc$_$5,-ri04Z7vwnc,0:0,0,0,0.0,3.5035111111111115,83,12,12,10,0.043156564235687256,[]
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0:0,0,0,2.1,2.1666666666666665,2,1,1,1,0.0,[]
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0:1,0,1,3.0,6.866666666666666,94,12,12,10,0.1172800064086914,[]
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1:2,1,2,0.0,6.866666666666666,170,12,12,10,0.0004509091377258301,[]
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0:0,0,0,0.8,4.766666666666667,97,12,12,10,0.07457756996154785,[]
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1:1,1,1,0.0,4.766666666666667,117,12,12,10,0.005370050668716431,[]
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0:0,0,0,2.933333333333333,4.266666666666667,33,12,12,10,0.056116580963134766,[]
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1:1,1,1,0.6333333333333333,1.5333333333333332,23,12,12,10,0.02181747555732727,[]
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1:2,1,2,1.9,1.9333333333333331,1,1,1,1,0.0,[]
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,0:0,0,0,0.0,8.366666666666667,210,12,12,10,0.0775962769985199,[]
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,0:0,0,0,0.7333333333333333,2.2666666666666666,36,12,12,10,0.09749603271484375,[]
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0:0,0,0,0.2,0.23333333333333323,1,0,0,0,,[]
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0:1,0,1,2.2333333333333334,6.933333333333333,117,12,12,10,0.0004680156707763672,[]
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1:2,1,2,4.5,6.266666666666667,44,12,12,10,0.05222064256668091,[]
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,2:3,2,3,6.4,6.933333333333333,13,12,12,10,0.027655303478240967,[]
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,0:0,0,0,0.6333333333333333,3.0999999999999996,62,12,12,10,0.07277441024780273,[]
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,1:1,1,1,0.0,3.2666666666666666,81,12,12,10,0.0009108483791351318,[]
-t217m2on-s$_$2,-t217m2on-s,0:0,0,0,0.0,5.666666666666666,142,12,12,10,0.06645947694778442,[]
-t217m2on-s$_$7,-t217m2on-s,0:0,0,0,0.0,17.166666666666664,427,12,12,10,0.06374421715736389,[]
-tANM6ETl_M$_$3,-tANM6ETl_M,0:0,0,0,0.0,5.366666666666666,133,12,12,10,0.033338457345962524,[]
-tANM6ETl_M$_$3,-tANM6ETl_M,0:1,0,1,5.733333333333333,6.733333333333333,19,12,12,10,0.01313626766204834,[]
-tANM6ETl_M$_$3,-tANM6ETl_M,1:2,1,2,0.6333333333333333,0.6666666666666665,1,1,1,1,0.0,[]
-tPCytz4rww$_$10,-tPCytz4rww,0:0,0,0,0.0,4.766666666666667,119,12,12,10,0.059059083461761475,[]
-tPCytz4rww$_$11,-tPCytz4rww,0:0,0,0,0.0,5.466666666666667,137,12,12,10,0.05546844005584717,[]
-tPCytz4rww$_$12,-tPCytz4rww,0:0,0,0,0.0,11.833333333333334,295,12,12,10,0.05719783902168274,[]
-tPCytz4rww$_$16,-tPCytz4rww,0:0,0,0,0.0,7.166666666666666,180,12,12,10,0.046442776918411255,[]
-tPCytz4rww$_$18,-tPCytz4rww,0:0,0,0,0.0,6.633333333333333,166,12,12,10,0.05658435821533203,[]
-uywlfIYOS8$_$4,-uywlfIYOS8,0:0,0,0,0.0,6.033333333333333,150,12,12,10,0.07236286997795105,[]
-vxjVxOeScU$_$4,-vxjVxOeScU,0:0,0,0,0.0,9.1,227,12,12,10,0.10730913281440735,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:0,0,0,0.0,5.366666666666666,135,12,12,10,0.06909281015396118,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:1,0,1,5.4,5.566666666666666,5,5,5,4,0.12570908665657043,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:2,0,2,5.6,5.633333333333333,1,1,1,1,0.0,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:3,0,3,5.633333333333333,5.733333333333333,2,2,2,2,0.11034372448921204,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:4,0,4,5.733333333333333,5.766666666666667,1,1,1,1,0.0,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:5,0,5,5.8,5.966666666666667,5,5,5,4,0.09006783366203308,[]
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0:6,0,6,6.0,6.033333333333333,1,1,1,1,0.0,[]
-wny0OAz3g8$_$0,-wny0OAz3g8,0:0,0,0,0.0,2.7666666666666666,70,12,12,10,0.06569522619247437,[]
-wny0OAz3g8$_$0,-wny0OAz3g8,0:1,0,1,3.2666666666666666,3.333333333333333,2,2,2,2,0.013097375631332397,[]
-wny0OAz3g8$_$0,-wny0OAz3g8,1:2,1,2,0.0,2.7666666666666666,70,12,12,10,0.0005516111850738525,[]
-wny0OAz3g8$_$0,-wny0OAz3g8,2:3,2,3,2.8666666666666667,3.333333333333333,12,12,12,10,0.036901623010635376,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,0:0,0,0,0.0,0.4999999999999999,13,12,12,10,0.036418020725250244,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,0:1,0,1,1.6666666666666667,1.7333333333333332,2,2,2,2,0.009611368179321289,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,0:2,0,2,5.466666666666667,5.733333333333333,7,7,7,6,0.02549535036087036,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,0:3,0,3,6.1,6.433333333333334,7,7,7,6,0.09871077537536621,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,1:4,1,4,0.6333333333333333,6.266666666666667,141,12,12,10,0.06849685311317444,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,2:5,2,5,0.7,0.7666666666666665,2,2,2,2,0.012244820594787598,[]
-wny0OAz3g8$_$1,-wny0OAz3g8,2:6,2,6,6.4,6.833333333333333,11,11,11,9,0.027092576026916504,[]
-wny0OAz3g8$_$2,-wny0OAz3g8,0:0,0,0,0.0,0.4999999999999999,13,12,12,10,0.034388184547424316,[]
-wny0OAz3g8$_$2,-wny0OAz3g8,0:1,0,1,6.066666666666666,6.666666666666666,13,12,12,10,0.02958926558494568,[]
-wny0OAz3g8$_$2,-wny0OAz3g8,1:2,1,2,0.03333333333333333,0.26666666666666655,6,6,6,5,0.021165132522583008,[]
-wny0OAz3g8$_$2,-wny0OAz3g8,1:3,1,3,0.6333333333333333,5.966666666666667,134,12,12,10,0.07918581366539001,[]
-wny0OAz3g8$_$2,-wny0OAz3g8,1:4,1,4,6.2,6.233333333333333,1,1,1,1,0.0,[]
-wny0OAz3g8$_$3,-wny0OAz3g8,0:0,0,0,0.0,0.46666666666666656,12,12,12,10,0.02729356288909912,[]
-wny0OAz3g8$_$3,-wny0OAz3g8,0:1,0,1,5.733333333333333,6.133333333333333,10,10,10,8,0.027677953243255615,[]
-wny0OAz3g8$_$3,-wny0OAz3g8,1:2,1,2,0.6333333333333333,5.733333333333333,125,12,12,10,0.08400174975395203,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,0:0,0,0,0.0,0.4999999999999999,13,12,12,10,0.026648372411727905,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,0:1,0,1,1.6666666666666667,1.8333333333333333,4,4,4,4,0.028217315673828125,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,0:2,0,2,2.3,2.4666666666666663,4,4,4,4,0.05113166570663452,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,0:3,0,3,2.933333333333333,3.0666666666666664,3,3,3,3,0.045405805110931396,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,0:4,0,4,6.4,6.8999999999999995,11,11,11,9,0.015900909900665283,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,1:5,1,5,0.6333333333333333,6.166666666666666,138,12,12,10,0.10268452763557434,[]
-wny0OAz3g8$_$5,-wny0OAz3g8,2:6,2,6,0.7,0.8666666666666666,4,4,4,4,0.029723256826400757,[]
-wny0OAz3g8$_$7,-wny0OAz3g8,0:0,0,0,0.0,0.4999999999999999,13,12,12,10,0.019637376070022583,[]
-wny0OAz3g8$_$7,-wny0OAz3g8,0:1,0,1,7.666666666666667,8.066666666666666,8,8,8,7,0.02903681993484497,[]
-wny0OAz3g8$_$7,-wny0OAz3g8,1:2,1,2,0.6333333333333333,7.566666666666666,173,12,12,10,0.09034103155136108,[]
-wny0OAz3g8$_$9,-wny0OAz3g8,0:0,0,0,0.0,0.36666666666666653,10,10,10,8,0.03484809398651123,[]
-wny0OAz3g8$_$9,-wny0OAz3g8,0:1,0,1,0.6666666666666666,5.5,121,12,12,10,0.09605583548545837,[]
-wny0OAz3g8$_$9,-wny0OAz3g8,0:2,0,2,5.733333333333333,6.066666666666666,8,8,8,7,0.020412206649780273,[]
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0:0,0,0,0.0,29.266666666666666,728,12,12,10,0.04323062300682068,[]
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1:1,1,1,0.0,2.7666666666666666,68,12,12,10,0.027670085430145264,[]
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,2:2,2,2,2.8666666666666667,6.633333333333333,93,12,12,10,0.05033379793167114,[]
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0:0,0,0,0.0,13.166666666666666,329,12,12,10,0.041541337966918945,[]
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,1:1,1,1,2.2666666666666666,2.6333333333333333,8,8,8,7,0.029889047145843506,[]
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,0:0,0,0,0.0,11.166666666666666,279,12,12,10,0.04905697703361511,[]
