sample_id,word_id,raw_word,ctc_start,ctc_end,whisperx_start,whisperx_end,start_abs_difference_s,end_abs_difference_s,midpoint_abs_difference_s,whisperx_score
-3g5yACwYnA$_$2,0,Key,2.4270015243902434,2.9430839503484316,1.842,2.303,0.5850015243902433,0.6400839503484317,0.6125427373693373,0.72
-3g5yACwYnA$_$2,1,Polymer,2.9430839503484316,3.264732469512195,3.044,3.384,0.10091604965156842,0.11926753048780503,0.11009179006968672,0.476
-3g5yACwYnA$_$2,2,brings,3.264732469512195,3.538133710801393,3.404,3.604,0.13926753048780505,0.06586628919860704,0.10256690984320604,0.824
-3g5yACwYnA$_$2,3,a,3.538133710801393,3.6507106925087105,3.664,3.704,0.1258662891986071,0.053289307491289684,0.08957779834494861,0.961
-3g5yACwYnA$_$2,4,technical,3.6507106925087105,4.0688537674216025,3.744,4.205,0.09328930749128972,0.13614623257839753,0.11471777003484385,0.946
-3g5yACwYnA$_$2,5,aspect,4.0688537674216025,4.422667138501742,4.385,4.686,0.31614623257839725,0.26333286149825774,0.2897395470383275,0.989
-3g5yACwYnA$_$2,6,to,4.422667138501742,4.744315657665505,4.726,4.946,0.3033328614982578,0.20168434233449517,0.2525086019163765,0.994
-3g5yACwYnA$_$2,7,our,5.289673344947735,5.805755770905923,5.867,5.967,0.5773266550522651,0.16124422909407699,0.3692854420731706,0.596
-3g5yACwYnA$_$2,8,operation,5.805755770905923,6.288228549651567,6.027,6.468,0.22124422909407748,0.1797714503484329,0.20050783972125563,0.891
-3g5yACwYnA$_$2,9,that,6.288228549651567,6.5455473649825775,6.508,6.648,0.21977145034843293,0.10245263501742219,0.16111204268292711,0.834
-3g5yACwYnA$_$2,10,we,6.5455473649825775,6.70637162456446,6.688,6.788,0.14245263501742222,0.08162837543554069,0.1120405052264819,0.834
-3g5yACwYnA$_$2,11,don't,6.70637162456446,6.979772865853658,6.828,7.028,0.12162837543554073,0.04822713414634183,0.08492775479094128,0.837
-3g5yACwYnA$_$2,12,have,6.979772865853658,7.092349847560975,7.068,7.209,0.08822713414634187,0.11665015243902488,0.10243864329268337,1.0
-3g5yACwYnA$_$2,13,internally.,7.092349847560975,7.606987478222996,7.269,7.709,0.17665015243902538,0.10201252177700404,0.1393313371080147,0.955
-3g5yACwYnA$_$3,0,We're,0.2884807046979866,0.7532551733780761,0.587,0.987,0.2985192953020134,0.23374482662192386,0.2661320609619687,0.894
-3g5yACwYnA$_$3,1,a,0.7532551733780761,1.1699495246085012,1.248,1.288,0.49474482662192387,0.11805047539149882,0.30639765100671135,0.991
-3g5yACwYnA$_$3,2,huge,1.1699495246085012,1.362269994407159,1.368,1.729,0.1980504753914989,0.3667300055928411,0.28239024049217,0.961
-3g5yACwYnA$_$3,3,user,2.1604331655480986,2.7726201062639824,2.65,2.91,0.4895668344519013,0.13737989373601778,0.3134733640939593,0.898
-3g5yACwYnA$_$3,4,of,2.7726201062639824,2.916860458612976,2.97,3.031,0.19737989373601783,0.11413954138702431,0.15575971756152107,0.756
-3g5yACwYnA$_$3,5,adhesives,2.916860458612976,3.477795162192394,3.091,3.551,0.17413954138702437,0.073204837807606,0.12367218959731519,0.959
-3g5yACwYnA$_$3,6,for,3.6989969239373606,4.215023629753915,4.212,4.433,0.5130030760626392,0.21797637024608463,0.3654897231543619,0.978
-3g5yACwYnA$_$3,7,our,4.215023629753915,4.503504334451902,4.573,4.673,0.3579763702460852,0.16949566554809792,0.26373601789709156,0.892
-3g5yACwYnA$_$3,8,"operation,",4.503504334451902,5.016358920581656,4.753,5.254,0.249495665548098,0.2376410794183439,0.24356837248322094,0.942
-3g5yACwYnA$_$3,9,called,5.141400447427294,5.657427153243849,5.635,5.835,0.4935995525727055,0.17757284675615104,0.3355861996644287,0.934
-3g5yACwYnA$_$3,10,"flocking,",5.657427153243849,6.106174916107383,5.855,6.296,0.1975728467561515,0.1898250838926172,0.1936989653243839,0.878
-3g5yACwYnA$_$3,11,and,6.106174916107383,6.490815855704699,6.636,6.756,0.5298250838926171,0.26518414429530157,0.39750461409395976,1.0
-3g5yACwYnA$_$3,12,we,6.490815855704699,7.003670441834453,7.037,7.117,0.5461841442953013,0.1133295581655469,0.32975685123042453,1.0
-3g5yACwYnA$_$3,13,don't,7.003670441834453,7.22804432326622,7.137,7.257,0.13332955816554648,0.028955676733779967,0.08114261744966322,0.943
-3g5yACwYnA$_$3,14,have,7.22804432326622,7.29215114653244,7.297,7.377,0.06895567673378,0.08484885346755977,0.07690226510066989,0.998
-3g5yACwYnA$_$3,15,the,7.29215114653244,7.388311381431768,7.397,7.457,0.10484885346756023,0.06868861856823205,0.08676873601789614,0.961
-3g5yACwYnA$_$3,16,technical,7.388311381431768,7.8050057326621936,7.517,7.958,0.12868861856823255,0.15299426733780663,0.1408414429530196,0.908
-3g5yACwYnA$_$3,17,inside,7.962100671140941,8.478127376957495,8.399,8.679,0.4368993288590577,0.20087262304250508,0.3188859759507814,0.957
-3g5yACwYnA$_$3,18,compounding,8.89164960850112,9.85642407718121,9.42,10.001,0.5283503914988792,0.14457592281878995,0.33646315715883546,0.96
-3g5yACwYnA$_$3,19,or,9.85642407718121,10.112851370246087,10.202,10.302,0.34557592281879046,0.18914862975391245,0.26736227628635145,0.752
-3g5yACwYnA$_$3,20,the,10.112851370246087,10.337225251677854,10.342,10.422,0.22914862975391337,0.08477474832214682,0.1569616890380301,0.828
-3g5yACwYnA$_$3,21,technical,10.337225251677854,10.721866191275168,10.462,10.823,0.12477474832214597,0.10113380872483191,0.11295427852348894,0.853
-3g5yACwYnA$_$3,22,expertise,10.721866191275168,11.202667365771813,10.843,11.283,0.12113380872483148,0.0803326342281867,0.1007332214765091,0.79
-3g5yACwYnA$_$3,23,to,11.202667365771813,11.330881012304253,11.323,11.403,0.12033263422818763,0.0721189876957471,0.09622581096196736,0.988
-3g5yACwYnA$_$3,24,do,11.330881012304253,11.427041247203581,11.444,11.564,0.11311898769574746,0.1369587527964189,0.1250388702460823,0.875
-3g5yACwYnA$_$3,25,these,11.427041247203581,11.619361717002239,11.584,11.744,0.15695875279641847,0.12463828299776125,0.14079851789709075,0.835
-3g5yACwYnA$_$3,26,types,11.619361717002239,11.907842421700225,11.764,11.964,0.14463828299776083,0.05615757829977497,0.10039793064876701,0.908
-3g5yACwYnA$_$3,27,of,11.907842421700225,11.971949244966446,12.004,12.065,0.09615757829977412,0.09305075503355376,0.09460416666666482,0.984
-3g5yACwYnA$_$3,28,things.,11.971949244966446,12.132216303131994,12.105,12.365,0.13305075503355468,0.23278369686800637,0.18291722595078053,1.0
-3g5yACwYnA$_$9,0,We,0.36902375461254616,0.7861810424354244,0.798,0.918,0.4289762453874539,0.13181895756457562,0.2803976014760147,0.984
-3g5yACwYnA$_$9,1,have,0.7861810424354244,0.9145371309963101,0.958,1.059,0.17181895756457555,0.14446286900368988,0.1581409132841327,0.996
-3g5yACwYnA$_$9,2,many,0.9145371309963101,1.1070712638376383,1.119,1.359,0.20446286900368993,0.25192873616236167,0.22819580258302585,1.0
-3g5yACwYnA$_$9,3,new,1.168629151291513,1.6846736623616239,1.72,1.86,0.551370848708487,0.17532633763837624,0.3633485931734315,0.999
-3g5yACwYnA$_$9,4,opportunities,1.6846736623616239,2.3745876383763838,1.94,2.462,0.2553263376383761,0.08741236162361643,0.17136934963099604,0.921
-3g5yACwYnA$_$9,5,through,2.3745876383763838,2.5189882380073803,2.502,2.802,0.12741236162361602,0.2830117619926198,0.2052120618081179,0.799
-3g5yACwYnA$_$9,6,the,2.805169280442805,3.3212137915129154,3.363,3.444,0.5578307195571952,0.12278620848708455,0.3403084640221399,0.99
-3g5yACwYnA$_$9,7,way,3.3212137915129154,3.4816589022140225,3.484,3.624,0.16278620848708458,0.1423410977859776,0.15256365313653109,1.0
-3g5yACwYnA$_$9,8,things,3.4816589022140225,3.7062820571955726,3.684,3.864,0.20234109778597764,0.1577179428044273,0.1800295202952027,1.0
-3g5yACwYnA$_$9,9,have,3.7062820571955726,3.898816190036901,3.904,4.005,0.19771794280442734,0.10618380996309895,0.15195087638376314,0.874
-3g5yACwYnA$_$9,10,changed,3.898816190036901,4.027172278597787,4.025,4.265,0.1261838099630994,0.23782772140221287,0.18200576568265614,0.981
-3g5yACwYnA$_$9,11,through,4.027172278597787,4.3480625,4.285,4.466,0.25782772140221333,0.11793750000000003,0.18788261070110712,0.856
-3g5yACwYnA$_$9,12,the,4.3480625,4.476418588560886,4.486,4.566,0.1379374999999996,0.0895814114391138,0.11375945571955626,0.83
-3g5yACwYnA$_$9,13,"years,",4.476418588560886,4.765219787822879,4.606,5.648,0.12958141143911384,0.8827802121771207,0.5061808118081172,0.975
-3g5yACwYnA$_$9,14,looking,5.147667896678968,5.663712407749078,5.668,5.868,0.5203321033210324,0.20428759225092197,0.36230984778597763,0.998
-3g5yACwYnA$_$9,15,for,5.663712407749078,5.920424584870849,5.909,6.009,0.24528759225092145,0.08857541512915112,0.16693150369003584,0.829
-3g5yACwYnA$_$9,16,new,5.920424584870849,6.080869695571956,6.109,6.209,0.18857541512915077,0.1281303044280433,0.1583528597785966,0.835
-3g5yACwYnA$_$9,17,niche,6.080869695571956,6.417804428044281,6.269,6.53,0.1881303044280438,0.11219557195571905,0.15016293819188187,0.743
-3g5yACwYnA$_$9,18,"high-end,",6.417804428044281,6.85100622693727,6.65,7.071,0.23219557195571916,0.21999377306272994,0.226094672509225,0.88
-3g5yACwYnA$_$9,19,value-added,6.85100622693727,7.396519603321034,7.091,7.632,0.2399937730627304,0.23548039667896603,0.23773708487084777,0.59
-3g5yACwYnA$_$9,20,products.,7.396519603321034,8.038300046125462,7.652,8.113,0.2554803966789665,0.07469995387453743,0.16509017527675196,0.986
-3nNcZdcdvU$_$5,0,Noncompliance,0.2574731404958678,1.464378486570248,0.582,1.565,0.3245268595041322,0.1006215134297519,0.21257418646694193,0.945
-3nNcZdcdvU$_$5,1,can,1.464378486570248,1.6896674845041324,1.665,1.905,0.20062151342975199,0.21533251549586763,0.2079770144628098,1.0
-3nNcZdcdvU$_$5,3,in,2.2046137654958677,2.623007618801653,2.667,2.747,0.4623862345041321,0.12399238119834699,0.29318930785123953,0.834
-3nNcZdcdvU$_$5,4,legal,2.623007618801653,3.0092173295454545,2.827,3.108,0.20399238119834706,0.09878267045454558,0.15138752582644632,0.937
-3nNcZdcdvU$_$5,5,liability,3.0092173295454545,3.459795325413223,3.168,3.87,0.15878267045454564,0.4102046745867769,0.28449367252066127,0.968
-3nNcZdcdvU$_$5,6,to,3.459795325413223,3.974741606404959,3.97,4.171,0.510204674586777,0.19625839359504127,0.3532315340909091,1.0
-3nNcZdcdvU$_$5,7,you,3.974741606404959,4.264398889462811,4.291,4.531,0.3162583935950414,0.2666011105371888,0.29142975206611554,1.0
-3nNcZdcdvU$_$5,8,and,4.456357954545455,4.972450025826447,5.073,5.173,0.6166420454545456,0.20054997417355303,0.4085960098140493,0.964
-3nNcZdcdvU$_$5,9,to,4.972450025826447,5.262107308884298,5.253,5.373,0.2805499741735531,0.11089269111570221,0.19572133264462765,0.999
-3nNcZdcdvU$_$5,10,the,5.262107308884298,5.423028021694215,5.413,5.494,0.15089269111570225,0.07097197830578494,0.1109323347107436,0.835
-3nNcZdcdvU$_$5,11,school,5.423028021694215,5.551764591942149,5.534,5.794,0.11097197830578498,0.2422354080578506,0.1766036931818178,0.879
-3nNcZdcdvU$_$5,12,district,5.551764591942149,5.9379743026859515,5.834,6.155,0.28223540805785063,0.21702569731404875,0.2496305526859497,0.874
-3nNcZdcdvU$_$5,13,in,5.9379743026859515,6.163263300619835,6.215,6.255,0.27702569731404836,0.09173669938016449,0.18438119834710642,0.996
-3nNcZdcdvU$_$5,14,which,6.163263300619835,6.324184013429752,6.296,6.456,0.13273669938016486,0.13181598657024818,0.13227634297520652,0.976
-3nNcZdcdvU$_$5,15,you,6.324184013429752,6.485104726239669,6.496,6.596,0.1718159865702482,0.11089527376033104,0.14135563016528963,1.0
-3nNcZdcdvU$_$5,16,are,6.485104726239669,6.646025439049588,6.676,6.777,0.1908952737603311,0.1309745609504125,0.1609349173553718,0.833
-3nNcZdcdvU$_$5,17,employed.,6.646025439049588,6.967866864669421,6.817,7.258,0.17097456095041252,0.2901331353305787,0.23055384814049562,1.0
-571d8cVauQ$_$0,0,This,0.6272963709677419,1.1434006048387095,1.078,1.179,0.45070362903225814,0.035599395161290515,0.24315151209677432,0.205
-571d8cVauQ$_$0,1,is,1.1434006048387095,1.2078175403225806,1.239,1.299,0.09559939516129057,0.09118245967741934,0.09339092741935484,0.463
-571d8cVauQ$_$0,2,Rhett,1.2078175403225806,1.4654852822580646,1.339,1.52,0.13118245967741937,0.05451471774193539,0.0928485887096775,0.769
-571d8cVauQ$_$0,4,White,1.7553614919354836,1.9486122983870966,1.962,2.143,0.20663850806451634,0.1943877016129032,0.20051310483870977,0.904
-571d8cVauQ$_$0,5,Caspian,1.9486122983870966,2.4639477822580647,2.163,2.605,0.21438770161290321,0.14105221774193533,0.1777199596774195,0.781
-571d8cVauQ$_$0,6,Studios,2.4639477822580647,2.9792832661290323,2.645,3.087,0.18105221774193536,0.10771673387096792,0.14438447580645164,0.993
-571d8cVauQ$_$0,7,on,2.9792832661290323,3.108117137096774,3.167,3.248,0.18771673387096754,0.13988286290322627,0.1637997983870969,0.753
-571d8cVauQ$_$0,8,behalf,3.108117137096774,3.3979933467741934,3.268,3.569,0.15988286290322584,0.17100665322580655,0.16544475806451597,0.908
-571d8cVauQ$_$0,9,of,3.3979933467741934,3.5912441532258064,3.609,3.669,0.21100665322580658,0.07775584677419367,0.14438125000000013,0.998
-571d8cVauQ$_$0,10,Expert,3.5912441532258064,3.977745766129032,3.75,4.071,0.15875584677419363,0.09325423387096787,0.12600504032258097,0.946
-571d8cVauQ$_$0,11,Village.,3.977745766129032,4.13878810483871,4.111,4.433,0.1332542338709679,0.29421189516128976,0.2137330645161284,0.986
-571d8cVauQ$_$5,0,So,0.2406886942675159,0.529515127388535,0.158,0.198,0.0826886942675159,0.331515127388535,0.20710191082802545,0.14
-571d8cVauQ$_$5,1,very,0.529515127388535,0.7541579087048832,0.759,0.979,0.229484872611465,0.22484209129511679,0.22716348195329084,0.913
-571d8cVauQ$_$5,2,important,0.7541579087048832,1.1071679936305732,1.019,1.359,0.2648420912951167,0.2518320063694268,0.2583370488322717,1.0
-571d8cVauQ$_$5,3,to,1.1071679936305732,1.3959944267515922,1.399,1.48,0.29183200636942686,0.08400557324840774,0.1879187898089174,0.998
-571d8cVauQ$_$5,4,go,1.3959944267515922,1.5885453821656048,1.6,1.78,0.20400557324840785,0.1914546178343952,0.19773009554140153,0.926
-571d8cVauQ$_$5,5,out,1.5885453821656048,1.813188163481953,1.92,2.06,0.3314546178343951,0.24681183651804695,0.28913322717622103,0.838
-571d8cVauQ$_$5,6,to,1.9389787685774946,2.4550246815286623,2.461,2.621,0.5220212314225052,0.16597531847133773,0.3439982749469217,1.0
-571d8cVauQ$_$5,7,the,2.4550246815286623,2.647575636942675,2.661,2.721,0.20597531847133776,0.07342436305732525,0.1396998407643315,0.986
-571d8cVauQ$_$5,8,"locations,",2.647575636942675,3.3215039808917197,2.801,3.382,0.15342436305732532,0.0604960191082804,0.10696019108280308,0.923
-571d8cVauQ$_$5,9,walk,3.3215039808917197,3.802881369426751,3.802,4.062,0.4804960191082803,0.25911863057324913,0.3698073248407645,0.969
-571d8cVauQ$_$5,10,"around,",3.802881369426751,4.252166932059447,4.123,4.483,0.3201186305732491,0.23083306794055236,0.2754758492569005,0.932
-571d8cVauQ$_$5,11,talk,4.252166932059447,4.733544320594479,4.723,4.964,0.4708330679405526,0.23045567940552125,0.3506443736730369,1.0
-571d8cVauQ$_$5,12,with,4.733544320594479,4.990278927813163,5.004,5.104,0.2704556794055204,0.11372107218683691,0.19208837579617866,0.886
-571d8cVauQ$_$5,13,the,4.990278927813163,5.118646231422504,5.144,5.224,0.15372107218683695,0.1053537685774959,0.12953742038216642,1.0
-571d8cVauQ$_$5,14,owners,5.118646231422504,5.50374814225053,5.324,5.564,0.20535376857749554,0.06025185774946973,0.1328028131634822,0.972
-571d8cVauQ$_$5,15,if,5.50374814225053,5.632115445859872,5.644,5.704,0.1402518577494698,0.0718845541401274,0.10606820594479816,1.0
-571d8cVauQ$_$5,16,you,5.632115445859872,5.728390923566879,5.744,5.845,0.11188455414012743,0.11660907643312068,0.11424681528662406,0.957
-571d8cVauQ$_$5,17,"can,",5.728390923566879,5.920941878980891,5.885,6.145,0.15660907643312072,0.22405812101910882,0.19033359872611477,0.853
-571d8cVauQ$_$5,18,tell,5.950457006369426,6.466502919320593,6.465,6.665,0.5145429936305739,0.19849708067940686,0.35652003715499037,0.877
-571d8cVauQ$_$5,19,them,6.466502919320593,6.691145700636943,6.685,6.806,0.21849708067940643,0.11485429936305724,0.16667569002123184,0.999
-571d8cVauQ$_$5,20,what,6.691145700636943,6.85160483014862,6.846,6.966,0.15485429936305728,0.1143951698513801,0.1346247346072187,0.958
-571d8cVauQ$_$5,21,you're,6.85160483014862,7.092293524416135,6.986,7.166,0.13439516985137967,0.07370647558386523,0.10405082271762245,0.889
-571d8cVauQ$_$5,22,"doing,",7.092293524416135,7.172523089171975,7.186,7.406,0.0937064755838648,0.23347691082802502,0.1635916932059449,0.872
-571d8cVauQ$_$5,23,build,7.202038216560509,7.718084129511677,7.707,7.927,0.5049617834394908,0.2089158704883225,0.3569388269639062,0.813
-571d8cVauQ$_$5,24,a,7.718084129511677,7.910635084925689,7.967,8.007,0.24891587048832253,0.09636491507431089,0.1726403927813167,0.504
-571d8cVauQ$_$5,25,little,7.910635084925689,8.055048301486199,8.047,8.267,0.1363649150743118,0.21195169851380058,0.1741583067940562,0.968
-571d8cVauQ$_$5,26,"excitement,",8.055048301486199,8.424104299363057,8.327,8.848,0.2719516985138011,0.42389570063694393,0.3479236995753734,0.911
-571d8cVauQ$_$5,27,put,8.902904989384288,9.418950902335457,9.429,9.549,0.5260950106157125,0.13004909766454276,0.3280720541401285,0.788
-571d8cVauQ$_$5,28,a,9.418950902335457,9.53127229299363,9.569,9.589,0.1500490976645441,0.057727707006369755,0.10388840233545693,0.996
-571d8cVauQ$_$5,29,little,9.53127229299363,9.643593683651805,9.629,9.809,0.0977277070063689,0.1654063163481947,0.1315670116772818,0.932
-571d8cVauQ$_$5,30,glitz,9.643593683651805,10.0928792462845,9.849,10.169,0.20540631634819562,0.0761207537155002,0.1407635350318479,0.976
-571d8cVauQ$_$5,31,on,10.0928792462845,10.221246549893841,10.29,10.39,0.19712075371549886,0.16875345010615916,0.18293710191082901,0.833
-571d8cVauQ$_$5,32,there,10.221246549893841,10.44588933121019,10.41,10.63,0.18875345010615874,0.18411066878981153,0.18643205944798513,0.919
-571d8cVauQ$_$5,33,and,10.700047239915074,11.216093152866241,11.251,11.351,0.5509527600849253,0.13490684713375956,0.34292980360934244,0.96
-571d8cVauQ$_$5,34,let,11.216093152866241,11.537011411889596,11.551,11.691,0.33490684713375884,0.15398858811040483,0.24444771762208184,0.959
-571d8cVauQ$_$5,35,everybody,11.537011411889596,11.729562367303608,11.731,12.072,0.19398858811040398,0.3424376326963916,0.2682131104033987,0.886
-571d8cVauQ$_$5,37,this,12.27254670912951,12.788592622080678,12.732,12.913,0.4594532908704885,0.12440737791932222,0.29193033439490534,0.99
-571d8cVauQ$_$5,38,is,12.788592622080678,12.981143577494691,12.993,13.073,0.2044073779193223,0.0918564225053089,0.1481319002123156,1.0
-571d8cVauQ$_$5,39,a,12.981143577494691,13.141602707006367,13.153,13.193,0.17185642250530897,0.051397292993632604,0.11162685774947079,1.0
-571d8cVauQ$_$5,40,very,13.141602707006367,13.33415366242038,13.333,13.573,0.19139729299363317,0.23884633757961993,0.21512181528662655,0.931
-571d8cVauQ$_$5,41,valuable,13.33415366242038,13.719255573248407,13.693,14.194,0.35884633757961915,0.47474442675159345,0.4167953821656063,0.938
-571d8cVauQ$_$5,42,spot.,13.74877070063694,14.26481661358811,14.254,14.574,0.5052292993630587,0.30918338641189,0.40720634288747526,0.938
-6rXp3zJ3kc$_$8,0,Many,0.22459949622166245,0.4973274559193954,0.521,0.721,0.2964005037783376,0.22367254408060455,0.2600365239294711,0.936
-6rXp3zJ3kc$_$8,1,people,0.4973274559193954,0.7540125944584382,0.761,1.022,0.2636725440806046,0.26798740554156186,0.2658299748110832,0.926
-6rXp3zJ3kc$_$8,2,are,0.7540125944584382,1.010697732997481,1.062,1.142,0.3079874055415619,0.131302267002519,0.21964483627204046,0.935
-6rXp3zJ3kc$_$8,3,not,1.010697732997481,1.2352972292191433,1.242,1.523,0.2313022670025191,0.2877027707808566,0.25950251889168785,0.989
-6rXp3zJ3kc$_$8,4,until,1.2352972292191433,1.6844962216624682,1.583,1.843,0.34770277078085665,0.15850377833753182,0.25310327455919424,0.884
-6rXp3zJ3kc$_$8,5,they,1.6844962216624682,1.84492443324937,1.863,1.984,0.17850377833753184,0.13907556675063004,0.15878967254408094,0.999
-6rXp3zJ3kc$_$8,6,get,1.84492443324937,2.037438287153652,2.024,2.204,0.17907556675063008,0.16656171284634835,0.17281863979848922,0.784
-6rXp3zJ3kc$_$8,7,to,2.037438287153652,2.2620377833753142,2.244,2.344,0.2065617128463484,0.08196221662468561,0.144261964735517,0.985
-6rXp3zJ3kc$_$8,8,be,2.2620377833753142,2.390380352644836,2.384,2.565,0.12196221662468565,0.174619647355164,0.1482909319899246,0.808
-6rXp3zJ3kc$_$8,9,a,2.390380352644836,2.5508085642317377,2.645,2.705,0.25461964735516407,0.15419143576826233,0.20440554156171342,0.667
-6rXp3zJ3kc$_$8,10,older,2.6764785894206544,3.4492065491183874,3.326,3.566,0.6495214105793456,0.11679345088161242,0.3831574307304788,0.975
-6rXp3zJ3kc$_$8,11,age,3.4492065491183874,3.609634760705289,3.787,3.947,0.3377934508816125,0.33736523929471085,0.33757934508816145,0.989
-6rXp3zJ3kc$_$8,12,and,3.609634760705289,3.9625768261964733,4.007,4.087,0.39736523929471046,0.12442317380352641,0.26089420654911866,0.88
-6rXp3zJ3kc$_$8,13,they,3.9625768261964733,4.123005037783375,4.127,4.268,0.16442317380352645,0.1449949622166251,0.15470906801007622,0.891
-6rXp3zJ3kc$_$8,14,realize,4.123005037783375,4.636375314861461,4.328,4.789,0.2049949622166256,0.1526246851385391,0.1788098236775819,0.85
-6rXp3zJ3kc$_$8,15,that,4.636375314861461,4.828889168765743,4.809,4.989,0.17262468513853957,0.16011083123425696,0.16636775818639826,0.893
-6rXp3zJ3kc$_$8,16,gosh,4.828889168765743,5.310173803526448,5.069,5.61,0.24011083123425703,0.29982619647355246,0.26996851385390475,0.921
-6rXp3zJ3kc$_$8,18,wasted,5.727287153652393,6.240657430730478,6.011,6.331,0.2837128463476075,0.09034256926952278,0.18702770780856515,0.922
-6rXp3zJ3kc$_$8,19,a,6.240657430730478,6.336914357682619,6.351,6.391,0.11034256926952235,0.05408564231738122,0.08221410579345223,0.499
-6rXp3zJ3kc$_$8,20,lot,6.336914357682619,6.43317128463476,6.431,6.592,0.09408564231738126,0.15882871536523968,0.12645717884131003,0.847
-6rXp3zJ3kc$_$8,21,of,6.43317128463476,6.593599496221662,6.612,6.672,0.17882871536524014,0.07840050377833752,0.12861460957178883,0.748
-6rXp3zJ3kc$_$8,22,time,6.593599496221662,6.7540277078085635,6.732,7.093,0.138400503778338,0.33897229219143643,0.23868639798488767,1.0
-6rXp3zJ3kc$_$8,23,and,6.7540277078085635,7.106969773299747,7.153,7.253,0.39897229219143604,0.1460302267002529,0.2725012594458449,0.336
-6rXp3zJ3kc$_$8,24,money,7.106969773299747,7.33156926952141,7.333,8.736,0.22603022670025297,1.404430730478591,0.815230478589422,0.946
-6rXp3zJ3kc$_$8,25,in,8.002695214105792,8.711251889168764,8.976,9.076,0.973304785894209,0.36474811083123626,0.6690264483627226,0.862
-6rXp3zJ3kc$_$8,26,placing,8.933178841309822,9.529435768261964,9.297,9.637,0.36382115869017895,0.10756423173803675,0.23569269521410696,1.0
-6rXp3zJ3kc$_$8,27,bets,9.529435768261964,9.898420654911838,9.697,9.958,0.16756423173803547,0.05957934508816187,0.11357178841309956,0.89
-6rXp3zJ3kc$_$8,28,on,9.898420654911838,9.994677581863979,10.038,10.118,0.13957934508816194,0.12332241813602174,0.13145088161209184,0.836
-6rXp3zJ3kc$_$8,29,stock,9.994677581863979,10.187191435768261,10.178,10.479,0.18332241813602224,0.2918085642317383,0.23756549118388115,1.0
-6rXp3zJ3kc$_$8,30,that's,10.187191435768261,10.684518891687656,10.519,10.739,0.3318085642317392,0.05448110831234487,0.19314483627204293,0.811
-6rXp3zJ3kc$_$8,31,ultimately,10.684518891687656,11.278103274559193,10.899,11.38,0.21448110831234324,0.10189672544080786,0.15818891687657555,0.976
-6rXp3zJ3kc$_$8,32,lost,11.278103274559193,11.631045340050376,11.46,11.741,0.18189672544080793,0.10995465994962395,0.14592569269521505,1.0
-6rXp3zJ3kc$_$8,33,value.,11.631045340050376,11.855644836272038,11.841,12.242,0.2099546599496236,0.38635516372796275,0.29815491183879406,0.904
-9y-fZ3swSY$_$0,2,can,0.2091452380952381,0.27349761904761904,0.295,0.415,0.08585476190476188,0.14150238095238094,0.1136785714285714,0.424
