sample_id,video_id,episode_a,face_id_a,episode_b,face_id_b,cosine_similarity,episode_a_valid_embeddings,episode_b_valid_embeddings,episode_a_dispersion,episode_b_dispersion
-THoVjtIkeU$_$6,-THoVjtIkeU,1,0,3,0,0.8082872033119202,1,2,0.0,0.0002785921096801758
-THoVjtIkeU$_$6,-THoVjtIkeU,1,0,4,0,0.7696284651756287,1,12,0.0,0.11542409658432007
-THoVjtIkeU$_$6,-THoVjtIkeU,2,0,3,0,0.5863542556762695,1,2,0.0,0.0002785921096801758
-THoVjtIkeU$_$6,-THoVjtIkeU,2,0,4,0,0.5824203491210938,1,12,0.0,0.11542409658432007
-THoVjtIkeU$_$6,-THoVjtIkeU,3,0,4,0,0.8608724474906921,2,12,0.0002785921096801758,0.11542409658432007
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,0,1,0,-0.02290213666856289,12,12,0.017843246459960938,0.013767272233963013
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,0,2,1,0.07571637630462646,12,12,0.017843246459960938,0.015823543071746826
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,0,3,2,0.018927820026874542,12,12,0.017843246459960938,0.00980791449546814
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,0,4,3,-0.04705054685473442,12,12,0.017843246459960938,0.014667510986328125
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,0,2,1,0.04334937781095505,12,12,0.013767272233963013,0.015823543071746826
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,0,3,2,0.25046443939208984,12,12,0.013767272233963013,0.00980791449546814
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,0,4,3,0.23424190282821655,12,12,0.013767272233963013,0.014667510986328125
-UuX1xuaiiE$_$0,-UuX1xuaiiE,2,1,3,2,-0.0114234434440732,12,12,0.015823543071746826,0.00980791449546814
-UuX1xuaiiE$_$0,-UuX1xuaiiE,2,1,4,3,-0.02267814427614212,12,12,0.015823543071746826,0.014667510986328125
-UuX1xuaiiE$_$0,-UuX1xuaiiE,3,2,4,3,0.08562105894088745,12,12,0.00980791449546814,0.014667510986328125
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,1,0,-0.14809918403625488,12,12,0.024044454097747803,0.018525391817092896
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,2,0,0.0002286834642291069,12,2,0.024044454097747803,0.0028244853019714355
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,3,1,-0.01119164377450943,12,12,0.024044454097747803,0.01950860023498535
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,4,1,-0.03860722482204437,12,12,0.024044454097747803,0.036514461040496826
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,5,2,0.06565684080123901,12,12,0.024044454097747803,0.014998912811279297
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,6,2,0.023846853524446487,12,12,0.024044454097747803,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,7,3,0.24605196714401245,12,12,0.024044454097747803,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,0,8,3,0.08817905187606812,12,12,0.024044454097747803,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,2,0,0.0370042584836483,12,2,0.018525391817092896,0.0028244853019714355
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,3,1,-0.000880163162946701,12,12,0.018525391817092896,0.01950860023498535
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,4,1,0.07668116688728333,12,12,0.018525391817092896,0.036514461040496826
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,5,2,0.03254132345318794,12,12,0.018525391817092896,0.014998912811279297
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,6,2,0.06318440288305283,12,12,0.018525391817092896,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,7,3,-0.013182787224650383,12,12,0.018525391817092896,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,0,8,3,0.057306304574012756,12,12,0.018525391817092896,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,3,1,0.030958320945501328,2,12,0.0028244853019714355,0.01950860023498535
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,4,1,0.010002406314015388,2,12,0.0028244853019714355,0.036514461040496826
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,5,2,-0.036698270589113235,2,12,0.0028244853019714355,0.014998912811279297
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,6,2,0.1635667085647583,2,12,0.0028244853019714355,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,7,3,0.01384342834353447,2,12,0.0028244853019714355,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,0,8,3,-0.04182394593954086,2,12,0.0028244853019714355,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,1,4,1,0.0414988249540329,12,12,0.01950860023498535,0.036514461040496826
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,1,5,2,0.001816422212868929,12,12,0.01950860023498535,0.014998912811279297
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,1,6,2,0.07906720787286758,12,12,0.01950860023498535,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,1,7,3,0.08012591302394867,12,12,0.01950860023498535,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,1,8,3,0.08232331275939941,12,12,0.01950860023498535,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,4,1,5,2,0.06221896409988403,12,12,0.036514461040496826,0.014998912811279297
-UuX1xuaiiE$_$1,-UuX1xuaiiE,4,1,6,2,0.11646431684494019,12,12,0.036514461040496826,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,4,1,7,3,0.05946086719632149,12,12,0.036514461040496826,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,4,1,8,3,0.21705244481563568,12,12,0.036514461040496826,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,5,2,6,2,0.041821397840976715,12,12,0.014998912811279297,0.03037390112876892
-UuX1xuaiiE$_$1,-UuX1xuaiiE,5,2,7,3,0.2004360854625702,12,12,0.014998912811279297,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,5,2,8,3,0.08138351142406464,12,12,0.014998912811279297,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,6,2,7,3,0.026637140661478043,12,12,0.03037390112876892,0.021860599517822266
-UuX1xuaiiE$_$1,-UuX1xuaiiE,6,2,8,3,0.025866834446787834,12,12,0.03037390112876892,0.03403475880622864
-UuX1xuaiiE$_$1,-UuX1xuaiiE,7,3,8,3,0.1151140034198761,12,12,0.021860599517822266,0.03403475880622864
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,0,1,0,-0.014146743342280388,12,7,0.06110799312591553,0.027525365352630615
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,0,2,1,0.8557148575782776,12,12,0.06110799312591553,0.026574790477752686
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,0,2,1,-0.01333652250468731,7,12,0.027525365352630615,0.026574790477752686
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0,0,1,1,0.92254239320755,5,12,0.0016475021839141846,0.02653852105140686
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0,0,1,1,0.8964794874191284,12,2,0.08695906400680542,0.002626776695251465
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0,0,1,1,0.9125803112983704,12,6,0.08499559760093689,0.004723846912384033
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,1,0,0.636267900466919,12,12,0.08864942193031311,0.09302017092704773
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,2,0,0.49017536640167236,12,5,0.08864942193031311,0.032999277114868164
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,3,0,,12,0,0.08864942193031311,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,4,0,,12,0,0.08864942193031311,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,5,1,0.6569353342056274,12,1,0.08864942193031311,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,0,6,1,0.5416455268859863,12,2,0.08864942193031311,0.031498998403549194
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,0,2,0,0.5833542346954346,12,5,0.09302017092704773,0.032999277114868164
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,0,3,0,,12,0,0.09302017092704773,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,0,4,0,,12,0,0.09302017092704773,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,0,5,1,0.4665529131889343,12,1,0.09302017092704773,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,0,6,1,0.5544828176498413,12,2,0.09302017092704773,0.031498998403549194
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,0,3,0,,5,0,0.032999277114868164,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,0,4,0,,5,0,0.032999277114868164,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,0,5,1,0.3938431739807129,5,1,0.032999277114868164,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,0,6,1,0.800507664680481,5,2,0.032999277114868164,0.031498998403549194
-hnBHBN8p5A$_$6,-hnBHBN8p5A,3,0,4,0,,0,0,,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,3,0,5,1,,0,1,,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,3,0,6,1,,0,2,,0.031498998403549194
-hnBHBN8p5A$_$6,-hnBHBN8p5A,4,0,5,1,,0,1,,0.0
-hnBHBN8p5A$_$6,-hnBHBN8p5A,4,0,6,1,,0,2,,0.031498998403549194
-hnBHBN8p5A$_$6,-hnBHBN8p5A,5,1,6,1,0.46094852685928345,1,2,0.0,0.031498998403549194
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,1,0,0.48998141288757324,2,5,0.07382765412330627,0.017305344343185425
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,2,0,0.34420397877693176,2,12,0.07382765412330627,0.07978242635726929
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,3,0,,2,0,0.07382765412330627,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,4,1,0.28141286969184875,2,12,0.07382765412330627,0.10471677780151367
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,5,1,0.3008171319961548,2,1,0.07382765412330627,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,0,6,1,0.35368406772613525,2,12,0.07382765412330627,0.07283321022987366
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,2,0,0.612838089466095,5,12,0.017305344343185425,0.07978242635726929
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,3,0,,5,0,0.017305344343185425,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,4,1,0.4678958058357239,5,12,0.017305344343185425,0.10471677780151367
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,5,1,0.5738878846168518,5,1,0.017305344343185425,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,6,1,0.6690270900726318,5,12,0.017305344343185425,0.07283321022987366
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,3,0,,12,0,0.07978242635726929,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,4,1,0.520222544670105,12,12,0.07978242635726929,0.10471677780151367
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,5,1,0.7496563792228699,12,1,0.07978242635726929,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,6,1,0.8418059349060059,12,12,0.07978242635726929,0.07283321022987366
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,4,1,,0,12,,0.10471677780151367
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,5,1,,0,1,,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,6,1,,0,12,,0.07283321022987366
-hnBHBN8p5A$_$7,-hnBHBN8p5A,4,1,5,1,0.48722565174102783,12,1,0.10471677780151367,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,4,1,6,1,0.5196192264556885,12,12,0.10471677780151367,0.07283321022987366
-hnBHBN8p5A$_$7,-hnBHBN8p5A,5,1,6,1,0.787344217300415,1,12,0.0,0.07283321022987366
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,0,1,0,0.9424197673797607,12,12,0.019960612058639526,0.05722898244857788
-lzEya4AM_4$_$6,-lzEya4AM_4,0,0,1,0,0.8654859066009521,12,12,0.09613451361656189,0.07426708936691284
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,0,0,1,1,-0.018008772283792496,9,4,0.012352854013442993,0.011397957801818848
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,0,0,1,1,0.9127048254013062,12,12,0.05303955078125,0.06703794002532959
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,0,1,0,0.1224091649055481,1,12,0.0,0.1172800064086914
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,0,2,1,0.09616850316524506,1,12,0.0,0.0004509091377258301
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1,0,2,1,0.613270103931427,12,12,0.1172800064086914,0.0004509091377258301
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0,0,1,1,0.5865528583526611,12,12,0.07457756996154785,0.005370050668716431
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,0,1,1,-0.02048410102725029,12,12,0.056116580963134766,0.02181747555732727
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,0,2,1,-0.0075446609407663345,12,1,0.056116580963134766,0.0
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,1,2,1,-0.01558773685246706,12,1,0.02181747555732727,0.0
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,1,0,,0,12,,0.0004680156707763672
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,2,1,,0,12,,0.05222064256668091
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,3,2,,0,12,,0.027655303478240967
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,0,2,1,0.5193353891372681,12,12,0.0004680156707763672,0.05222064256668091
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,0,3,2,0.606001615524292,12,12,0.0004680156707763672,0.027655303478240967
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,2,1,3,2,0.6698969006538391,12,12,0.05222064256668091,0.027655303478240967
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,0,0,1,1,0.6500895619392395,12,12,0.07277441024780273,0.0009108483791351318
-tANM6ETl_M$_$3,-tANM6ETl_M,0,0,1,0,0.9347190260887146,12,12,0.033338457345962524,0.01313626766204834
-tANM6ETl_M$_$3,-tANM6ETl_M,0,0,2,1,-0.07055482268333435,12,1,0.033338457345962524,0.0
-tANM6ETl_M$_$3,-tANM6ETl_M,1,0,2,1,-0.055707115679979324,12,1,0.01313626766204834,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,1,0,0.6946372985839844,12,5,0.06909281015396118,0.12570908665657043
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,2,0,0.18369212746620178,12,1,0.06909281015396118,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,3,0,-0.006477019749581814,12,2,0.06909281015396118,0.11034372448921204
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,4,0,0.16542543470859528,12,1,0.06909281015396118,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,5,0,0.6484231948852539,12,5,0.06909281015396118,0.09006783366203308
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,0,6,0,0.7663924694061279,12,1,0.06909281015396118,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,0,2,0,0.3179783225059509,5,1,0.12570908665657043,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,0,3,0,0.019538462162017822,5,2,0.12570908665657043,0.11034372448921204
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,0,4,0,0.23957383632659912,5,1,0.12570908665657043,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,0,5,0,0.6619656085968018,5,5,0.12570908665657043,0.09006783366203308
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,0,6,0,0.6289635896682739,5,1,0.12570908665657043,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,0,3,0,0.4738163948059082,1,2,0.0,0.11034372448921204
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,0,4,0,0.5129552483558655,1,1,0.0,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,0,5,0,0.2825533449649811,1,5,0.0,0.09006783366203308
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,0,6,0,0.20806103944778442,1,1,0.0,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,3,0,4,0,0.34811270236968994,2,1,0.11034372448921204,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,3,0,5,0,0.08068670332431793,2,5,0.11034372448921204,0.09006783366203308
-wMB_hJL-3o$_$7,-wMB_hJL-3o,3,0,6,0,0.04187346249818802,2,1,0.11034372448921204,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,4,0,5,0,0.29305344820022583,1,5,0.0,0.09006783366203308
-wMB_hJL-3o$_$7,-wMB_hJL-3o,4,0,6,0,0.18454433977603912,1,1,0.0,0.0
-wMB_hJL-3o$_$7,-wMB_hJL-3o,5,0,6,0,0.8056508302688599,5,1,0.09006783366203308,0.0
-wny0OAz3g8$_$0,-wny0OAz3g8,0,0,1,0,0.17182809114456177,12,2,0.06569522619247437,0.013097375631332397
-wny0OAz3g8$_$0,-wny0OAz3g8,0,0,2,1,0.04358754679560661,12,12,0.06569522619247437,0.0005516111850738525
-wny0OAz3g8$_$0,-wny0OAz3g8,0,0,3,2,0.8835961818695068,12,12,0.06569522619247437,0.036901623010635376
-wny0OAz3g8$_$0,-wny0OAz3g8,1,0,2,1,0.1875292956829071,2,12,0.013097375631332397,0.0005516111850738525
-wny0OAz3g8$_$0,-wny0OAz3g8,1,0,3,2,0.14767524600028992,2,12,0.013097375631332397,0.036901623010635376
-wny0OAz3g8$_$0,-wny0OAz3g8,2,1,3,2,0.04530223086476326,12,12,0.0005516111850738525,0.036901623010635376
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,1,0,0.16569842398166656,12,2,0.036418020725250244,0.009611368179321289
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,2,0,0.14045003056526184,12,7,0.036418020725250244,0.02549535036087036
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,3,0,0.12506558001041412,12,7,0.036418020725250244,0.09871077537536621
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,4,1,0.9394010305404663,12,12,0.036418020725250244,0.06849685311317444
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,5,2,0.1675608903169632,12,2,0.036418020725250244,0.012244820594787598
-wny0OAz3g8$_$1,-wny0OAz3g8,0,0,6,2,0.8895067572593689,12,11,0.036418020725250244,0.027092576026916504
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0,2,0,0.9687488079071045,2,7,0.009611368179321289,0.02549535036087036
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0,3,0,0.8900196552276611,2,7,0.009611368179321289,0.09871077537536621
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0,4,1,0.16066256165504456,2,12,0.009611368179321289,0.06849685311317444
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0,5,2,0.9982945322990417,2,2,0.009611368179321289,0.012244820594787598
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0,6,2,0.13921818137168884,2,11,0.009611368179321289,0.027092576026916504
-wny0OAz3g8$_$1,-wny0OAz3g8,2,0,3,0,0.9107188582420349,7,7,0.02549535036087036,0.09871077537536621
-wny0OAz3g8$_$1,-wny0OAz3g8,2,0,4,1,0.14305001497268677,7,12,0.02549535036087036,0.06849685311317444
-wny0OAz3g8$_$1,-wny0OAz3g8,2,0,5,2,0.9693524837493896,7,2,0.02549535036087036,0.012244820594787598
-wny0OAz3g8$_$1,-wny0OAz3g8,2,0,6,2,0.12380114197731018,7,11,0.02549535036087036,0.027092576026916504
-wny0OAz3g8$_$1,-wny0OAz3g8,3,0,4,1,0.11775540560483932,7,12,0.09871077537536621,0.06849685311317444
-wny0OAz3g8$_$1,-wny0OAz3g8,3,0,5,2,0.8909252285957336,7,2,0.09871077537536621,0.012244820594787598
-wny0OAz3g8$_$1,-wny0OAz3g8,3,0,6,2,0.11931563913822174,7,11,0.09871077537536621,0.027092576026916504
-wny0OAz3g8$_$1,-wny0OAz3g8,4,1,5,2,0.16227103769779205,12,2,0.06849685311317444,0.012244820594787598
-wny0OAz3g8$_$1,-wny0OAz3g8,4,1,6,2,0.8830758333206177,12,11,0.06849685311317444,0.027092576026916504
-wny0OAz3g8$_$1,-wny0OAz3g8,5,2,6,2,0.14154914021492004,2,11,0.012244820594787598,0.027092576026916504
-wny0OAz3g8$_$2,-wny0OAz3g8,0,0,1,0,0.8633501529693604,12,12,0.034388184547424316,0.02958926558494568
-wny0OAz3g8$_$2,-wny0OAz3g8,0,0,2,1,0.1387856900691986,12,6,0.034388184547424316,0.021165132522583008
-wny0OAz3g8$_$2,-wny0OAz3g8,0,0,3,1,0.9051228165626526,12,12,0.034388184547424316,0.07918581366539001
-wny0OAz3g8$_$2,-wny0OAz3g8,0,0,4,1,0.08704725652933121,12,1,0.034388184547424316,0.0
-wny0OAz3g8$_$2,-wny0OAz3g8,1,0,2,1,0.15361496806144714,12,6,0.02958926558494568,0.021165132522583008
-wny0OAz3g8$_$2,-wny0OAz3g8,1,0,3,1,0.9020189046859741,12,12,0.02958926558494568,0.07918581366539001
-wny0OAz3g8$_$2,-wny0OAz3g8,1,0,4,1,0.05312203988432884,12,1,0.02958926558494568,0.0
-wny0OAz3g8$_$2,-wny0OAz3g8,2,1,3,1,0.15077270567417145,6,12,0.021165132522583008,0.07918581366539001
-wny0OAz3g8$_$2,-wny0OAz3g8,2,1,4,1,0.1553920954465866,6,1,0.021165132522583008,0.0
-wny0OAz3g8$_$2,-wny0OAz3g8,3,1,4,1,0.06423529237508774,12,1,0.07918581366539001,0.0
-wny0OAz3g8$_$3,-wny0OAz3g8,0,0,1,0,0.8677240610122681,12,10,0.02729356288909912,0.027677953243255615
-wny0OAz3g8$_$3,-wny0OAz3g8,0,0,2,1,0.9214442372322083,12,12,0.02729356288909912,0.08400174975395203
-wny0OAz3g8$_$3,-wny0OAz3g8,1,0,2,1,0.9266636371612549,10,12,0.027677953243255615,0.08400174975395203
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,1,0,0.10952028632164001,12,4,0.026648372411727905,0.028217315673828125
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,2,0,0.1221119612455368,12,4,0.026648372411727905,0.05113166570663452
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,3,0,0.12201670557260513,12,3,0.026648372411727905,0.045405805110931396
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,4,0,0.8688052892684937,12,11,0.026648372411727905,0.015900909900665283
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,5,1,0.8909242153167725,12,12,0.026648372411727905,0.10268452763557434
-wny0OAz3g8$_$5,-wny0OAz3g8,0,0,6,2,0.1052631363272667,12,4,0.026648372411727905,0.029723256826400757
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,2,0,0.9903250932693481,4,4,0.028217315673828125,0.05113166570663452
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,3,0,0.9868191480636597,4,3,0.028217315673828125,0.045405805110931396
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,4,0,0.10055408626794815,4,11,0.028217315673828125,0.015900909900665283
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,5,1,0.11599309742450714,4,12,0.028217315673828125,0.10268452763557434
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,6,2,0.9976465106010437,4,4,0.028217315673828125,0.029723256826400757
