sample_id,video_id,cluster_id,episode_keys_json,visual_signal_basis,valid_frame_count,real_sync_score,best_lag_s,null_count,null_median,null_p95,empirical_percentile,p_like_score,rank_within_sample,top1_top2_margin
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,262,-0.0167291720163249,0.04,26,0.06148622021189486,0.2356793648260469,0.19230769230769232,0.8148148148148148,2,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,5,0.8804377921446128,-0.04,26,0.907498070262565,0.9606373623452971,0.38461538461538464,0.6296296296296297,1,0.8971669641609377
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,129,0.27652250001176476,0.08,25,0.1189512583788713,0.2165832868838124,0.96,0.07692307692307693,1,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,0,"[""0:0"",""1:2""]",mouth_landmarks_62_66_over_48_54,135,0.2746997883646816,0.04,24,0.11996736337653169,0.2786160651185501,0.9166666666666666,0.12,1,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,2,
-RfYyzHpjk4$_$8,-RfYyzHpjk4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,114,0.375661412976752,0.08,26,0.14227140136626887,0.3699395125137071,0.9230769230769231,0.1111111111111111,1,
-THoVjtIkeU$_$12,-THoVjtIkeU,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,371,0.04799952689540991,0.16,26,0.17327239759916224,0.3005704293299518,0.19230769230769232,0.8148148148148148,1,
-THoVjtIkeU$_$2,-THoVjtIkeU,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,107,-0.3240690417682107,0.0,26,-0.1125977039294303,0.23943076969511395,0.23076923076923078,0.7777777777777778,1,
-THoVjtIkeU$_$6,-THoVjtIkeU,0,"[""0:0"",""0:1"",""0:2"",""0:3"",""0:4""]",mouth_landmarks_62_66_over_48_54,199,-0.034710379743359915,0.12,26,0.09856040373651395,0.2564294179479002,0.15384615384615385,0.8518518518518519,1,
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,187,0.18190187608596275,0.2,26,0.16743762810723073,0.3548514266286662,0.5769230769230769,0.4444444444444444,1,
-UacrmKiTn4$_$10,-UacrmKiTn4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,182,0.22065460351781238,0.08,26,0.1742066647784769,0.34936473085857794,0.6538461538461539,0.37037037037037035,1,
-UacrmKiTn4$_$4,-UacrmKiTn4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,119,0.028465173494772667,0.04,26,0.10981292649012095,0.27160970364633313,0.34615384615384615,0.6666666666666666,1,
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,45,0.13831097094616193,-0.2,25,0.25867165780949913,0.556779753167417,0.28,0.7307692307692307,4,
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,"[""0:1""]",mouth_landmarks_62_66_over_48_54,36,-0.15975955827874574,-0.04,25,-0.053917317055753075,0.503655844462094,0.44,0.5769230769230769,5,
-UuX1xuaiiE$_$0,-UuX1xuaiiE,2,"[""1:2""]",mouth_landmarks_62_66_over_48_54,44,0.5155786212963438,-0.12,25,0.41864069646909036,0.7320983424142414,0.64,0.38461538461538464,1,0.16981229839856904
-UuX1xuaiiE$_$0,-UuX1xuaiiE,3,"[""2:3""]",mouth_landmarks_62_66_over_48_54,44,0.34576632289777476,-0.12,25,0.3806161349109915,0.5293742956998996,0.32,0.6923076923076923,2,
-UuX1xuaiiE$_$0,-UuX1xuaiiE,4,"[""3:4""]",mouth_landmarks_62_66_over_48_54,44,0.2582381025515295,-0.2,25,0.21239279708866865,0.4440130733414378,0.68,0.34615384615384615,3,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,105,0.2341923703900143,-0.16,26,0.18533774843125878,0.2955200397582649,0.7692307692307693,0.25925925925925924,4,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,"[""0:1""]",mouth_landmarks_62_66_over_48_54,134,0.24965986887646538,0.12,26,0.17878243602081,0.3076661657594894,0.6923076923076923,0.3333333333333333,2,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,"[""0:2""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,9,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,"[""1:3""]",mouth_landmarks_62_66_over_48_54,109,0.21967384557873307,-0.04,26,0.15267526695595318,0.4891519472213302,0.6923076923076923,0.3333333333333333,5,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,4,"[""1:4""]",mouth_landmarks_62_66_over_48_54,125,0.2435741394652969,-0.2,26,0.15826297163344427,0.3385761668780162,0.6538461538461539,0.37037037037037035,3,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,5,"[""2:5""]",mouth_landmarks_62_66_over_48_54,105,0.031097078089045983,0.04,26,0.14563031698401005,0.26696078138958623,0.07692307692307693,0.9259259259259259,8,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,6,"[""2:6""]",mouth_landmarks_62_66_over_48_54,134,0.1757526064638058,0.08,26,0.16655270921339355,0.33367572580793314,0.5384615384615384,0.48148148148148145,6,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,7,"[""3:7""]",mouth_landmarks_62_66_over_48_54,105,0.32082159088178025,-0.04,26,0.0579206858089466,0.42150525709907843,0.9230769230769231,0.1111111111111111,1,0.07116172200531487
-UuX1xuaiiE$_$1,-UuX1xuaiiE,8,"[""3:8""]",mouth_landmarks_62_66_over_48_54,134,0.1412242763316443,0.04,26,0.09331341825749441,0.2696738413147745,0.6538461538461539,0.37037037037037035,7,
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,"[""0:0"",""1:2""]",mouth_landmarks_62_66_over_48_54,89,-0.08694527533345238,-0.12,26,0.09932384605283048,0.43849966605644586,0.34615384615384615,0.6666666666666666,2,
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,"[""0:1""]",mouth_landmarks_62_66_over_48_54,7,0.509230165476052,0.04,23,0.5981718596247453,0.8959346977889011,0.30434782608695654,0.7083333333333334,1,0.5961754408095045
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0,"[""0:0"",""1:1""]",mouth_landmarks_62_66_over_48_54,197,-0.015376448295014715,0.2,26,0.012061925662436145,0.14463517375661994,0.38461538461538464,0.6296296296296297,1,
-a55Q6RWvTA$_$3,-a55Q6RWvTA,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,554,0.004712292918677926,-0.04,26,-0.017229273895633314,0.12924656722951755,0.5384615384615384,0.48148148148148145,1,
-aNfi7CP8vM$_$7,-aNfi7CP8vM,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,215,0.17484477273354082,0.08,26,0.13205980164208395,0.2787183193898864,0.6538461538461539,0.37037037037037035,1,
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,274,0.08387735861844778,-0.2,26,0.04882738899891499,0.19719237914841767,0.5769230769230769,0.4444444444444444,1,
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,400,0.20709157769896702,0.12,26,0.1422084683081952,0.2056174876622009,0.9615384615384616,0.07407407407407407,1,
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0,"[""0:0"",""1:1""]",mouth_landmarks_62_66_over_48_54,402,0.37899125486059704,0.16,26,0.116778583927091,0.2721753037143085,1.0,0.037037037037037035,1,
-dxfTGcXJoc$_$2,-dxfTGcXJoc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,417,0.24115071731890378,0.16,26,0.08503932788902119,0.21170735898245732,1.0,0.037037037037037035,1,
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0,"[""0:0"",""1:1""]",mouth_landmarks_62_66_over_48_54,317,0.15745039106890923,0.12,26,0.12195469483395491,0.24788022136164856,0.6538461538461539,0.37037037037037035,1,
-egA8-b7-3M$_$1,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,256,0.01278062089656027,0.2,26,0.073145396044761,0.23635744160695565,0.3076923076923077,0.7037037037037037,1,
-egA8-b7-3M$_$13,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,103,0.3427232644779306,0.2,26,0.1463513209670465,0.46454712764464423,0.8076923076923077,0.2222222222222222,1,
-egA8-b7-3M$_$16,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,139,-0.18325173478401524,0.12,24,-0.06728080180328254,0.2651348207639593,0.20833333333333334,0.8,1,
-egA8-b7-3M$_$17,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,180,0.06440136903852706,0.08,26,0.13950409593538776,0.3259118909201594,0.2692307692307692,0.7407407407407407,1,
-egA8-b7-3M$_$18,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,209,0.2637736320264328,0.16,26,0.18181394843972867,0.41573882411803453,0.6153846153846154,0.4074074074074074,1,
-egA8-b7-3M$_$20,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,164,0.14118448826816746,0.2,25,0.17852569774501242,0.3911694320323296,0.36,0.6538461538461539,1,
-egA8-b7-3M$_$26,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,149,0.417192122739541,0.16,24,0.21713093755067653,0.4412742403150712,0.9166666666666666,0.12,1,
-egA8-b7-3M$_$6,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,156,-0.18308179999723728,-0.2,24,0.029882015240040864,0.29367098263167857,0.041666666666666664,0.96,1,
-egA8-b7-3M$_$9,-egA8-b7-3M,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,125,0.07204920886662505,-0.2,25,0.10923642864960101,0.31560874256451954,0.44,0.5769230769230769,1,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,0,"[""0:0"",""0:1"",""1:5""]",mouth_landmarks_62_66_over_48_54,63,-0.01754673198572656,-0.2,25,0.21087534287432394,0.3505727594116579,0.12,0.8846153846153846,2,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,1,"[""0:2"",""1:6""]",mouth_landmarks_62_66_over_48_54,7,0.7257898543662642,0.16,25,0.6191064774571511,0.7257925402379564,0.92,0.11538461538461539,1,0.7433365863519907
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,"[""0:3""]",mouth_landmarks_62_66_over_48_54,3,,,0,,,,,3,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,3,"[""0:4""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,4,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,3,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,"[""0:1"",""0:2"",""1:5"",""1:6""]",mouth_landmarks_62_66_over_48_54,80,0.2732689843269905,-0.2,26,0.35859304846577994,0.46609081287095033,0.3076923076923077,0.7037037037037037,2,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,"[""0:3""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,4,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,"[""1:4""]",mouth_landmarks_62_66_over_48_54,14,0.6437908441537187,0.12,25,0.5884902882143456,0.8402035007018952,0.6,0.4230769230769231,1,0.3705218598267282
-iRBcNs9oI8$_$3,-iRBcNs9oI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,140,0.2991519850264018,0.12,24,0.06713346096523076,0.3797419356013704,0.875,0.16,1,
-iRBcNs9oI8$_$6,-iRBcNs9oI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,72,0.40358794783959373,0.16,26,0.25406083816746045,0.4346634976407307,0.8461538461538461,0.18518518518518517,1,
-iRBcNs9oI8$_$7,-iRBcNs9oI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,101,0.0839386070716143,0.12,26,0.265588902935301,0.5602201178675527,0.15384615384615385,0.8518518518518519,1,
-iRBcNs9oI8$_$8,-iRBcNs9oI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,201,0.3745203129550522,0.12,26,0.06679772241678991,0.32628342892498846,1.0,0.037037037037037035,1,
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,"[""0:0"",""0:1""]",mouth_landmarks_62_66_over_48_54,58,-0.20076237257982332,0.12,26,0.03320670590415693,0.464423822781579,0.11538461538461539,0.8888888888888888,1,
-lzEya4AM_4$_$5,-lzEya4AM_4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,191,-0.002266859113152333,0.04,26,0.06545663188207806,0.16876336973911513,0.11538461538461539,0.8888888888888888,1,
-lzEya4AM_4$_$6,-lzEya4AM_4,0,"[""0:0"",""0:1""]",mouth_landmarks_62_66_over_48_54,356,0.27086205153412124,0.04,26,0.08278261218992303,0.21208450194055317,0.9615384615384616,0.07407407407407407,1,
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,9,,,20,0.6740750700183611,0.8630597434842634,,,1,
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,54,,,20,0.38610310197933506,0.44613162349989344,,,2,
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,56,0.4666445102229728,0.04,26,0.12325301341405479,0.4329251956802642,1.0,0.037037037037037035,1,
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,105,-0.16962990881210066,-0.12,26,0.1092934925110769,0.397230746043477,0.0,1.0,1,
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,0,"[""0:0"",""1:1""]",mouth_landmarks_62_66_over_48_54,169,-0.05006090691120449,-0.08,26,0.012010140767622465,0.24123413613652167,0.3076923076923077,0.7037037037037037,1,
-mqbVkbCndg$_$0,-mqbVkbCndg,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,162,0.017872139313423838,0.2,25,0.07563362249877678,0.22964048841658236,0.24,0.7692307692307693,1,
-qDkUB0GgYY$_$6,-qDkUB0GgYY,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,117,-0.038174061073178625,-0.2,26,0.15707321248016898,0.3248446317749164,0.15384615384615385,0.8518518518518519,1,
-ri04Z7vwnc$_$2,-ri04Z7vwnc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,47,0.4669062700185148,-0.12,23,0.5081595354036582,0.6626042051343657,0.4782608695652174,0.5416666666666666,1,
-ri04Z7vwnc$_$5,-ri04Z7vwnc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,83,0.07954315033481173,0.16,26,0.10256322488739006,0.49925453048933055,0.46153846153846156,0.5555555555555556,1,
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,2,
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1,"[""0:1"",""1:2""]",mouth_landmarks_62_66_over_48_54,170,-0.10644507042017913,-0.2,26,-0.0067960002227872435,0.2012785255073732,0.23076923076923078,0.7777777777777778,1,
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,97,0.35721870012036455,0.16,26,0.224438400051772,0.4913093780082181,0.8076923076923077,0.2222222222222222,1,0.3420095002527223
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,117,0.015209199867642268,0.0,26,0.16970897799189638,0.29645027453734557,0.038461538461538464,0.9629629629629629,2,
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,33,0.3189907684691567,0.2,25,0.04459676052508351,0.618433298323344,0.72,0.3076923076923077,1,0.2206950903826207
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,23,0.09829567808653598,0.2,25,0.36874418498438116,0.7394666123034427,0.04,0.9615384615384616,2,
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,2,"[""1:2""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,3,
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,210,0.1995843973918027,0.2,26,0.1294650894162031,0.24117515541108553,0.9230769230769231,0.1111111111111111,1,
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,36,0.44780155124863225,-0.12,25,0.3432149962922722,0.5363376696121332,0.72,0.3076923076923077,1,
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,2,
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,"[""0:1"",""1:2"",""2:3""]",mouth_landmarks_62_66_over_48_54,117,0.0137112131469871,0.08,26,0.038280785436964476,0.39981649750842363,0.4230769230769231,0.5925925925925926,1,
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,0,"[""0:0"",""1:1""]",mouth_landmarks_62_66_over_48_54,81,0.2281988870772342,0.08,26,0.20858839047012206,0.5131288554212263,0.5769230769230769,0.4444444444444444,1,
-t217m2on-s$_$2,-t217m2on-s,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,142,0.3764442195085689,0.16,24,0.09958577209590322,0.28712082150874074,1.0,0.04,1,
-t217m2on-s$_$7,-t217m2on-s,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,427,0.27928842848179253,0.0,26,0.054119469050506394,0.2468575554237169,0.9615384615384616,0.07407407407407407,1,
-tANM6ETl_M$_$3,-tANM6ETl_M,0,"[""0:0"",""0:1""]",mouth_landmarks_62_66_over_48_54,152,0.07110489899556774,0.08,25,0.1664261640566367,0.3136547670131105,0.36,0.6538461538461539,1,
-tANM6ETl_M$_$3,-tANM6ETl_M,1,"[""1:2""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,2,
-tPCytz4rww$_$10,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,119,0.23329379133867073,-0.04,26,0.12241325161881095,0.2129079520060232,0.9615384615384616,0.07407407407407407,1,
-tPCytz4rww$_$11,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,137,0.11577764496529233,-0.08,24,0.07243783698414802,0.21347177865209827,0.625,0.4,1,
-tPCytz4rww$_$12,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,295,0.09589420750904519,0.0,26,0.08770482487075547,0.13552657918695904,0.5384615384615384,0.48148148148148145,1,
-tPCytz4rww$_$16,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,180,0.22620170105482879,0.2,26,0.08049815057134214,0.24482199004154995,0.9230769230769231,0.1111111111111111,1,
-tPCytz4rww$_$18,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,166,0.2645063146728609,-0.04,25,0.18761883944758875,0.3779072802302401,0.8,0.23076923076923078,1,
-uywlfIYOS8$_$4,-uywlfIYOS8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,150,0.09935630222199125,0.0,24,0.07051853887503665,0.21298986482769044,0.75,0.28,1,
-vxjVxOeScU$_$4,-vxjVxOeScU,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,227,0.06690537174079904,0.08,26,0.13773769452425555,0.25835668695789243,0.38461538461538464,0.6296296296296297,1,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,"[""0:0"",""0:1"",""0:5"",""0:6""]",mouth_landmarks_62_66_over_48_54,146,0.035106405667691014,0.08,24,0.07476602887572166,0.26871100046959157,0.25,0.76,1,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,"[""0:2""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,2,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,"[""0:3""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,3,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,3,"[""0:4""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,4,
-wny0OAz3g8$_$0,-wny0OAz3g8,0,"[""0:0"",""2:3""]",mouth_landmarks_62_66_over_48_54,82,0.11720966023545933,-0.2,26,0.17253040080374105,0.33037935354856474,0.3076923076923077,0.7037037037037037,2,
-wny0OAz3g8$_$0,-wny0OAz3g8,1,"[""0:1""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,3,
-wny0OAz3g8$_$0,-wny0OAz3g8,2,"[""1:2""]",mouth_landmarks_62_66_over_48_54,70,0.44961665856539157,0.08,26,0.24810394801247226,0.41677985327077444,0.9615384615384616,0.07407407407407407,1,0.33240699832993226
-wny0OAz3g8$_$1,-wny0OAz3g8,0,"[""0:0"",""1:4"",""2:6""]",mouth_landmarks_62_66_over_48_54,165,0.13565956419600939,-0.16,25,0.05998422639453794,0.1859669147997323,0.88,0.15384615384615385,2,
-wny0OAz3g8$_$1,-wny0OAz3g8,1,"[""0:1"",""0:2"",""0:3"",""2:5""]",mouth_landmarks_62_66_over_48_54,18,0.7482426669337747,-0.16,24,0.46477142403277066,0.7609130953209343,0.875,0.16,1,0.6125831027377653
-wny0OAz3g8$_$2,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:3""]",mouth_landmarks_62_66_over_48_54,160,0.026969887050193903,0.04,25,0.1332288300824855,0.23097738761847322,0.08,0.9230769230769231,2,
-wny0OAz3g8$_$2,-wny0OAz3g8,1,"[""1:2""]",mouth_landmarks_62_66_over_48_54,6,0.379446713973725,0.2,22,0.740514957042322,0.9377261375662939,0.22727272727272727,0.782608695652174,1,0.3524768269235311
-wny0OAz3g8$_$2,-wny0OAz3g8,2,"[""1:4""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,3,
