sample_id,video_id,threshold,episode_count,valid_embedding_episode_count,identity_cluster_count,clusters_json,cluster_time_coverage_json,partition_signature,stable_partition_0_50_0_60_0_70,simultaneous_different_identity_clusters,episode_quality_json
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":10.66666666666663,""start"":0.0,""end"":12.766666666666666}]",0:0,1,0,"[{""sample_id"":""-6rXp3zJ3kc$_$8"",""video_id"":""-6rXp3zJ3kc"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":12.766666666666666,""frame_count"":320,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.049333810806274414,""failures_json"":""[]""}]"
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":10.66666666666663,""start"":0.0,""end"":12.766666666666666}]",0:0,1,0,"[{""sample_id"":""-6rXp3zJ3kc$_$8"",""video_id"":""-6rXp3zJ3kc"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":12.766666666666666,""frame_count"":320,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.049333810806274414,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":5.733333333333314,""start"":0.0,""end"":6.8999999999999995}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$0"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":6.8999999999999995,""frame_count"":172,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.08714768290519714,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":5.733333333333314,""start"":0.0,""end"":6.8999999999999995}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$0"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":6.8999999999999995,""frame_count"":172,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.08714768290519714,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":5.733333333333314,""start"":0.0,""end"":6.8999999999999995}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$0"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":6.8999999999999995,""frame_count"":172,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.08714768290519714,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$4,-9y-fZ3swSY,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":2.2333333333333294,""start"":0.0,""end"":2.6666666666666665}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$4"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":2.6666666666666665,""frame_count"":67,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10839909315109253,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$4,-9y-fZ3swSY,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":2.2333333333333294,""start"":0.0,""end"":2.6666666666666665}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$4"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":2.6666666666666665,""frame_count"":67,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10839909315109253,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$4,-9y-fZ3swSY,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":2.2333333333333294,""start"":0.0,""end"":2.6666666666666665}]",0:0,1,0,"[{""sample_id"":""-9y-fZ3swSY$_$4"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":2.6666666666666665,""frame_count"":67,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10839909315109253,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$8,-9y-fZ3swSY,0.5,2,2,1,"[[""0:0"",""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0"",""0:1""],""coverage_s"":3.599999999999987,""start"":0.0,""end"":4.933333333333334}]","0:0,0:1",1,0,"[{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":3.2666666666666666,""frame_count"":78,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.12958335876464844,""failures_json"":""[]""},{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.6333333333333333,""end"":4.933333333333334,""frame_count"":30,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09045293927192688,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$8,-9y-fZ3swSY,0.6,2,2,1,"[[""0:0"",""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0"",""0:1""],""coverage_s"":3.599999999999987,""start"":0.0,""end"":4.933333333333334}]","0:0,0:1",1,0,"[{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":3.2666666666666666,""frame_count"":78,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.12958335876464844,""failures_json"":""[]""},{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.6333333333333333,""end"":4.933333333333334,""frame_count"":30,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09045293927192688,""failures_json"":""[]""}]"
-9y-fZ3swSY$_$8,-9y-fZ3swSY,0.7,2,2,1,"[[""0:0"",""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0"",""0:1""],""coverage_s"":3.599999999999987,""start"":0.0,""end"":4.933333333333334}]","0:0,0:1",1,0,"[{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":3.2666666666666666,""frame_count"":78,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.12958335876464844,""failures_json"":""[]""},{""sample_id"":""-9y-fZ3swSY$_$8"",""video_id"":""-9y-fZ3swSY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.6333333333333333,""end"":4.933333333333334,""frame_count"":30,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09045293927192688,""failures_json"":""[]""}]"
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":18.733333333333125,""start"":0.0,""end"":22.5}]",0:0,1,0,"[{""sample_id"":""-AUZQgSxyPQ$_$2"",""video_id"":""-AUZQgSxyPQ"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":22.5,""frame_count"":562,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.033421486616134644,""failures_json"":""[]""}]"
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":18.733333333333125,""start"":0.0,""end"":22.5}]",0:0,1,0,"[{""sample_id"":""-AUZQgSxyPQ$_$2"",""video_id"":""-AUZQgSxyPQ"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":22.5,""frame_count"":562,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.033421486616134644,""failures_json"":""[]""}]"
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":18.733333333333125,""start"":0.0,""end"":22.5}]",0:0,1,0,"[{""sample_id"":""-AUZQgSxyPQ$_$2"",""video_id"":""-AUZQgSxyPQ"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":22.5,""frame_count"":562,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.033421486616134644,""failures_json"":""[]""}]"
-HeZS2-Prhc$_$2,-HeZS2-Prhc,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.833333333333309,""start"":0.0,""end"":8.233333333333333}]",0:0,1,0,"[{""sample_id"":""-HeZS2-Prhc$_$2"",""video_id"":""-HeZS2-Prhc"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":8.233333333333333,""frame_count"":205,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09378215670585632,""failures_json"":""[]""}]"
-HeZS2-Prhc$_$2,-HeZS2-Prhc,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.833333333333309,""start"":0.0,""end"":8.233333333333333}]",0:0,1,0,"[{""sample_id"":""-HeZS2-Prhc$_$2"",""video_id"":""-HeZS2-Prhc"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":8.233333333333333,""frame_count"":205,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09378215670585632,""failures_json"":""[]""}]"
-HeZS2-Prhc$_$2,-HeZS2-Prhc,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.833333333333309,""start"":0.0,""end"":8.233333333333333}]",0:0,1,0,"[{""sample_id"":""-HeZS2-Prhc$_$2"",""video_id"":""-HeZS2-Prhc"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":8.233333333333333,""frame_count"":205,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09378215670585632,""failures_json"":""[]""}]"
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,0.5,2,2,2,"[[""0:0""],[""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":0.033333333333333215,""start"":2.8666666666666667,""end"":2.9},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":0.5999999999999983,""start"":3.2666666666666666,""end"":3.9666666666666663}]",0:0|0:1,1,0,"[{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":2.8666666666666667,""end"":2.9,""frame_count"":1,""selected_frame_count"":1,""valid_embedding_count"":1,""robust_retained_count"":1,""dispersion"":0.0,""failures_json"":""[]""},{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.2666666666666666,""end"":3.9666666666666663,""frame_count"":18,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.028072983026504517,""failures_json"":""[]""}]"
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,0.6,2,2,2,"[[""0:0""],[""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":0.033333333333333215,""start"":2.8666666666666667,""end"":2.9},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":0.5999999999999983,""start"":3.2666666666666666,""end"":3.9666666666666663}]",0:0|0:1,1,0,"[{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":2.8666666666666667,""end"":2.9,""frame_count"":1,""selected_frame_count"":1,""valid_embedding_count"":1,""robust_retained_count"":1,""dispersion"":0.0,""failures_json"":""[]""},{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.2666666666666666,""end"":3.9666666666666663,""frame_count"":18,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.028072983026504517,""failures_json"":""[]""}]"
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,0.7,2,2,2,"[[""0:0""],[""0:1""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":0.033333333333333215,""start"":2.8666666666666667,""end"":2.9},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":0.5999999999999983,""start"":3.2666666666666666,""end"":3.9666666666666663}]",0:0|0:1,1,0,"[{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":2.8666666666666667,""end"":2.9,""frame_count"":1,""selected_frame_count"":1,""valid_embedding_count"":1,""robust_retained_count"":1,""dispersion"":0.0,""failures_json"":""[]""},{""sample_id"":""-HwX2H8Z4hY$_$2"",""video_id"":""-HwX2H8Z4hY"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":3.2666666666666666,""end"":3.9666666666666663,""frame_count"":18,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.028072983026504517,""failures_json"":""[]""}]"
