sample_id,video_id,true_pair_rank,true_pair_score,top1_sample_id,top1_video_id,top1_score,top1_minus_true_margin,top5
-UacrmKiTn4$_$4,-UacrmKiTn4,1,1.0,-UacrmKiTn4$_$4,-UacrmKiTn4,1.0,0.0,"[{""sample_id"":""-UacrmKiTn4$_$4"",""score"":1.0},{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.2702156334231806},{""sample_id"":""-UacrmKiTn4$_$10"",""score"":0.2588235294117647},{""sample_id"":""-s9qJ7ATP7w$_$1"",""score"":0.24469496021220155},{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.23746081504702196}]"
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,0.9271099744245525,-UuX1xuaiiE$_$0,-UuX1xuaiiE,0.9271099744245525,0.0,"[{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.9271099744245525},{""sample_id"":""-vxjVxOeScU$_$4"",""score"":0.27717391304347827},{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.25597484276729554},{""sample_id"":""-NFrJFQijFE$_$2"",""score"":0.24154589371980678},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.2261768082663605}]"
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,1.0,-UuX1xuaiiE$_$1,-UuX1xuaiiE,1.0,0.0,"[{""sample_id"":""-UuX1xuaiiE$_$1"",""score"":1.0},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.24907885040530583},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.24109304738844692},{""sample_id"":""-3nNcZdcdvU$_$5"",""score"":0.23926553672316384},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.2378234398782344}]"
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,1.0,-UuX1xuaiiE$_$3,-UuX1xuaiiE,1.0,0.0,"[{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.25315126050420167},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.2279635258358663},{""sample_id"":""-hnBHBN8p5A$_$6"",""score"":0.2248376623376624},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.21986222732491392}]"
-UuX1xuaiiE$_$6,-UuX1xuaiiE,1,0.9666666666666666,-UuX1xuaiiE$_$6,-UuX1xuaiiE,0.9666666666666666,0.0,"[{""sample_id"":""-UuX1xuaiiE$_$6"",""score"":0.9666666666666666},{""sample_id"":""-hnBHBN8p5A$_$7"",""score"":0.23848643266118993},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.23845607388112716},{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":0.2170873786407767},{""sample_id"":""-iRBcNs9oI8$_$3"",""score"":0.21440129449838186}]"
-a55Q6RWvTA$_$3,-a55Q6RWvTA,1,0.977010821877742,-a55Q6RWvTA$_$3,-a55Q6RWvTA,0.977010821877742,0.0,"[{""sample_id"":""-a55Q6RWvTA$_$3"",""score"":0.977010821877742},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.25038587508941007},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.24068441064638785},{""sample_id"":""-571d8cVauQ$_$5"",""score"":0.23451928299837044},{""sample_id"":""-yRb-Jum7EQ$_$1"",""score"":0.2311924545250393}]"
-aNfi7CP8vM$_$7,-aNfi7CP8vM,1,1.0,-aNfi7CP8vM$_$7,-aNfi7CP8vM,1.0,0.0,"[{""sample_id"":""-aNfi7CP8vM$_$7"",""score"":1.0},{""sample_id"":""-s9qJ7ATP7w$_$0"",""score"":0.22523809523809524},{""sample_id"":""-UacrmKiTn4$_$10"",""score"":0.21526315789473682},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.21053890306122447},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.2076357179096905}]"
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,1,0.9016091954022989,-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0.9016091954022989,0.0,"[{""sample_id"":""-aqamKhZ1Ec$_$0"",""score"":0.9016091954022989},{""sample_id"":""-UuX1xuaiiE$_$1"",""score"":0.20876395204630016},{""sample_id"":""-s9qJ7ATP7w$_$0"",""score"":0.20247678018575851},{""sample_id"":""-mqbVkbCndg$_$0"",""score"":0.19742063492063494},{""sample_id"":""-I_e4mIh0yE$_$1"",""score"":0.1875}]"
-dxfTGcXJoc$_$0,-dxfTGcXJoc,1,0.9823529411764707,-dxfTGcXJoc$_$0,-dxfTGcXJoc,0.9823529411764707,0.0,"[{""sample_id"":""-dxfTGcXJoc$_$0"",""score"":0.9823529411764707},{""sample_id"":""-dxfTGcXJoc$_$1"",""score"":0.24476593742648786},{""sample_id"":""-dxfTGcXJoc$_$2"",""score"":0.23937711250603574},{""sample_id"":""-wny0OAz3g8$_$2"",""score"":0.21845448129851802},{""sample_id"":""-yRb-Jum7EQ$_$1"",""score"":0.21419676214196762}]"
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,0.976861381219391,-dxfTGcXJoc$_$1,-dxfTGcXJoc,0.976861381219391,0.0,"[{""sample_id"":""-dxfTGcXJoc$_$1"",""score"":0.976861381219391},{""sample_id"":""-dxfTGcXJoc$_$6"",""score"":0.27624198717948717},{""sample_id"":""-dxfTGcXJoc$_$0"",""score"":0.2547018348623853},{""sample_id"":""-yRb-Jum7EQ$_$6"",""score"":0.2237215909090909},{""sample_id"":""-UuX1xuaiiE$_$6"",""score"":0.2197916666666667}]"
-dxfTGcXJoc$_$2,-dxfTGcXJoc,1,0.9782608695652174,-dxfTGcXJoc$_$2,-dxfTGcXJoc,0.9782608695652174,0.0,"[{""sample_id"":""-dxfTGcXJoc$_$2"",""score"":0.9782608695652174},{""sample_id"":""-dxfTGcXJoc$_$0"",""score"":0.2360032933427429},{""sample_id"":""-dxfTGcXJoc$_$1"",""score"":0.22727602729780744},{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.22535438144329895},{""sample_id"":""-dxfTGcXJoc$_$6"",""score"":0.22193585337915234}]"
-dxfTGcXJoc$_$6,-dxfTGcXJoc,1,0.9705592105263159,-dxfTGcXJoc$_$6,-dxfTGcXJoc,0.9705592105263159,0.0,"[{""sample_id"":""-dxfTGcXJoc$_$6"",""score"":0.9705592105263159},{""sample_id"":""-dxfTGcXJoc$_$1"",""score"":0.2756078118772419},{""sample_id"":""-3nNcZdcdvU$_$5"",""score"":0.22273517998126588},{""sample_id"":""-I_e4mIh0yE$_$1"",""score"":0.22273517998126588},{""sample_id"":""-HwX2H8Z4hY$_$9"",""score"":0.2215094339622642}]"
-egA8-b7-3M$_$1,-egA8-b7-3M,1,0.9689369535204786,-egA8-b7-3M$_$1,-egA8-b7-3M,0.9689369535204786,0.0,"[{""sample_id"":""-egA8-b7-3M$_$1"",""score"":0.9689369535204786},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.2616892911010558},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.21139705882352944},{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":0.2075242718446602},{""sample_id"":""-mJ2ud6oKI8$_$8"",""score"":0.2036541889483066}]"
-egA8-b7-3M$_$13,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$13,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$13"",""score"":1.0},{""sample_id"":""-9y-fZ3swSY$_$0"",""score"":0.24301825993555315},{""sample_id"":""-qDkUB0GgYY$_$6"",""score"":0.22534562211981563},{""sample_id"":""-iRBcNs9oI8$_$6"",""score"":0.21538461538461534},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.21443850267379677}]"
-egA8-b7-3M$_$16,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$16,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$16"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$9"",""score"":0.38278388278388276},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.2554347826086957},{""sample_id"":""-NFrJFQijFE$_$2"",""score"":0.25384615384615383},{""sample_id"":""-yRb-Jum7EQ$_$6"",""score"":0.24475262368815592}]"
-egA8-b7-3M$_$17,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$17,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$17"",""score"":1.0},{""sample_id"":""-mJ2ud6oKI8$_$9"",""score"":0.3068362480127186},{""sample_id"":""-iRBcNs9oI8$_$6"",""score"":0.2467605633802817},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.24365325077399383},{""sample_id"":""-9y-fZ3swSY$_$8"",""score"":0.23390342052313884}]"
-egA8-b7-3M$_$18,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$18,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$18"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$20"",""score"":0.29819694868238555},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.24084124830393486},{""sample_id"":""-hnBHBN8p5A$_$7"",""score"":0.23848643266118993},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.23168578993821712}]"
-egA8-b7-3M$_$20,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$20,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$20"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$18"",""score"":0.29819694868238555},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.2520979020979021},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.25096525096525096},{""sample_id"":""-I_e4mIh0yE$_$3"",""score"":0.24459272894615736}]"
-egA8-b7-3M$_$26,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$26,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$26"",""score"":1.0},{""sample_id"":""-3g5yACwYnA$_$3"",""score"":0.2403969270166453},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.23694029850746268},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.22666480913903597},{""sample_id"":""-I_e4mIh0yE$_$3"",""score"":0.2248427672955975}]"
