sample_id,word_id,raw_word,ctc_start,ctc_end,forced_start,forced_end,start_error,end_error,midpoint_error
-3g5yACwYnA$_$2,13,internally.,7.092349847560975,7.606987478222996,7.375,7.822,0.28265015243902525,0.21501252177700447,0.24883133710801486
-3g5yACwYnA$_$3,0,We're,0.2884807046979866,0.7532551733780761,0.582,0.983,0.29351929530201337,0.22974482662192386,0.26163206096196867
-3g5yACwYnA$_$3,1,a,0.7532551733780761,1.1699495246085012,1.244,1.304,0.49074482662192387,0.13405047539149884,0.31239765100671135
-3g5yACwYnA$_$3,2,huge,1.1699495246085012,1.362269994407159,1.364,1.726,0.1940504753914989,0.36373000559284097,0.2788902404921699
-3g5yACwYnA$_$3,3,user,2.1604331655480986,2.7726201062639824,2.669,2.93,0.5085668344519014,0.1573798937360178,0.3329733640939594
-3g5yACwYnA$_$3,4,of,2.7726201062639824,2.916860458612976,2.97,3.03,0.19737989373601783,0.11313954138702398,0.1552597175615209
-3g5yACwYnA$_$3,5,adhesives,2.916860458612976,3.477795162192394,3.09,3.552,0.17313954138702403,0.0742048378076059,0.12367218959731496
-3g5yACwYnA$_$3,6,for,3.6989969239373606,4.215023629753915,4.214,4.434,0.5150030760626398,0.21897637024608496,0.3669897231543624
-3g5yACwYnA$_$3,7,our,4.215023629753915,4.503504334451902,4.595,4.675,0.37997637024608455,0.1714956655480977,0.2757360178970911
-3g5yACwYnA$_$3,8,"operation,",4.503504334451902,5.016358920581656,4.755,5.277,0.25149566554809777,0.26064107941834447,0.2560683724832211
-3g5yACwYnA$_$3,9,called,5.141400447427294,5.657427153243849,5.658,5.859,0.5165995525727061,0.20157284675615106,0.359086199664429
-3g5yACwYnA$_$3,10,"flocking,",5.657427153243849,6.106174916107383,5.879,6.3,0.22157284675615063,0.19382508389261677,0.20769896532438326
-3g5yACwYnA$_$3,11,and,6.106174916107383,6.490815855704699,6.662,6.782,0.5558250838926169,0.2911841442953014,0.42350461409395956
-3g5yACwYnA$_$3,12,we,6.490815855704699,7.003670441834453,7.043,7.123,0.5521841442953015,0.11932955816554713,0.33575685123042476
-3g5yACwYnA$_$3,13,don't,7.003670441834453,7.22804432326622,7.163,7.264,0.15932955816554717,0.03595567673378053,0.09764261744966385
-3g5yACwYnA$_$3,14,have,7.22804432326622,7.29215114653244,7.304,7.384,0.07595567673378056,0.09184885346756033,0.08390226510067045
-3g5yACwYnA$_$3,15,the,7.29215114653244,7.388311381431768,7.404,7.484,0.1118488534675599,0.09568861856823219,0.10376873601789605
-3g5yACwYnA$_$3,16,technical,7.388311381431768,7.8050057326621936,7.524,7.966,0.13568861856823222,0.16099426733780664,0.14834144295301943
-3g5yACwYnA$_$3,17,inside,7.962100671140941,8.478127376957495,8.407,8.688,0.4448993288590586,0.20987262304250542,0.327385975950782
-3g5yACwYnA$_$3,18,compounding,8.89164960850112,9.85642407718121,9.431,10.013,0.5393503914988784,0.1565759228187904,0.3479631571588353
-3g5yACwYnA$_$3,19,or,9.85642407718121,10.112851370246087,10.233,10.314,0.37657592281879104,0.2011486297539129,0.28886227628635197
-3g5yACwYnA$_$3,20,the,10.112851370246087,10.337225251677854,10.354,10.434,0.24114862975391205,0.0967747483221455,0.16896168903802877
-3g5yACwYnA$_$3,21,technical,10.337225251677854,10.721866191275168,10.474,10.835,0.13677474832214642,0.11313380872483236,0.12495427852348939
-3g5yACwYnA$_$3,22,expertise,10.721866191275168,11.202667365771813,10.875,11.317,0.1531338087248315,0.1143326342281874,0.13373322147650946
-3g5yACwYnA$_$3,23,to,11.202667365771813,11.330881012304253,11.337,11.437,0.13433263422818698,0.10611898769574601,0.1202258109619665
-3g5yACwYnA$_$3,24,do,11.330881012304253,11.427041247203581,11.457,11.558,0.12611898769574736,0.13095875279641866,0.12853887024608213
-3g5yACwYnA$_$3,25,these,11.427041247203581,11.619361717002239,11.598,11.758,0.1709587527964196,0.1386382829977606,0.15479851789709098
-3g5yACwYnA$_$3,26,types,11.619361717002239,11.907842421700225,11.798,11.999,0.17863828299776152,0.09115757829977511,0.13489793064876743
-3g5yACwYnA$_$3,27,of,11.907842421700225,11.971949244966446,12.039,12.099,0.13115757829977426,0.12705075503355445,0.12910416666666524
-3g5yACwYnA$_$3,28,things.,11.971949244966446,12.132216303131994,12.119,12.4,0.14705075503355403,0.2677836968680065,0.20741722595078027
-3g5yACwYnA$_$9,0,We,0.36902375461254616,0.7861810424354244,0.811,0.933,0.4419762453874539,0.14681895756457564,0.29439760147601474
-3g5yACwYnA$_$9,1,have,0.7861810424354244,0.9145371309963101,0.973,1.075,0.18681895756457556,0.1604628690036899,0.17364091328413273
-3g5yACwYnA$_$9,2,many,0.9145371309963101,1.1070712638376383,1.135,1.379,0.22046286900368994,0.2719287361623617,0.24619580258302587
-3g5yACwYnA$_$9,3,new,1.168629151291513,1.6846736623616239,1.724,1.886,0.555370848708487,0.20132633763837604,0.3783485931734314
-3g5yACwYnA$_$9,4,opportunities,1.6846736623616239,2.3745876383763838,1.947,2.494,0.2623263376383762,0.11941236162361646,0.1908693496309961
-3g5yACwYnA$_$9,5,through,2.3745876383763838,2.5189882380073803,2.535,2.839,0.16041236162361638,0.3200117619926197,0.24021206180811805
-3g5yACwYnA$_$9,6,the,2.805169280442805,3.3212137915129154,3.406,3.488,0.6008307195571954,0.1667862084870846,0.38380846402214
-3g5yACwYnA$_$9,7,way,3.3212137915129154,3.4816589022140225,3.528,3.67,0.20678620848708462,0.1883410977859774,0.19756365313653101
-3g5yACwYnA$_$9,8,things,3.4816589022140225,3.7062820571955726,3.731,3.913,0.24934109778597735,0.20671794280442723,0.22802952029520251
-3g5yACwYnA$_$9,9,have,3.7062820571955726,3.898816190036901,3.954,4.055,0.2477179428044276,0.15618380996309877,0.2019508763837632
-3g5yACwYnA$_$9,10,changed,3.898816190036901,4.027172278597787,4.076,4.319,0.17718380996309868,0.29182772140221314,0.2345057656826559
-3g5yACwYnA$_$9,11,through,4.027172278597787,4.3480625,4.339,4.522,0.3118277214022136,0.17393750000000008,0.24288261070110728
-3g5yACwYnA$_$9,12,the,4.3480625,4.476418588560886,4.542,4.623,0.19393749999999965,0.14658141143911418,0.17025945571955647
-3g5yACwYnA$_$9,13,"years,",4.476418588560886,4.765219787822879,4.664,5.718,0.18758141143911367,0.9527802121771209,0.5701808118081173
-3g5yACwYnA$_$9,14,looking,5.147667896678968,5.663712407749078,5.738,5.941,0.5903321033210327,0.2772875922509215,0.43380984778597753
-3g5yACwYnA$_$9,15,for,5.663712407749078,5.920424584870849,5.982,6.083,0.31828759225092185,0.16257541512915097,0.24043150369003596
-3g5yACwYnA$_$9,16,new,5.920424584870849,6.080869695571956,6.184,6.286,0.26357541512915095,0.20513030442804325,0.23435285977859666
-3g5yACwYnA$_$9,17,niche,6.080869695571956,6.417804428044281,6.347,6.61,0.2661303044280441,0.19219557195571912,0.22916293819188205
-3g5yACwYnA$_$9,18,"high-end,",6.417804428044281,6.85100622693727,6.732,7.158,0.314195571955719,0.30699377306273057,0.31059467250922523
-3g5yACwYnA$_$9,19,value-added,6.85100622693727,7.396519603321034,7.178,7.725,0.32699377306273014,0.328480396678966,0.32773708487084763
-3g5yACwYnA$_$9,20,products.,7.396519603321034,8.038300046125462,7.746,8.192,0.3494803966789668,0.15369995387453805,0.2515901752767524
-3nNcZdcdvU$_$5,0,Noncompliance,0.2574731404958678,1.464378486570248,0.586,1.577,0.3285268595041322,0.11262151342975191,0.22057418646694193
-3nNcZdcdvU$_$5,1,can,1.464378486570248,1.6896674845041324,1.678,1.941,0.21362151342975189,0.25133251549586766,0.23247701446280977
-3nNcZdcdvU$_$5,2,result,1.6896674845041324,2.2046137654958677,2.022,2.568,0.3323325154958674,0.3633862345041323,0.34785937499999986
-3nNcZdcdvU$_$5,3,in,2.2046137654958677,2.623007618801653,2.69,2.771,0.4853862345041322,0.147992381198347,0.3166893078512396
-3nNcZdcdvU$_$5,4,legal,2.623007618801653,3.0092173295454545,2.851,3.135,0.22799238119834708,0.12578267045454528,0.17688752582644618
-3nNcZdcdvU$_$5,5,liability,3.0092173295454545,3.459795325413223,3.195,3.903,0.18578267045454533,0.4432046745867768,0.31449367252066107
-3nNcZdcdvU$_$5,6,to,3.459795325413223,3.974741606404959,4.004,4.206,0.5442046745867763,0.2312583935950414,0.3877315340909089
-3nNcZdcdvU$_$5,7,you,3.974741606404959,4.264398889462811,4.328,4.591,0.3532583935950413,0.3266011105371893,0.33992975206611575
-3nNcZdcdvU$_$5,8,and,4.456357954545455,4.972450025826447,5.116,5.217,0.6596420454545449,0.24454997417355262,0.45209600981404874
-3nNcZdcdvU$_$5,9,to,4.972450025826447,5.262107308884298,5.298,5.42,0.325549974173553,0.15789269111570192,0.24172133264462747
-3nNcZdcdvU$_$5,10,the,5.262107308884298,5.423028021694215,5.46,5.541,0.19789269111570196,0.11797197830578554,0.15793233471074375
-3nNcZdcdvU$_$5,11,school,5.423028021694215,5.551764591942149,5.581,5.844,0.15797197830578558,0.2922354080578513,0.22510369318181844
-3nNcZdcdvU$_$5,12,district,5.551764591942149,5.9379743026859515,5.885,6.229,0.3332354080578508,0.2910256973140486,0.3121305526859497
-3nNcZdcdvU$_$5,13,in,5.9379743026859515,6.163263300619835,6.269,6.33,0.33102569731404863,0.16673669938016467,0.24888119834710665
-3nNcZdcdvU$_$5,14,which,6.163263300619835,6.324184013429752,6.35,6.512,0.18673669938016424,0.18781598657024734,0.1872763429752058
-3nNcZdcdvU$_$5,15,you,6.324184013429752,6.485104726239669,6.552,6.674,0.22781598657024738,0.18889527376033133,0.20835563016528935
-3nNcZdcdvU$_$5,16,are,6.485104726239669,6.646025439049588,6.734,6.835,0.24889527376033094,0.18897456095041232,0.21893491735537163
-3nNcZdcdvU$_$5,17,employed.,6.646025439049588,6.967866864669421,6.876,7.341,0.2299745609504127,0.3731331353305789,0.3015538481404958
-571d8cVauQ$_$0,0,This,0.6272963709677419,1.1434006048387095,1.1,1.224,0.47270362903225815,0.08059939516129044,0.2766515120967743
-571d8cVauQ$_$0,1,is,1.1434006048387095,1.2078175403225806,1.286,1.349,0.1425993951612905,0.14118245967741938,0.14189092741935483
-571d8cVauQ$_$0,2,Rhett,1.2078175403225806,1.4654852822580646,1.39,1.577,0.1821824596774193,0.11151471774193533,0.14684858870967743
-571d8cVauQ$_$0,3,"Reiger,",1.4654852822580646,1.7553614919354836,1.618,1.992,0.15251471774193548,0.23663850806451636,0.19457661290322592
-571d8cVauQ$_$0,4,White,1.7553614919354836,1.9486122983870966,2.013,2.22,0.25763850806451627,0.2713877016129036,0.26451310483870993
-571d8cVauQ$_$0,5,Caspian,1.9486122983870966,2.4639477822580647,2.241,2.697,0.2923877016129035,0.2330522177419354,0.2627199596774197
-571d8cVauQ$_$0,6,Studios,2.4639477822580647,2.9792832661290323,2.718,3.195,0.2540522177419353,0.21571673387096757,0.23488447580645144
-571d8cVauQ$_$0,7,on,2.9792832661290323,3.108117137096774,3.278,3.341,0.29871673387096775,0.23288286290322624,0.265799798387097
-571d8cVauQ$_$0,8,behalf,3.108117137096774,3.3979933467741934,3.382,3.693,0.27388286290322617,0.29500665322580666,0.2844447580645162
-571d8cVauQ$_$0,9,of,3.3979933467741934,3.5912441532258064,3.735,3.797,0.3370066532258065,0.20575584677419378,0.27138125000000013
-571d8cVauQ$_$0,10,Expert,3.5912441532258064,3.977745766129032,3.88,4.212,0.2887558467741935,0.2342542338709679,0.26150504032258093
-571d8cVauQ$_$0,11,Village.,3.977745766129032,4.13878810483871,4.233,4.606,0.2552542338709678,0.4672118951612898,0.36123306451612835
-571d8cVauQ$_$5,0,So,0.2406886942675159,0.529515127388535,0.566,0.708,0.325311305732484,0.17848487261146495,0.2518980891719745
-571d8cVauQ$_$5,1,very,0.529515127388535,0.7541579087048832,0.768,0.971,0.238484872611465,0.21684209129511678,0.22766348195329084
-571d8cVauQ$_$5,2,important,0.7541579087048832,1.1071679936305732,1.031,1.375,0.2768420912951167,0.26783200636942683,0.2723370488322717
-571d8cVauQ$_$5,3,to,1.1071679936305732,1.3959944267515922,1.415,1.496,0.30783200636942687,0.10000557324840775,0.20391878980891742
-571d8cVauQ$_$5,4,go,1.3959944267515922,1.5885453821656048,1.618,1.8,0.22200557324840786,0.21145461783439523,0.21673009554140155
-571d8cVauQ$_$5,5,out,1.5885453821656048,1.813188163481953,1.941,2.083,0.35245461783439525,0.2698118365180471,0.31113322717622116
-571d8cVauQ$_$5,6,to,1.9389787685774946,2.4550246815286623,2.487,2.649,0.5480212314225055,0.19397531847133775,0.37099827494692184
-571d8cVauQ$_$5,7,the,2.4550246815286623,2.647575636942675,2.689,2.75,0.2339753184713378,0.10242436305732516,0.16819984076433148
-571d8cVauQ$_$5,8,"locations,",2.647575636942675,3.3215039808917197,2.831,3.417,0.18342436305732512,0.0954960191082801,0.13946019108280283
-571d8cVauQ$_$5,9,walk,3.3215039808917197,3.802881369426751,3.842,4.105,0.5204960191082804,0.3021186305732493,0.4113073248407646
-571d8cVauQ$_$5,10,"around,",3.802881369426751,4.252166932059447,4.165,4.529,0.3621186305732489,0.2768330679405526,0.31947584925690053
-571d8cVauQ$_$5,11,talk,4.252166932059447,4.733544320594479,4.772,5.015,0.519833067940553,0.2814556794055205,0.40064437367303674
-571d8cVauQ$_$5,12,with,4.733544320594479,4.990278927813163,5.055,5.156,0.32145567940552056,0.16572107218683652,0.24358837579617854
-571d8cVauQ$_$5,13,the,4.990278927813163,5.118646231422504,5.177,5.278,0.18672107218683642,0.15935376857749528,0.17303742038216585
-571d8cVauQ$_$5,14,owners,5.118646231422504,5.50374814225053,5.379,5.621,0.26035376857749526,0.11725185774947011,0.18880281316348224
-571d8cVauQ$_$5,15,if,5.50374814225053,5.632115445859872,5.702,5.763,0.19825185774946963,0.13088455414012756,0.16456820594479815
-571d8cVauQ$_$5,16,you,5.632115445859872,5.728390923566879,5.803,5.904,0.1708845541401276,0.17560907643312085,0.17324681528662422
-571d8cVauQ$_$5,17,"can,",5.728390923566879,5.920941878980891,5.945,6.208,0.21660907643312122,0.28705812101910944,0.2518335987261153
-571d8cVauQ$_$5,18,tell,5.950457006369426,6.466502919320593,6.531,6.734,0.5805429936305737,0.2674970806794068,0.42402003715499026
-571d8cVauQ$_$5,19,them,6.466502919320593,6.691145700636943,6.754,6.875,0.2874970806794064,0.1838542993630572,0.2356756900212318
-571d8cVauQ$_$5,20,what,6.691145700636943,6.85160483014862,6.915,7.037,0.22385429936305723,0.18539516985137983,0.20462473460721853
-571d8cVauQ$_$5,21,you're,6.85160483014862,7.092293524416135,7.057,7.239,0.2053951698513803,0.14670647558386474,0.1760508227176225
-571d8cVauQ$_$5,22,"doing,",7.092293524416135,7.172523089171975,7.259,7.482,0.1667064755838652,0.30947691082802553,0.23809169320594537
-571d8cVauQ$_$5,23,build,7.202038216560509,7.718084129511677,7.765,8.007,0.5629617834394907,0.28891587048832257,0.42593882696390617
-571d8cVauQ$_$5,24,a,7.718084129511677,7.910635084925689,8.048,8.088,0.32991587048832294,0.1773649150743104,0.25364039278131667
-571d8cVauQ$_$5,25,little,7.910635084925689,8.055048301486199,8.129,8.351,0.21836491507431077,0.295951698513802,0.2571583067940564
-571d8cVauQ$_$5,26,"excitement,",8.055048301486199,8.424104299363057,8.392,8.938,0.3369516985138006,0.5138957006369438,0.42542369957537307
-571d8cVauQ$_$5,27,put,8.902904989384288,9.418950902335457,9.524,9.645,0.6210950106157114,0.22604909766454284,0.423572054140128
-571d8cVauQ$_$5,28,a,9.418950902335457,9.53127229299363,9.666,9.686,0.24704909766454364,0.15472770700636929,0.20088840233545646
-571d8cVauQ$_$5,29,little,9.53127229299363,9.643593683651805,9.726,9.908,0.1947277070063702,0.2644063163481949,0.22956701167728255
-571d8cVauQ$_$5,30,glitz,9.643593683651805,10.0928792462845,9.949,10.272,0.30540631634819526,0.17912075371549996,0.2422635350318476
-571d8cVauQ$_$5,31,on,10.0928792462845,10.221246549893841,10.393,10.474,0.3001207537155004,0.2527534501061588,0.2764371019108296
-571d8cVauQ$_$5,32,there,10.221246549893841,10.44588933121019,10.515,10.717,0.29375345010615916,0.27111066878981127,0.2824320594479852
-571d8cVauQ$_$5,33,and,10.700047239915074,11.216093152866241,11.364,11.465,0.6639527600849267,0.24890684713375855,0.4564298036093426
-571d8cVauQ$_$5,34,let,11.216093152866241,11.537011411889596,11.667,11.809,0.4509068471337585,0.2719885881104034,0.36144771762208094
-571d8cVauQ$_$5,35,everybody,11.537011411889596,11.729562367303608,11.849,12.193,0.3119885881104043,0.46343763269639204,0.38771311040339906
-571d8cVauQ$_$5,36,knows,11.729562367303608,12.146756104033969,12.234,12.416,0.5044376326963924,0.2692438959660315,0.38684076433121195
-571d8cVauQ$_$5,37,this,12.27254670912951,12.788592622080678,12.86,13.042,0.5874532908704886,0.2534073779193218,0.4204303343949052
-571d8cVauQ$_$5,38,is,12.788592622080678,12.981143577494691,13.123,13.204,0.3344073779193213,0.22285642250530913,0.2786319002123152
-571d8cVauQ$_$5,39,a,12.981143577494691,13.141602707006367,13.285,13.325,0.30385642250530864,0.18339729299363228,0.24362685774947046
-571d8cVauQ$_$5,40,very,13.141602707006367,13.33415366242038,13.467,13.71,0.3253972929936335,0.3758463375796204,0.35062181528662695
-571d8cVauQ$_$5,41,valuable,13.33415366242038,13.719255573248407,13.831,14.337,0.49684633757961905,0.6177444267515924,0.5572953821656057
-571d8cVauQ$_$5,42,spot.,13.74877070063694,14.26481661358811,14.397,14.7,0.6482292993630594,0.4351833864118895,0.5417063428874753
-6rXp3zJ3kc$_$8,0,Many,0.22459949622166245,0.4973274559193954,0.523,0.725,0.2984005037783376,0.22767254408060456,0.2630365239294711
-6rXp3zJ3kc$_$8,1,people,0.4973274559193954,0.7540125944584382,0.765,1.026,0.2676725440806046,0.27198740554156187,0.26982997481108323
-6rXp3zJ3kc$_$8,2,are,0.7540125944584382,1.010697732997481,1.067,1.147,0.3129874055415618,0.13630226700251913,0.22464483627204046
-6rXp3zJ3kc$_$8,3,not,1.010697732997481,1.2352972292191433,1.248,1.53,0.2373022670025191,0.2947027707808567,0.2660025188916879
-6rXp3zJ3kc$_$8,4,until,1.2352972292191433,1.6844962216624682,1.59,1.852,0.35470277078085677,0.16750377833753194,0.26110327455919435
-6rXp3zJ3kc$_$8,5,they,1.6844962216624682,1.84492443324937,1.872,1.992,0.18750377833753196,0.14707556675063005,0.167289672544081
-6rXp3zJ3kc$_$8,6,get,1.84492443324937,2.037438287153652,2.033,2.214,0.18807556675062997,0.17656171284634814,0.18231863979848906
-6rXp3zJ3kc$_$8,7,to,2.037438287153652,2.2620377833753142,2.254,2.355,0.21656171284634818,0.09296221662468573,0.15476196473551695
-6rXp3zJ3kc$_$8,8,be,2.2620377833753142,2.390380352644836,2.395,2.576,0.13296221662468577,0.18561964735516412,0.15929093198992472
-6rXp3zJ3kc$_$8,9,a,2.390380352644836,2.5508085642317377,2.657,2.717,0.2666196473551641,0.16619143576826234,0.21640554156171343
-6rXp3zJ3kc$_$8,10,older,2.6764785894206544,3.4492065491183874,3.341,3.582,0.6645214105793458,0.13279345088161243,0.3986574307304789
-6rXp3zJ3kc$_$8,11,age,3.4492065491183874,3.609634760705289,3.804,3.965,0.3547934508816124,0.35536523929471064,0.3550793450881613
-6rXp3zJ3kc$_$8,12,and,3.609634760705289,3.9625768261964733,4.025,4.106,0.41536523929471114,0.14342317380352654,0.27939420654911906
-6rXp3zJ3kc$_$8,13,they,3.9625768261964733,4.123005037783375,4.146,4.287,0.18342317380352657,0.16399496221662524,0.17370906801007635
-6rXp3zJ3kc$_$8,14,realize,4.123005037783375,4.636375314861461,4.347,4.81,0.22399496221662574,0.17362468513853901,0.19880982367758193
-6rXp3zJ3kc$_$8,15,that,4.636375314861461,4.828889168765743,4.83,4.991,0.19362468513853948,0.16211083123425674,0.1778677581863981
-6rXp3zJ3kc$_$8,16,gosh,4.828889168765743,5.310173803526448,5.092,5.394,0.2631108312342567,0.08382619647355227,0.1734685138539045
-6rXp3zJ3kc$_$8,17,they,5.310173803526448,5.727287153652393,5.776,5.977,0.46582619647355195,0.2497128463476077,0.3577695214105798
-6rXp3zJ3kc$_$8,18,wasted,5.727287153652393,6.240657430730478,6.038,6.36,0.31071284634760765,0.11934256926952269,0.21502770780856517
-6rXp3zJ3kc$_$8,19,a,6.240657430730478,6.336914357682619,6.38,6.42,0.13934256926952227,0.08308564231738114,0.11121410579345214
-6rXp3zJ3kc$_$8,20,lot,6.336914357682619,6.43317128463476,6.46,6.621,0.12308564231738117,0.18782871536524048,0.15545717884131038
-6rXp3zJ3kc$_$8,21,of,6.43317128463476,6.593599496221662,6.642,6.702,0.2088287153652404,0.10840050377833776,0.15861460957178908
-6rXp3zJ3kc$_$8,22,time,6.593599496221662,6.7540277078085635,6.762,7.125,0.16840050377833737,0.37097229219143646,0.26968639798488736
-6rXp3zJ3kc$_$8,23,and,6.7540277078085635,7.106969773299747,7.185,7.286,0.43097229219143607,0.17903022670025237,0.30500125944584466
-6rXp3zJ3kc$_$8,24,money,7.106969773299747,7.33156926952141,7.366,7.628,0.25903022670025244,0.2964307304785905,0.27773047858942146
-6rXp3zJ3kc$_$8,25,in,8.002695214105792,8.711251889168764,9.016,9.117,1.0133047858942081,0.40574811083123663,0.7095264483627224
-6rXp3zJ3kc$_$8,26,placing,8.933178841309822,9.529435768261964,9.338,9.681,0.40482115869017754,0.15156423173803546,0.2781926952141056
-6rXp3zJ3kc$_$8,27,bets,9.529435768261964,9.898420654911838,9.741,10.003,0.21156423173803596,0.1045793450881618,0.15807178841309977
-6rXp3zJ3kc$_$8,28,on,9.898420654911838,9.994677581863979,10.083,10.164,0.18457934508816187,0.1693224181360211,0.1769508816120915
-6rXp3zJ3kc$_$8,29,stock,9.994677581863979,10.187191435768261,10.224,10.526,0.2293224181360216,0.3388085642317389,0.28406549118388114
-6rXp3zJ3kc$_$8,30,that's,10.187191435768261,10.684518891687656,10.566,10.787,0.3788085642317398,0.10248110831234492,0.24064483627204325
-6rXp3zJ3kc$_$8,31,ultimately,10.684518891687656,11.278103274559193,10.948,11.431,0.2634811083123445,0.15289672544080624,0.20818891687657537
-6rXp3zJ3kc$_$8,32,lost,11.278103274559193,11.631045340050376,11.512,11.794,0.23389672544080753,0.16295465994962477,0.19842569269521526
-6rXp3zJ3kc$_$8,33,value.,11.631045340050376,11.855644836272038,11.894,12.277,0.2629546599496244,0.4213551637279611,0.34215491183879365
-9y-fZ3swSY$_$0,0,"is,",0.04826428571428572,0.14479285714285714,0.061,0.184,0.01273571428571428,0.03920714285714286,0.025971428571428562
-9y-fZ3swSY$_$0,2,can,0.2091452380952381,0.27349761904761904,0.307,0.43,0.09785476190476189,0.15650238095238095,0.12717857142857142
-9y-fZ3swSY$_$0,3,"say,",0.27349761904761904,0.4665547619047619,0.45,0.696,0.17650238095238097,0.22944523809523804,0.20297380952380953
-9y-fZ3swSY$_$0,4,hey,0.4665547619047619,1.1905190476190475,0.799,1.638,0.3324452380952381,0.4474809523809524,0.3899630952380953
-9y-fZ3swSY$_$0,5,I,1.3662190476190477,1.882307142857143,1.966,2.027,0.5997809523809523,0.14469285714285718,0.37223690476190485
-9y-fZ3swSY$_$0,6,really,1.882307142857143,2.0431880952380954,2.088,2.355,0.20569285714285712,0.31181190476190457,0.25875238095238084
-9y-fZ3swSY$_$0,7,like,2.0431880952380954,2.3971261904761905,2.457,2.764,0.41381190476190444,0.3668738095238093,0.3903428571428569
-9y-fZ3swSY$_$0,8,baby,2.4280333333333335,2.9441214285714286,3.03,3.337,0.6019666666666663,0.39287857142857163,0.4974226190476192
